date,log_rgdp
1999-05-31,13.094102267840583
1999-06-01,13.094184883781539
1999-06-02,13.09426761696233
1999-06-03,13.094350467382961
1999-06-04,13.094433435043427
1999-06-07,13.094516519943731
1999-06-08,13.09459972208387
1999-06-09,13.094683041463847
1999-06-10,13.094766478083661
1999-06-11,13.094850031943311
1999-06-14,13.0949337030428
1999-06-15,13.095017491382123
1999-06-16,13.095101396961285
1999-06-17,13.095185419780282
1999-06-18,13.095269559839117
1999-06-21,13.09535381713779
1999-06-22,13.095438191676298
1999-06-23,13.095522683454643
1999-06-24,13.095607292472826
1999-06-25,13.095692018730844
1999-06-28,13.0957768622287
1999-06-29,13.095861822966393
1999-06-30,13.095946900943922
1999-07-01,13.09713655150838
1999-07-02,13.097219047075452
1999-07-05,13.097300133828856
1999-07-06,13.097379811768594
1999-07-07,13.097458080894663
1999-07-08,13.097534941207066
1999-07-09,13.0976103927058
1999-07-12,13.097684435390867
1999-07-13,13.097757069262268
1999-07-14,13.097828294320001
1999-07-15,13.097898110564065
1999-07-16,13.097966517994463
1999-07-19,13.098033516611194
1999-07-20,13.098099106414256
1999-07-21,13.098163287403652
1999-07-22,13.09822605957938
1999-07-23,13.098287422941441
1999-07-26,13.098347377489834
1999-07-27,13.09840592322456
1999-07-28,13.098463060145617
1999-07-29,13.098518788253008
1999-07-30,13.098573107546732
1999-08-02,13.098626018026788
1999-08-03,13.098677519693176
1999-08-04,13.098727612545897
1999-08-05,13.098776296584951
1999-08-06,13.098823571810337
1999-08-09,13.098869438222057
1999-08-10,13.098913895820107
1999-08-11,13.098956944604492
1999-08-12,13.098998584575208
1999-08-13,13.099038815732257
1999-08-16,13.099077638075638
1999-08-17,13.099115051605352
1999-08-18,13.0991510563214
1999-08-19,13.09918565222378
1999-08-20,13.09921883931249
1999-08-23,13.099250617587536
1999-08-24,13.099280987048912
1999-08-25,13.099309947696621
1999-08-26,13.099337499530664
1999-08-27,13.099363642551038
1999-08-30,13.099388376757746
1999-08-31,13.099411702150785
1999-09-01,13.099433618730158
1999-09-02,13.099454126495864
1999-09-03,13.099473225447902
1999-09-06,13.099490915586271
1999-09-07,13.099507196910974
1999-09-08,13.09952206942201
1999-09-09,13.099535533119377
1999-09-10,13.099547588003079
1999-09-13,13.099558234073111
1999-09-14,13.099567471329475
1999-09-15,13.099575299772175
1999-09-16,13.099581719401206
1999-09-17,13.099586730216568
1999-09-20,13.099590332218265
1999-09-21,13.099592525406292
1999-09-22,13.099593309780653
1999-09-23,13.099592685341348
1999-09-24,13.099590652088374
1999-09-27,13.099587210021731
1999-09-28,13.099582359141422
1999-09-29,13.099576099447447
1999-09-30,13.099568430939803
1999-10-01,13.095334827980805
1999-10-04,13.095330162087807
1999-10-05,13.095329907623123
1999-10-06,13.095334064586751
1999-10-07,13.095342632978694
1999-10-08,13.095355612798949
1999-10-11,13.095373004047518
1999-10-12,13.0953948067244
1999-10-13,13.095421020829596
1999-10-14,13.095451646363104
1999-10-15,13.095486683324925
1999-10-18,13.095526131715062
1999-10-19,13.095569991533509
1999-10-20,13.095618262780272
1999-10-21,13.095670945455346
1999-10-22,13.095728039558736
1999-10-25,13.095789545090437
1999-10-26,13.095855462050451
1999-10-27,13.09592579043878
1999-10-28,13.096000530255422
1999-10-29,13.096079681500377
1999-11-01,13.096163244173646
1999-11-02,13.096251218275228
1999-11-03,13.096343603805122
1999-11-04,13.096440400763331
1999-11-05,13.096541609149853
1999-11-08,13.096647228964688
1999-11-09,13.096757260207836
1999-11-10,13.096871702879298
1999-11-11,13.096990556979073
1999-11-12,13.09711382250716
1999-11-15,13.097241499463562
1999-11-16,13.097373587848276
1999-11-17,13.097510087661306
1999-11-18,13.097650998902646
1999-11-19,13.0977963215723
1999-11-22,13.097946055670269
1999-11-23,13.09810020119655
1999-11-24,13.098258758151145
1999-11-25,13.098421726534053
1999-11-26,13.098589106345274
1999-11-29,13.098760897584809
1999-11-30,13.098937100252655
1999-12-01,13.099117714348818
1999-12-02,13.099302739873291
1999-12-03,13.099492176826079
1999-12-06,13.09968602520718
1999-12-07,13.099884285016595
1999-12-08,13.100086956254323
1999-12-09,13.100294038920364
1999-12-10,13.100505533014719
1999-12-13,13.100721438537386
1999-12-14,13.100941755488366
1999-12-15,13.101166483867662
1999-12-16,13.101395623675268
1999-12-17,13.101629174911189
1999-12-20,13.101867137575423
1999-12-21,13.10210951166797
1999-12-22,13.102356297188832
1999-12-23,13.102607494138006
1999-12-24,13.102863102515492
1999-12-27,13.103123122321295
1999-12-28,13.103387553555407
1999-12-29,13.103656396217835
1999-12-30,13.103929650308576
1999-12-31,13.10420731582763
2000-01-03,13.10977958585513
2000-01-04,13.110063039292244
2000-01-05,13.110343529573761
2000-01-06,13.110621056699683
2000-01-07,13.110895620670007
2000-01-10,13.111167221484736
2000-01-11,13.111435859143867
2000-01-12,13.111701533647402
2000-01-13,13.11196424499534
2000-01-14,13.112223993187682
2000-01-17,13.112480778224425
2000-01-18,13.112734600105574
2000-01-19,13.112985458831124
2000-01-20,13.11323335440108
2000-01-21,13.113478286815438
2000-01-24,13.113720256074199
2000-01-25,13.113959262177364
2000-01-26,13.114195305124932
2000-01-27,13.114428384916904
2000-01-28,13.114658501553278
2000-01-31,13.114885655034056
2000-02-01,13.115109845359237
2000-02-02,13.115331072528821
2000-02-03,13.11554933654281
2000-02-04,13.1157646374012
2000-02-07,13.115976975103996
2000-02-08,13.116186349651194
2000-02-09,13.116392761042796
2000-02-10,13.1165962092788
2000-02-11,13.11679669435921
2000-02-14,13.11699421628402
2000-02-15,13.117188775053235
2000-02-16,13.117380370666853
2000-02-17,13.117569003124874
2000-02-18,13.1177546724273
2000-02-21,13.117937378574126
2000-02-22,13.118117121565358
2000-02-23,13.118293901400992
2000-02-24,13.118467718081032
2000-02-25,13.118638571605473
2000-02-28,13.118806461974318
2000-02-29,13.118971389187566
2000-03-01,13.119133353245216
2000-03-02,13.119292354147271
2000-03-03,13.11944839189373
2000-03-06,13.11960146648459
2000-03-07,13.119751577919855
2000-03-08,13.119898726199525
2000-03-09,13.120042911323596
2000-03-10,13.120184133292069
2000-03-13,13.120322392104947
2000-03-14,13.12045768776223
2000-03-15,13.120590020263915
2000-03-16,13.120719389610002
2000-03-17,13.120845795800493
2000-03-20,13.12096923883539
2000-03-21,13.121089718714687
2000-03-22,13.121207235438389
2000-03-23,13.121321789006492
2000-03-24,13.121433379419
2000-03-27,13.121542006675913
2000-03-28,13.121647670777227
2000-03-29,13.121750371722944
2000-03-30,13.121850109513067
2000-03-31,13.121946884147592
2000-04-03,13.12104590576797
2000-04-04,13.121138167145077
2000-04-05,13.121228878420364
2000-04-06,13.121318039593833
2000-04-07,13.121405650665478
2000-04-10,13.121491711635306
2000-04-11,13.121576222503311
2000-04-12,13.121659183269497
2000-04-13,13.121740593933863
2000-04-14,13.121820454496408
2000-04-17,13.121898764957134
2000-04-18,13.121975525316039
2000-04-19,13.122050735573122
2000-04-20,13.122124395728386
2000-04-21,13.12219650578183
2000-04-24,13.122267065733453
2000-04-25,13.122336075583256
2000-04-26,13.12240353533124
2000-04-27,13.122469444977401
2000-04-28,13.122533804521744
2000-05-01,13.122596613964266
2000-05-02,13.122657873304966
2000-05-03,13.122717582543848
2000-05-04,13.12277574168091
2000-05-05,13.12283235071615
2000-05-08,13.12288740964957
2000-05-09,13.12294091848117
2000-05-10,13.12299287721095
2000-05-11,13.123043285838909
2000-05-12,13.123092144365048
2000-05-15,13.123139452789365
2000-05-16,13.123185211111863
2000-05-17,13.123229419332542
2000-05-18,13.1232720774514
2000-05-19,13.123313185468437
2000-05-22,13.123352743383654
2000-05-23,13.123390751197052
2000-05-24,13.123427208908627
2000-05-25,13.123462116518384
2000-05-26,13.123495474026319
2000-05-29,13.123527281432436
2000-05-30,13.12355753873673
2000-05-31,13.123586245939205
2000-06-01,13.12361340303986
2000-06-02,13.123639010038694
2000-06-05,13.123663066935707
2000-06-06,13.123685573730901
2000-06-07,13.123706530424274
2000-06-08,13.123725937015827
2000-06-09,13.12374379350556
2000-06-12,13.123760099893472
2000-06-13,13.123774856179564
2000-06-14,13.123788062363836
2000-06-15,13.123799718446287
2000-06-16,13.123809824426917
2000-06-19,13.123818380305728
2000-06-20,13.12382538608272
2000-06-21,13.12383084175789
2000-06-22,13.12383474733124
2000-06-23,13.123837102802769
2000-06-26,13.123837908172478
2000-06-27,13.123837163440367
2000-06-28,13.123834868606435
2000-06-29,13.123831023670684
2000-06-30,13.123825628633112
2000-07-03,13.120934264097443
2000-07-04,13.120929866042871
2000-07-05,13.120928015073122
2000-07-06,13.120928711188197
2000-07-07,13.120931954388093
2000-07-10,13.120937744672812
2000-07-11,13.120946082042352
2000-07-12,13.120956966496713
2000-07-13,13.1209703980359
2000-07-14,13.120986376659905
2000-07-17,13.121004902368734
2000-07-18,13.121025975162386
2000-07-19,13.121049595040859
2000-07-20,13.121075762004153
2000-07-21,13.12110447605227
2000-07-24,13.12113573718521
2000-07-25,13.12116954540297
2000-07-26,13.121205900705556
2000-07-27,13.121244803092962
2000-07-28,13.12128625256519
2000-07-31,13.12133024912224
2000-08-01,13.121376792764112
2000-08-02,13.121425883490806
2000-08-03,13.121477521302323
2000-08-04,13.121531706198661
2000-08-07,13.12158843817982
2000-08-08,13.121647717245803
2000-08-09,13.121709543396609
2000-08-10,13.121773916632236
2000-08-11,13.121840836952686
2000-08-14,13.121910304357957
2000-08-15,13.12198231884805
2000-08-16,13.122056880422965
2000-08-17,13.122133989082704
2000-08-18,13.122213644827262
2000-08-21,13.122295847656645
2000-08-22,13.12238059757085
2000-08-23,13.122467894569875
2000-08-24,13.122557738653724
2000-08-25,13.122650129822393
2000-08-28,13.122745068075886
2000-08-29,13.1228425534142
2000-08-30,13.122942585837338
2000-08-31,13.123045165345296
2000-09-01,13.123150291938078
2000-09-04,13.12325796561568
2000-09-05,13.123368186378105
2000-09-06,13.123480954225354
2000-09-07,13.123596269157423
2000-09-08,13.123714131174314
2000-09-11,13.123834540276029
2000-09-12,13.123957496462564
2000-09-13,13.124082999733922
2000-09-14,13.124211050090102
2000-09-15,13.124341647531104
2000-09-18,13.12447479205693
2000-09-19,13.124610483667576
2000-09-20,13.124748722363044
2000-09-21,13.124889508143335
2000-09-22,13.125032841008448
2000-09-25,13.125178720958383
2000-09-26,13.12532714799314
2000-09-27,13.12547812211272
2000-09-28,13.12563164331712
2000-09-29,13.125787711606344
2000-10-02,13.128485810405735
2000-10-03,13.128643365643827
2000-10-04,13.128799860745968
2000-10-05,13.128955295712156
2000-10-06,13.129109670542391
2000-10-09,13.129262985236675
2000-10-10,13.129415239795005
2000-10-11,13.129566434217383
2000-10-12,13.12971656850381
2000-10-13,13.129865642654282
2000-10-16,13.130013656668803
2000-10-17,13.130160610547371
2000-10-18,13.130306504289987
2000-10-19,13.130451337896648
2000-10-20,13.13059511136736
2000-10-23,13.130737824702118
2000-10-24,13.130879477900923
2000-10-25,13.131020070963775
2000-10-26,13.131159603890676
2000-10-27,13.131298076681624
2000-10-30,13.131435489336619
2000-10-31,13.131571841855662
2000-11-01,13.131707134238752
2000-11-02,13.13184136648589
2000-11-03,13.131974538597076
2000-11-06,13.13210665057231
2000-11-07,13.132237702411588
2000-11-08,13.132367694114917
2000-11-09,13.132496625682291
2000-11-10,13.132624497113714
2000-11-13,13.132751308409185
2000-11-14,13.132877059568703
2000-11-15,13.133001750592268
2000-11-16,13.13312538147988
2000-11-17,13.13324795223154
2000-11-20,13.133369462847249
2000-11-21,13.133489913327002
2000-11-22,13.133609303670806
2000-11-23,13.133727633878657
2000-11-24,13.133844903950553
2000-11-27,13.1339611138865
2000-11-28,13.134076263686492
2000-11-29,13.134190353350531
2000-11-30,13.134303382878619
2000-12-01,13.134415352270754
2000-12-04,13.134526261526936
2000-12-05,13.134636110647167
2000-12-06,13.134744899631444
2000-12-07,13.13485262847977
2000-12-08,13.134959297192141
2000-12-11,13.135064905768562
2000-12-12,13.135169454209029
2000-12-13,13.135272942513543
2000-12-14,13.135375370682107
2000-12-15,13.135476738714717
2000-12-18,13.135577046611374
2000-12-19,13.135676294372079
2000-12-20,13.135774481996831
2000-12-21,13.135871609485632
2000-12-22,13.135967676838478
2000-12-25,13.136062684055373
2000-12-26,13.136156631136316
2000-12-27,13.136249518081305
2000-12-28,13.136341344890342
2000-12-29,13.136432111563428
2001-01-01,13.138016003487918
2001-01-02,13.138102527466671
2001-01-03,13.13818586888705
2001-01-04,13.138266027749047
2001-01-05,13.138343004052668
2001-01-08,13.138416797797912
2001-01-09,13.138487408984778
2001-01-10,13.138554837613267
2001-01-11,13.138619083683377
2001-01-12,13.13868014719511
2001-01-15,13.138738028148465
2001-01-16,13.138792726543441
2001-01-17,13.13884424238004
2001-01-18,13.138892575658263
2001-01-19,13.138937726378106
2001-01-22,13.138979694539573
2001-01-23,13.139018480142662
2001-01-24,13.139054083187371
2001-01-25,13.139086503673704
2001-01-26,13.13911574160166
2001-01-29,13.139141796971238
2001-01-30,13.139164669782438
2001-01-31,13.13918436003526
2001-02-01,13.139200867729704
2001-02-02,13.13921419286577
2001-02-05,13.13922433544346
2001-02-06,13.139231295462771
2001-02-07,13.139235072923704
2001-02-08,13.13923566782626
2001-02-09,13.139233080170438
2001-02-12,13.139227309956238
2001-02-13,13.13921835718366
2001-02-14,13.139206221852705
2001-02-15,13.139190903963371
2001-02-16,13.13917240351566
2001-02-19,13.139150720509573
2001-02-20,13.139125854945107
2001-02-21,13.139097806822262
2001-02-22,13.13906657614104
2001-02-23,13.13903216290144
2001-02-26,13.138994567103463
2001-02-27,13.13895378874711
2001-02-28,13.138909827832377
2001-03-01,13.138862684359266
2001-03-02,13.138812358327778
2001-03-05,13.138758849737911
2001-03-06,13.138702158589668
2001-03-07,13.138642284883046
2001-03-08,13.138579228618047
2001-03-09,13.138512989794672
2001-03-12,13.138443568412915
2001-03-13,13.138370964472784
2001-03-14,13.138295177974273
2001-03-15,13.138216208917386
2001-03-16,13.138134057302121
2001-03-19,13.138048723128477
2001-03-20,13.137960206396457
2001-03-21,13.137868507106058
2001-03-22,13.137773625257282
2001-03-23,13.137675560850127
2001-03-26,13.137574313884596
2001-03-27,13.137469884360685
2001-03-28,13.137362272278398
2001-03-29,13.137251477637733
2001-03-30,13.137137500438689
2001-04-02,13.135484149639016
2001-04-03,13.135365989412765
2001-04-04,13.135246828717687
2001-04-05,13.135126667553779
2001-04-06,13.135005505921042
2001-04-09,13.134883343819476
2001-04-10,13.134760181249082
2001-04-11,13.134636018209857
2001-04-12,13.134510854701803
2001-04-13,13.134384690724922
2001-04-16,13.13425752627921
2001-04-17,13.13412936136467
2001-04-18,13.134000195981299
2001-04-19,13.133870030129101
2001-04-20,13.133738863808073
2001-04-23,13.133606697018216
2001-04-24,13.13347352975953
2001-04-25,13.133339362032016
2001-04-26,13.133204193835672
2001-04-27,13.133068025170498
2001-04-30,13.132930856036497
2001-05-01,13.132792686433664
2001-05-02,13.132653516362005
2001-05-03,13.132513345821515
2001-05-04,13.132372174812197
2001-05-07,13.13223000333405
2001-05-08,13.132086831387072
2001-05-09,13.131942658971266
2001-05-10,13.131797486086631
2001-05-11,13.131651312733167
2001-05-14,13.131504138910875
2001-05-15,13.131355964619752
2001-05-16,13.131206789859801
2001-05-17,13.13105661463102
2001-05-18,13.130905438933413
2001-05-21,13.130753262766973
2001-05-22,13.130600086131706
2001-05-23,13.130445909027609
2001-05-24,13.130290731454684
2001-05-25,13.13013455341293
2001-05-28,13.129977374902346
2001-05-29,13.129819195922932
2001-05-30,13.12966001647469
2001-05-31,13.129499836557619
2001-06-01,13.129338656171718
2001-06-04,13.12917647531699
2001-06-05,13.129013293993431
2001-06-06,13.128849112201044
2001-06-07,13.128683929939829
2001-06-08,13.128517747209782
2001-06-11,13.128350564010908
2001-06-12,13.128182380343205
2001-06-13,13.128013196206672
2001-06-14,13.127843011601309
2001-06-15,13.127671826527118
2001-06-18,13.127499640984098
2001-06-19,13.12732645497225
2001-06-20,13.127152268491571
2001-06-21,13.126977081542064
2001-06-22,13.126800894123727
2001-06-25,13.126623706236563
2001-06-26,13.126445517880569
2001-06-27,13.126266329055746
2001-06-28,13.126086139762092
2001-06-29,13.12590494999961
2001-07-02,13.123409401319293
2001-07-03,13.123229496639677
2001-07-04,13.123051877511756
2001-07-05,13.122876543935531
2001-07-06,13.122703495911
2001-07-09,13.122532733438165
2001-07-10,13.122364256517024
2001-07-11,13.122198065147579
2001-07-12,13.122034159329829
2001-07-13,13.121872539063773
2001-07-16,13.121713204349414
2001-07-17,13.121556155186749
2001-07-18,13.121401391575779
2001-07-19,13.121248913516505
2001-07-20,13.121098721008924
2001-07-23,13.120950814053039
2001-07-24,13.12080519264885
2001-07-25,13.120661856796355
2001-07-26,13.120520806495556
2001-07-27,13.120382041746453
2001-07-30,13.120245562549043
2001-07-31,13.120111368903329
2001-08-01,13.11997946080931
2001-08-02,13.119849838266985
2001-08-03,13.119722501276357
2001-08-06,13.119597449837423
2001-08-07,13.119474683950184
2001-08-08,13.11935420361464
2001-08-09,13.119236008830791
2001-08-10,13.119120099598637
2001-08-13,13.119006475918178
2001-08-14,13.118895137789416
2001-08-15,13.118786085212347
2001-08-16,13.118679318186974
2001-08-17,13.118574836713297
2001-08-20,13.118472640791312
2001-08-21,13.118372730421024
2001-08-22,13.118275105602432
2001-08-23,13.118179766335533
2001-08-24,13.11808671262033
2001-08-27,13.117995944456823
2001-08-28,13.11790746184501
2001-08-29,13.117821264784894
2001-08-30,13.117737353276471
2001-08-31,13.117655727319743
2001-09-03,13.117576386914712
2001-09-04,13.117499332061373
2001-09-05,13.117424562759732
2001-09-06,13.117352079009784
2001-09-07,13.117281880811532
2001-09-10,13.117213968164975
2001-09-11,13.117148341070113
2001-09-12,13.117084999526947
2001-09-13,13.117023943535475
2001-09-14,13.116965173095698
2001-09-17,13.116908688207616
2001-09-18,13.11685448887123
2001-09-19,13.116802575086538
2001-09-20,13.116752946853541
2001-09-21,13.11670560417224
2001-09-24,13.116660547042635
2001-09-25,13.116617775464723
2001-09-26,13.116577289438506
2001-09-27,13.116539088963986
2001-09-28,13.11650317404116
2001-10-01,13.117292632253402
2001-10-02,13.117260595580877
2001-10-03,13.11722964207103
2001-10-04,13.117199771723863
2001-10-05,13.117170984539374
2001-10-08,13.117143280517565
2001-10-09,13.117116659658436
2001-10-10,13.117091121961984
2001-10-11,13.117066667428213
2001-10-12,13.11704329605712
2001-10-15,13.117021007848708
2001-10-16,13.116999802802972
2001-10-17,13.116979680919917
2001-10-18,13.11696064219954
2001-10-19,13.116942686641844
2001-10-22,13.116925814246827
2001-10-23,13.116910025014487
2001-10-24,13.116895318944827
2001-10-25,13.116881696037847
2001-10-26,13.116869156293546
2001-10-29,13.116857699711924
2001-10-30,13.11684732629298
2001-10-31,13.116838036036716
2001-11-01,13.116829828943132
2001-11-02,13.116822705012225
2001-11-05,13.116816664243999
2001-11-06,13.116811706638451
2001-11-07,13.116807832195583
2001-11-08,13.116805040915393
2001-11-09,13.116803332797883
2001-11-12,13.116802707843052
2001-11-13,13.1168031660509
2001-11-14,13.116804707421426
2001-11-15,13.116807331954634
2001-11-16,13.11681103965052
2001-11-19,13.116815830509083
2001-11-20,13.116821704530327
2001-11-21,13.11682866171425
2001-11-22,13.116836702060851
2001-11-23,13.116845825570133
2001-11-26,13.116856032242092
2001-11-27,13.11686732207673
2001-11-28,13.116879695074049
2001-11-29,13.116893151234047
2001-11-30,13.116907690556724
2001-12-03,13.11692331304208
2001-12-04,13.116940018690114
2001-12-05,13.116957807500828
2001-12-06,13.11697667947422
2001-12-07,13.116996634610292
2001-12-10,13.117017672909045
2001-12-11,13.117039794370474
2001-12-12,13.117062998994584
2001-12-13,13.117087286781372
2001-12-14,13.11711265773084
2001-12-17,13.117139111842986
2001-12-18,13.117166649117813
2001-12-19,13.117195269555317
2001-12-20,13.117224973155501
2001-12-21,13.117255759918365
2001-12-24,13.117287629843908
2001-12-25,13.117320582932129
2001-12-26,13.117354619183029
2001-12-27,13.117389738596609
2001-12-28,13.117425941172868
2001-12-31,13.117463226911806
2002-01-01,13.117518730150161
2002-01-02,13.117559425788022
2002-01-03,13.117601249133946
2002-01-04,13.117644200187938
2002-01-07,13.117688278949995
2002-01-08,13.11773348542012
2002-01-09,13.11777981959831
2002-01-10,13.117827281484567
2002-01-11,13.11787587107889
2002-01-14,13.117925588381281
2002-01-15,13.117976433391735
2002-01-16,13.118028406110259
2002-01-17,13.118081506536846
2002-01-18,13.118135734671503
2002-01-21,13.118191090514223
2002-01-22,13.11824757406501
2002-01-23,13.118305185323864
2002-01-24,13.118363924290785
2002-01-25,13.118423790965771
2002-01-28,13.118484785348825
2002-01-29,13.118546907439944
2002-01-30,13.11861015723913
2002-01-31,13.118674534746381
2002-02-01,13.1187400399617
2002-02-04,13.118806672885084
2002-02-05,13.118874433516536
2002-02-06,13.118943321856053
2002-02-07,13.119013337903636
2002-02-08,13.119084481659286
2002-02-11,13.119156753123002
2002-02-12,13.119230152294785
2002-02-13,13.119304679174634
2002-02-14,13.11938033376255
2002-02-15,13.11945711605853
2002-02-18,13.119535026062579
2002-02-19,13.119614063774694
2002-02-20,13.119694229194874
2002-02-21,13.11977552232312
2002-02-22,13.119857943159435
2002-02-25,13.119941491703814
2002-02-26,13.12002616795626
2002-02-27,13.120111971916772
2002-02-28,13.12019890358535
2002-03-01,13.120286962961996
2002-03-04,13.120376150046708
2002-03-05,13.120466464839485
2002-03-06,13.120557907340329
2002-03-07,13.120650477549239
2002-03-08,13.120744175466216
2002-03-11,13.120839001091259
2002-03-12,13.120934954424367
2002-03-13,13.121032035465543
2002-03-14,13.121130244214786
2002-03-15,13.121229580672093
2002-03-18,13.12133004483747
2002-03-19,13.12143163671091
2002-03-20,13.121534356292416
2002-03-21,13.121638203581991
2002-03-22,13.12174317857963
2002-03-25,13.121849281285337
2002-03-26,13.121956511699109
2002-03-27,13.122064869820948
2002-03-28,13.122174355650854
2002-03-29,13.122284969188826
2002-04-01,13.12384519985042
2002-04-02,13.123954256534159
2002-04-03,13.124062347751694
2002-04-04,13.124169473503025
2002-04-05,13.12427563378815
2002-04-08,13.12438082860707
2002-04-09,13.124485057959784
2002-04-10,13.124588321846295
2002-04-11,13.1246906202666
2002-04-12,13.124791953220699
2002-04-15,13.124892320708595
2002-04-16,13.124991722730284
2002-04-17,13.12509015928577
2002-04-18,13.12518763037505
2002-04-19,13.125284135998125
2002-04-22,13.125379676154994
2002-04-23,13.12547425084566
2002-04-24,13.125567860070118
2002-04-25,13.125660503828374
2002-04-26,13.125752182120424
2002-04-29,13.125842894946269
2002-04-30,13.125932642305909
2002-05-01,13.126021424199344
2002-05-02,13.126109240626572
2002-05-03,13.126196091587598
2002-05-06,13.126281977082417
2002-05-07,13.126366897111033
2002-05-08,13.126450851673443
2002-05-09,13.126533840769648
2002-05-10,13.126615864399646
2002-05-13,13.126696922563442
2002-05-14,13.126777015261032
2002-05-15,13.126856142492416
2002-05-16,13.126934304257595
2002-05-17,13.12701150055657
2002-05-20,13.12708773138934
2002-05-21,13.127162996755905
2002-05-22,13.127237296656265
2002-05-23,13.127310631090419
2002-05-24,13.12738300005837
2002-05-27,13.127454403560114
2002-05-28,13.127524841595653
2002-05-29,13.127594314164988
2002-05-30,13.127662821268117
2002-05-31,13.127730362905043
2002-06-03,13.127796939075761
2002-06-04,13.127862549780275
2002-06-05,13.127927195018586
2002-06-06,13.12799087479069
2002-06-07,13.12805358909659
2002-06-10,13.128115337936284
2002-06-11,13.128176121309773
2002-06-12,13.128235939217058
2002-06-13,13.128294791658137
2002-06-14,13.128352678633012
2002-06-17,13.128409600141682
2002-06-18,13.128465556184146
2002-06-19,13.128520546760404
2002-06-20,13.128574571870459
2002-06-21,13.12862763151431
2002-06-24,13.128679725691953
2002-06-25,13.128730854403392
2002-06-26,13.128781017648627
2002-06-27,13.128830215427657
2002-06-28,13.12887844774048
2002-07-01,13.128368841193936
2002-07-02,13.128415222177615
2002-07-03,13.128461433462702
2002-07-04,13.128507475049192
2002-07-05,13.128553346937085
2002-07-08,13.128599049126384
2002-07-09,13.128644581617086
2002-07-10,13.128689944409194
2002-07-11,13.128735137502705
2002-07-12,13.128780160897621
2002-07-15,13.128825014593941
2002-07-16,13.128869698591664
2002-07-17,13.128914212890795
2002-07-18,13.128958557491327
2002-07-19,13.129002732393264
2002-07-22,13.129046737596607
2002-07-23,13.129090573101353
2002-07-24,13.129134238907504
2002-07-25,13.129177735015059
2002-07-26,13.129221061424019
2002-07-29,13.129264218134383
2002-07-30,13.12930720514615
2002-07-31,13.129350022459322
2002-08-01,13.1293926700739
2002-08-02,13.12943514798988
2002-08-05,13.129477456207265
2002-08-06,13.129519594726055
2002-08-07,13.12956156354625
2002-08-08,13.129603362667849
2002-08-09,13.129644992090851
