variable,peak_response,peak_day
risk_off,1.0,0
log_wui,0.40839909866060026,16
spread,0.05207044363382049,14
log_rgdp,41.48489413734871,45
log_reer,11.115702979657394,26
log_nikkei,0.44625326094548134,14
debtsec_pct,0.034795778370711745,32
equity_pct,0.05233229989934929,68
other_pct,0.03741441975403312,32
direct_pct,0.2321638484516475,8
