date,log_reer
2003-11-01,4.696381066041475
2003-12-01,4.693455750855452
2004-01-01,4.6929063002921785
2004-02-01,4.69391339582248
2004-03-01,4.678048831400664
2004-04-01,4.68978703170797
2004-05-01,4.643236386794547
2004-06-01,4.669552444917359
2004-07-01,4.663816381420824
2004-08-01,4.653198154998673
2004-09-01,4.655387902148709
2004-10-01,4.659563669818423
2004-11-01,4.683888940699482
2004-12-01,4.677490847567717
2005-01-01,4.678699419276207
2005-02-01,4.665041583025482
2005-03-01,4.654817125877505
2005-04-01,4.640247712600788
2005-05-01,4.646408094004336
2005-06-01,4.637443746538387
2005-07-01,4.60816569496789
2005-08-01,4.602867536925416
2005-09-01,4.598447640227264
2005-10-01,4.566325402164524
2005-11-01,4.541697763032518
2005-12-01,4.535498512738772
2006-01-01,4.550185877655332
2006-02-01,4.530231099323598
2006-03-01,4.531308337389636
2006-04-01,4.521679875489066
2006-05-01,4.55650501400681
2006-06-01,4.537426533901572
2006-07-01,4.522114610850766
2006-08-01,4.517103707119641
2006-09-01,4.508328834538536
2006-10-01,4.493008819099761
2006-11-01,4.4913293695643315
2006-12-01,4.478131952817368
2007-01-01,4.451202822690664
2007-02-01,4.444179499895966
2007-03-01,4.464297627106676
2007-04-01,4.440649253819643
2007-05-01,4.418117454818235
2007-06-01,4.396176057778301
2007-07-01,4.391481793444637
2007-08-01,4.434144588935989
2007-09-01,4.4373430753445895
2007-10-01,4.415461410760119
2007-11-01,4.439469730210373
2007-12-01,4.42926798099632
2008-01-01,4.4591034098533076
2008-02-01,4.448282430450947
2008-03-01,4.4898715616246285
2008-04-01,4.459797532972339
2008-05-01,4.449101000338202
2008-06-01,4.419442836059304
2008-07-01,4.413646418429337
2008-08-01,4.40684119104832
2008-09-01,4.448399410038142
2008-10-01,4.543294782270004
2008-11-01,4.604069580544058
2008-12-01,4.653293461169819
2009-01-01,4.661834033105633
2009-02-01,4.654817125877505
2009-03-01,4.592388851623358
2009-04-01,4.569128414640826
2009-05-01,4.574814065973192
2009-06-01,4.5592309540466465
2009-07-01,4.577901758833898
2009-08-01,4.564035642629537
2009-09-01,4.591882291661156
2009-10-01,4.589142424910894
2009-11-01,4.5975411588236
2009-12-01,4.59390699370938
2010-01-01,4.578312731818208
2010-02-01,4.5975411588236
2010-03-01,4.589447225522855
2010-04-01,4.550185877655332
2010-05-01,4.583435693842085
2010-06-01,4.596835549198034
2010-07-01,4.61323755706585
2010-08-01,4.629277261331325
2010-09-01,4.632882624554627
2010-10-01,4.639958011473755
2010-11-01,4.628398312107299
2010-12-01,4.618481200047763
2011-01-01,4.6166045636137545
2011-02-01,4.608863357825709
2011-03-01,4.605270180988425
2011-04-01,4.569024739351738
2011-05-01,4.589447225522855
2011-06-01,4.594513605799563
2011-07-01,4.605170185988092
2011-08-01,4.6280074198908485
2011-09-01,4.646120172317046
2011-10-01,4.651003602331263
2011-11-01,4.638218040034292
2011-12-01,4.642658630399083
2012-01-01,4.651767471364874
2012-02-01,4.625560875635825
2012-03-01,4.573369873438294
2012-04-01,4.582310891842009
2012-05-01,4.610854002456389
2012-06-01,4.62173227428707
2012-07-01,4.623108331119105
2012-08-01,4.619960271460727
2012-09-01,4.615318517039906
2012-10-01,4.599353300666526
2012-11-01,4.57738780497564
2012-12-01,4.5369984058847574
2013-01-01,4.467516020689296
2013-02-01,4.418961082466944
2013-03-01,4.40720693320418
2013-04-01,4.37197629882038
2013-05-01,4.338335946049148
2013-06-01,4.379272846477261
2013-07-01,4.360419880919823
2013-08-01,4.380275101635076
2013-09-01,4.363608049149864
2013-10-01,4.370080563655481
2013-11-01,4.355554314342767
2013-12-01,4.319885238136032
2014-01-01,4.317221411307766
2014-02-01,4.335066045810379
2014-03-01,4.328625857946767
2014-04-01,4.340683671139499
2014-05-01,4.348599108561364
2014-06-01,4.346787982581173
2014-07-01,4.340944189572651
2014-08-01,4.3435456478556
2014-09-01,4.310530632968812
2014-10-01,4.306898911982042
2014-11-01,4.2400309493514925
2014-12-01,4.223323943478561
2015-01-01,4.249352017769341
2015-02-01,4.249209272783016
2015-03-01,4.244200317766478
2015-04-01,4.246922577489038
2015-05-01,4.230476736546681
2015-06-01,4.205587741038083
2015-07-01,4.21582445975981
2015-08-01,4.2336716274432
2015-09-01,4.268717949166882
2015-10-01,4.265211880082047
2015-11-01,4.2504932447120325
2015-12-01,4.260564966136689
2016-01-01,4.302712827954156
2016-02-01,4.3209487851652915
2016-03-01,4.326910252115215
2016-04-01,4.3425058765115985
2016-05-01,4.356708826689592
2016-06-01,4.393213824064446
2016-07-01,4.411949448325136
2016-08-01,4.431411859854625
2016-09-01,4.425445255041403
2016-10-01,4.419563238202607
2016-11-01,4.395682961121367
2016-12-01,4.3295484280286765
2017-01-01,4.33165396900921
2017-02-01,4.341725337900356
2017-03-01,4.339380059952409
2017-04-01,4.361568792771485
2017-05-01,4.3357208817973705
2017-06-01,4.339510497570803
2017-07-01,4.318154558079471
2017-08-01,4.328098292648326
2017-09-01,4.311604170377335
2017-10-01,4.297693486208131
2017-11-01,4.299595660694722
2017-12-01,4.296604902619887
2018-01-01,4.296741040391521
2018-02-01,4.312140507209715
2018-03-01,4.3292849234158215
2018-04-01,4.311335894051113
2018-05-01,4.307976353163715
2018-06-01,4.313747793920587
2018-07-01,4.315753276242594
2018-08-01,4.33204826486764
2018-09-01,4.323072491830211
2018-10-01,4.32280727501391
2018-11-01,4.318287793706875
2018-12-01,4.319752215189378
2019-01-01,4.344584339198011
2019-02-01,4.325985243790257
2019-03-01,4.316153890523174
2019-04-01,4.311067545733388
2019-05-01,4.336898507056134
2019-06-01,4.350019838538795
2019-07-01,4.343675543289958
2019-08-01,4.375631227585021
2019-09-01,4.3657702121543585
2019-10-01,4.353369925424077
2019-11-01,4.3408139388398075
2019-12-01,4.333623895445714
2020-01-01,4.321878461837604
2020-02-01,4.3247946887187485
2020-03-01,4.3660242771963755
2020-04-01,4.374372415737022
2020-05-01,4.379272846477261
2020-06-01,4.358758007734528
2020-07-01,4.360419880919823
2020-08-01,4.350793932242783
2020-09-01,4.345492309945908
2020-10-01,4.34211568336104
2020-11-01,4.337160013333775
2020-12-01,4.324529928325356
2021-01-01,4.321347323862031
2021-02-01,4.304470416455007
2021-03-01,4.282620578207235
2021-04-01,4.265914077990263
2021-05-01,4.256746818247124
2021-06-01,4.249066507417651
2021-07-01,4.257879641930999
2021-08-01,4.259576474917317
2021-09-01,4.256463411698536
2021-10-01,4.222297926532561
2021-11-01,4.212571943586751
2021-12-01,4.218772140597153
2022-01-01,4.202451303547952
2022-02-01,4.1993049978585875
2022-03-01,4.176078147248771
2022-04-01,4.116432158686106
2022-05-01,4.115942961774596
2022-06-01,4.073971772414164
2022-07-01,4.067487108052218
2022-08-01,4.083789048282584
2022-09-01,4.048824046920291
2022-10-01,4.039888376426042
2022-11-01,4.054910492976694
2022-12-01,4.088996955895506
2023-01-01,4.111693200556713
2023-02-01,4.095344062555184
2023-03-01,4.0930103392089645
2023-04-01,4.093844437180419
2023-05-01,4.0715875750994845
2023-06-01,4.0547371076273215
2023-07-01,4.056642695038089
2023-08-01,4.036362279683754
2023-09-01,4.026600910135581
2023-10-01,4.026422545736642
2023-11-01,4.009331187895144
2023-12-01,4.0328237055738505
2024-01-01,4.020698022053802
2024-02-01,4.006423680849631
2024-03-01,4.006241680667128
2024-04-01,3.9908341858524357
2024-05-01,3.9725535051681784
2024-06-01,3.9680251955434307
2024-07-01,3.967457712316247
2024-08-01,4.033709523684745
2024-09-01,4.0439280763080845
2024-10-01,4.008241863168689
2024-11-01,3.9972828493789696
2024-12-01,4.019800597601577
2025-01-01,4.00314259879563
2025-02-01,4.028916756899646
2025-03-01,4.038655656361512
2025-04-01,4.066630723654585
2025-05-01,4.0493471962913645
2025-06-01,4.044979232676772
2025-07-01,4.024279687773814
2025-08-01,4.022132228108176
2025-09-01,4.015481713796376
2025-10-01,3.9983841710761894
2025-11-01,3.9766865187538682
2025-12-01,3.9606226752642084
2026-01-01,3.949318790171843
2026-02-01,3.947003974323392
2026-03-01,3.9304521408965134
2026-04-01,3.9186013207882686
2026-05-01,3.9247417778359206
