,,,,経常収支 (a+b+c),,,,,,,,資本移転等収支,金融収支 ,,,,,,誤差脱漏
,,,,Current account (a+b+c),,,,,,,,Capital account,Financial account ,,,,,,Net errors & omissions
,,,,,(a)貿易・サービス収支,,,,,(b)第一次所得収支,(c)第二次所得収支,,,直接投資,証券投資,金融派生商品,その他投資,外貨準備,
,,,,,(a)Goods & services,,,,,(b)Primary income,(c)Secondary income,,,Direct investment,Portfolio investment,Financial derivatives(other than reserves),Other investment,Reserve assets,
,,,,,,貿易収支,,,サービス収支,,,,,,,,,,
,12月,,Dec,"15,600","6,869","11,313","70,940","59,627","-4,444","9,736","-1,005",-787,"13,396","12,188","-24,304","-1,731","24,818","2,425","-1,417"
平成20年,1月,2008,Jan,"11,132","-1,803","2,391","61,519","59,129","-4,194","13,979","-1,044",-177,"15,935","7,598","38,740","-3,002","-31,091","3,691","4,980"
,2月,,Feb,"24,794","9,298","12,771","66,996","54,225","-3,473","16,408",-911,-708,"30,121","5,903","10,716",-195,"9,366","4,332","6,034"
,3月,,Mar,"28,725","11,944","13,973","73,723","59,751","-2,029","19,294","-2,513",-737,"28,811","4,618","106,461","-5,399","-77,577",708,823
,4月,,Apr,"12,159","2,053","7,348","66,135","58,787","-5,295","11,273","-1,167",-239,"23,969","1,952","-100,495",809,"118,847","2,856","12,049"
,5月,,May,"18,104","4,875","6,013","65,198","59,185","-1,138","13,963",-734,-248,"14,895","2,205","6,372",75,"3,664","2,579","-2,961"
,6月,,Jun,"2,828",19,"3,725","68,596","64,871","-3,706","3,828","-1,019",-262,-369,"2,070","23,440","2,497","-30,522","2,145","-2,935"
,7月,,Jul,"13,773",837,"4,518","73,143","68,625","-3,681","14,535","-1,599",-134,"12,203","7,239","-30,663","-1,265","34,335","2,557","-1,437"
,8月,,Aug,"8,701","-2,570",73,"67,385","67,312","-2,643","12,138",-866,-195,"4,104","3,475","-29,176",204,"26,395","3,206","-4,403"
,9月,,Sep,"14,479","1,677","4,874","70,722","65,848","-3,197","13,693",-891,-858,"15,674","4,440","82,274","-1,401","-72,715","3,076","2,053"
,10月,,Oct,"8,625","-1,168","2,784","66,015","63,231","-3,952","10,974","-1,181",-94,"7,785","25,604","23,790","-10,705","-32,684","1,780",-746
,11月,,Nov,"5,046","-1,420",467,"50,683","50,215","-1,888","7,263",-797,-255,"23,877","4,329","52,852","-1,231","-35,597","3,523","19,086"
,12月,,Dec,418,"-4,843",-906,"45,995","46,901","-3,936","6,056",-795,"-1,676","9,498","19,810","97,576","-4,949","-104,487","1,549","10,756"
平成21年,1月,2009,Jan,"-2,219","-10,572","-7,187","33,063","40,250","-3,385","9,023",-671,-222,"23,351","1,832","14,954","-1,361","6,133","1,793","25,793"
,2月,,Feb,"10,443",693,"2,749","33,172","30,423","-2,056","10,140",-390,-207,"19,006","2,163","38,603","-1,230","-23,858","3,327","8,770"
,3月,,Mar,"14,527","1,541","2,225","39,346","37,121",-684,"16,168","-3,182",-550,"14,454","6,782","71,188","-1,024","-58,859","-3,632",476
,4月,,Apr,"6,433","-2,609","2,688","39,168","36,480","-5,297","10,426","-1,384",-176,"-3,012","6,429","-34,552","-1,337","26,394",54,"-9,268"
,5月,,May,"12,880","2,495","5,087","37,687","32,599","-2,592","11,531","-1,146",-352,"9,783",851,"28,447","1,327","-23,167","2,324","-2,745"
,6月,,Jun,"12,876","4,865","7,046","43,193","36,147","-2,180","8,645",-635,-209,"14,802","4,895","44,204","2,623","-37,163",243,"2,135"
,7月,,Jul,"13,425","1,515","5,342","45,535","40,193","-3,827","12,548",-638,"-1,209","12,229","7,283","-18,379","-1,034","25,732","-1,373",13
,8月,,Aug,"12,009","1,922","4,286","42,561","38,275","-2,364","10,785",-698,-518,"7,501","3,287","16,340","-1,296","-26,666","15,836","-3,990"
,9月,,Sep,"17,176","5,718","7,457","48,149","40,693","-1,739","12,203",-745,-124,"24,270","7,793","56,454",548,"-42,798","2,273","7,218"
,10月,,Oct,"15,353","6,115","10,576","50,062","39,486","-4,461","9,902",-664,-443,"5,384","8,148","-66,562","-1,811","64,234","1,376","-9,525"
,11月,,Nov,"12,363","4,404","6,093","47,503","41,411","-1,688","8,653",-694,-562,"17,684","5,581","29,555","-2,760","-17,095","2,404","5,884"
,12月,,Dec,"10,660","5,161","7,514","51,777","44,263","-2,354","6,288",-788,-80,"10,839","2,251","19,233","-2,132","-9,152",640,260
平成22年,1月,2010,Jan,"10,200",312,"2,994","46,699","43,705","-2,683","10,336",-448,-196,"10,373","-3,825","-53,018",-23,"65,507","1,733",370
,2月,,Feb,"17,227","7,330","9,020","49,154","40,134","-1,691","10,706",-809,-235,"19,938","11,780","12,237","-1,131","-3,246",297,"2,947"
,3月,,Mar,"26,950","11,210","12,147","57,580","45,433",-937,"17,847","-2,106",-780,"38,806","2,066","97,349","-1,014","-57,779","-1,816","12,636"
,4月,,Apr,"15,863","4,995","9,927","56,235","46,308","-4,932","12,164","-1,296",-237,"4,079","2,784","-66,657",-629,"66,435","2,145","-11,547"
,5月,,May,"14,892","3,971","5,255","50,692","45,437","-1,284","11,642",-722,-473,"17,861","6,377","-18,438",352,"28,661",910,"3,443"
,6月,,Jun,"13,005","6,977","9,012","56,005","46,994","-2,035","6,759",-730,17,"18,210","5,600","77,577",-802,"-68,239","4,075","5,188"
,7月,,Jul,"19,323","7,756","10,115","56,925","46,811","-2,359","12,417",-850,-551,"28,052","1,122","-3,835","-2,243","31,970","1,038","9,280"
,8月,,Aug,"13,559","1,199","3,102","49,576","46,473","-1,903","13,319",-959,-401,"20,733","6,041","46,115","-2,306","-31,911","2,794","7,575"
,9月,,Sep,"21,672","8,867","10,483","55,775","45,292","-1,616","13,592",-787,-692,"28,803","5,030","41,560","2,088","-41,062","21,187","7,823"
,10月,,Oct,"16,552","6,696","10,235","54,447","44,213","-3,539","10,693",-837,-273,"13,365","9,205","-37,617","-3,074","42,181","2,669","-2,914"
,11月,,Nov,"11,057","2,145","3,924","51,980","48,056","-1,779","9,526",-614,-313,"9,930","5,579","-12,180","-2,108","16,087","2,552",-813
,12月,,Dec,"13,529","7,115","8,946","58,846","49,899","-1,831","7,172",-759,-207,"6,947","10,751","43,920",628,"-48,693",341,"-6,375"
平成23年,1月,2011,Jan,"6,598","-4,516","-2,537","48,119","50,656","-1,979","11,821",-707,-186,"16,968","3,532","-79,218",-499,"96,778","-3,625","10,556"
,2月,,Feb,"18,112","7,082","8,277","53,844","45,567","-1,195","12,871","-1,841",-536,"14,388","6,811","-7,252","2,087","13,372",-631,"-3,188"
,3月,,Mar,"18,525","2,890","3,594","56,730","53,137",-703,"17,283","-1,648",-953,"29,075","2,450","79,596",-195,"-71,357","18,580","11,502"
,4月,,Apr,"5,004","-7,691","-3,065","49,003","52,068","-4,627","13,557",-861,-165,"-6,373","6,675","-94,758","-1,003","82,439",274,"-11,212"
,5月,,May,"6,484","-7,675","-6,753","45,626","52,379",-922,"14,933",-774,69,"8,549","6,657","-36,144","-2,297","38,155","2,178","1,995"
,6月,,Jun,"6,551",476,"2,153","55,158","53,005","-1,677","6,987",-912,50,"7,388","7,330","46,876","-2,364","-44,753",300,786
,7月,,Jul,"11,714","-1,007","2,361","55,415","53,055","-3,367","13,459",-738,13,"12,835","10,657","-37,442","-3,766","43,204",182,"1,108"
,8月,,Aug,"5,526","-8,243","-5,713","51,213","56,926","-2,530","14,460",-691,-38,"13,812","6,048","-31,907","-1,234",947,"39,958","8,324"
,9月,,Sep,"16,145","3,043","4,986","57,181","52,195","-1,943","13,744",-642,-56,"18,099","13,096","63,970","-1,477","-57,711",222,"2,010"
,10月,,Oct,"5,373","-5,281","-1,039","52,772","53,811","-4,242","11,025",-371,465,"11,087","8,124","-5,694","-2,008","8,265","2,400","5,249"
,11月,,Nov,"1,296","-6,943","-5,007","49,999","55,006","-1,936","9,198",-960,54,"7,439","13,041","-24,144",-686,"-61,533","80,761","6,090"
,12月,,Dec,"2,685","-3,237",-559,"54,591","55,149","-2,678","6,872",-950,"1,564","-6,973","8,680","-9,128",-29,"-3,796","-2,700","-11,221"
平成24年,1月,2012,Jan,"-4,378","-14,899","-12,663","43,845","56,507","-2,237","11,474",-952,540,"3,123","7,188","-16,178",-700,"13,229",-416,"6,961"
,2月,,Feb,"12,175",138,"1,874","52,725","50,852","-1,736","12,408",-371,206,"9,718","7,782","11,068",-952,"-6,141","-2,040","-2,663"
,3月,,Mar,"13,278","1,013","1,328","60,909","59,581",-315,"14,968","-2,703",-142,"8,377","2,610","72,436","2,454","-62,945","-6,178","-4,759"
,4月,,Apr,"3,772","-8,956","-3,152","54,586","57,738","-5,804","13,723",-995,60,"-3,221","8,626","-87,778","3,307","75,478","-2,854","-7,053"
,5月,,May,"3,471","-9,157","-6,806","51,128","57,934","-2,351","13,809","-1,180",-27,"5,533","10,493","7,255",570,"-10,423","-2,363","2,088"
,6月,,Jun,"4,079",-693,"2,128","54,590","52,461","-2,821","5,433",-662,188,"11,498","12,852","26,550",-272,"-20,148","-7,483","7,232"
,7月,,Jul,"6,434","-6,789","-2,584","51,523","54,108","-4,205","13,990",-766,-610,"5,721","4,935","-15,837","-3,078","19,357",345,-103
,8月,,Aug,"4,085","-8,532","-5,144","48,915","54,060","-3,387","13,285",-669,-559,"7,093","6,211","3,622","-2,088","1,107","-1,758","3,567"
,9月,,Sep,"5,159","-7,126","-3,281","51,536","54,817","-3,845","12,828",-544,-22,"3,869","7,567","35,921",-330,"-37,166","-2,125","-1,268"
,10月,,Oct,"4,028","-7,668","-2,966","50,055","53,020","-4,702","12,303",-607,-144,"5,237","10,852","-13,169",84,"6,601",869,"1,353"
,11月,,Nov,"-1,985","-9,953","-7,128","48,484","55,611","-2,826","8,737",-769,63,"-2,752","4,793","-32,390","1,078","28,733","-4,966",-829
,12月,,Dec,"-2,478","-8,206","-4,325","51,273","55,598","-3,882","6,956","-1,228",-357,"-12,271","9,681","32,935","5,830","-59,172","-1,545","-9,436"
平成25年,1月,2013,Jan,"-3,471","-16,458","-13,070","47,264","60,334","-3,389","12,323",664,"-1,269","-4,909","7,793","-73,736","9,925","49,430","1,680",-169
,2月,,Feb,"6,524","-7,198","-5,407","51,353","56,760","-1,791","14,115",-393,-215,"-5,930","4,217","-43,486","10,291","24,576","-1,527","-12,239"
,3月,,Mar,"12,877","-2,016",-738,"61,319","62,057","-1,278","17,323","-2,429",-818,"4,851","8,562","24,959","9,443","-35,908","-2,205","-7,208"
,4月,,Apr,"9,250","-12,297","-7,082","56,305","63,387","-5,215","22,620","-1,073",-94,-991,"15,606","-118,037","9,562","92,895","-1,017","-10,147"
,5月,,May,"7,083","-8,383","-8,138","56,089","64,227",-245,"16,692","-1,225","-3,011","2,251","10,023","-45,287","6,058","21,307","10,150","-1,822"
,6月,,Jun,"5,009","-2,279",165,"58,572","58,407","-2,444","7,946",-659,-371,"-10,098","9,855","1,671","2,511","-28,637","4,501","-14,735"
,7月,,Jul,"7,260","-11,259","-7,902","57,837","65,739","-3,356","19,283",-765,-718,"18,868","37,689","-1,488",939,"-26,813","8,542","12,326"
,8月,,Aug,"2,824","-10,518","-7,426","55,955","63,381","-3,093","13,861",-519,-216,"7,096","6,450","2,925","-1,209","-7,829","6,760","4,488"
,9月,,Sep,"7,389","-9,792","-7,135","57,950","65,085","-2,657","17,786",-605,-177,"8,675","6,828","49,282","3,661","-60,138","9,041","1,462"
,10月,,Oct,-162,"-14,313","-9,221","59,054","68,275","-5,092","14,989",-839,-175,"-2,724","10,420","-73,202","-1,536","61,520",74,"-2,387"
,11月,,Nov,"-4,595","-13,529","-11,048","57,051","68,099","-2,481","10,209","-1,276",-261,"-3,329","5,660","-1,829","2,904","-12,063","1,999","1,527"
,12月,,Dec,"-5,422","-14,479","-10,733","59,539","70,272","-3,746","9,830",-772,-110,"-17,847","19,358","12,576","2,968","-53,255",506,"-12,314"
平成26年,1月,2014,Jan,"-14,561","-28,131","-24,241","54,742","78,983","-3,889","14,892","-1,322",-87,"-12,750","12,491","-62,861","5,419","28,680","3,521","1,898"
,2月,,Feb,"7,409","-7,323","-5,761","59,331","65,093","-1,562","15,947","-1,215",57,"-1,670","9,655","9,011",994,"-27,135","5,805","-9,136"
,3月,,Mar,"2,445","-12,484","-11,934","64,900","76,834",-550,"19,135","-4,206",-675,"2,689","4,235","17,648",-502,"-15,701","-2,992",919
,4月,,Apr,"3,554","-14,286","-7,992","59,764","67,756","-6,293","19,917","-2,077",-89,"-1,021","23,334","-24,480","-1,575","1,867",-167,"-4,487"
,5月,,May,"6,936","-7,321","-7,052","57,093","64,146",-269,"16,344","-2,088",-150,"10,930","8,326","-1,631","1,189","3,033",13,"4,145"
,6月,,Jun,"-1,934","-7,669","-5,542","61,090","66,632","-2,127","6,231",-496,-151,"10,545","3,774","51,904","3,202","-46,693","-1,641","12,630"
,7月,,Jul,"5,482","-13,202","-8,661","62,570","71,231","-4,541","20,182","-1,498",-496,"8,859","10,849","-22,349","1,972","17,535",852,"3,873"
,8月,,Aug,"4,039","-11,193","-8,557","56,526","65,083","-2,636","16,731","-1,498",-114,"6,202","7,122","15,394",270,"-18,322","1,738","2,276"
,9月,,Sep,"10,086","-9,081","-7,192","64,777","71,969","-1,889","20,659","-1,493",-69,"18,712","4,033","38,986","4,574","-29,169",288,"8,696"
,10月,,Oct,"8,607","-9,716","-7,643","65,762","73,405","-2,073","20,336","-2,013",-138,"10,062","17,261","-36,534","3,633","24,949",753,"1,593"
,11月,,Nov,"4,524","-7,346","-6,318","63,248","69,566","-1,028","12,904","-1,034",-66,"4,651","14,468","-30,048","12,220","7,179",831,193
,12月,,Dec,"2,628","-7,237","-3,759","70,944","74,703","-3,478","10,870","-1,005",-111,"5,573","10,330","-3,372","6,249","-7,530",-104,"3,056"
平成27年,1月,2015,Jan,930,"-12,643","-8,833","63,257","72,090","-3,810","14,315",-743,-137,"-3,463","13,673","18,774","5,669","-40,626",-953,"-4,255"
,2月,,Feb,"14,660","-2,465","-1,317","60,049","61,366","-1,148","18,802","-1,677",-68,"21,836","12,669","10,107","2,776","-5,593","1,877","7,245"
,3月,,Mar,"27,519","8,042","6,478","71,324","64,846","1,564","23,197","-3,719","-1,117","49,242","8,076","34,337","6,330","1,066",-568,"22,840"
,4月,,Apr,"13,718","-6,893","-1,495","62,345","63,840","-5,398","22,665","-2,055",-66,"8,516","11,121","-47,015",-515,"45,226",-301,"-5,135"
,5月,,May,"18,814",-48,-564,"57,375","57,939",516,"20,795","-1,933",-88,"34,838","22,641","10,309","3,038","-3,033","1,884","16,113"
,6月,,Jun,"6,587",-954,"1,007","64,759","63,752","-1,961","7,865",-324,-113,"6,096","8,331","40,383","4,725","-48,190",847,-378
,7月,,Jul,"18,483","-3,346","-1,235","65,657","66,892","-2,111","23,158","-1,329",-468,"7,563","17,213","-14,457","2,035","2,528",244,"-10,452"
,8月,,Aug,"16,581","-3,617","-3,558","58,687","62,245",-59,"21,538","-1,339",-101,"18,359","14,927","49,784",-163,"-48,000","1,811","1,879"
,9月,,Sep,"14,847",-39,503,"63,752","63,250",-542,"17,309","-2,424",-83,"30,521","13,406","73,982","-3,926","-53,007",67,"15,757"
,10月,,Oct,"14,019","-2,163","1,810","63,477","61,667","-3,973","17,681","-1,499",-164,"11,220","15,846","-41,749","-1,220","38,223",119,"-2,635"
,11月,,Nov,"10,759","-3,154","-3,273","59,439","62,712",119,"15,798","-1,885",-94,"20,627","10,569","18,315",-478,"-10,519","2,740","9,962"
,12月,,Dec,"8,277",-889,"1,616","62,621","61,005","-2,505","9,908",-743,-213,"13,408","12,847","7,524","3,167","-8,613","-1,516","5,344"
平成28年,1月,2016,Jan,"6,395","-6,132","-4,344","53,884","58,228","-1,788","13,832","-1,304","-5,238","8,009","10,634","11,891",193,"-16,500","1,790","6,851"
,2月,,Feb,"24,364","5,749","3,875","56,415","52,539","1,873","20,609","-1,993",-146,"31,446","13,666","96,313","-9,247","-70,340","1,053","7,228"
,3月,,Mar,"30,112","11,346","8,658","63,351","54,692","2,688","22,037","-3,270",-234,"52,230","10,853","95,062","-3,102","-47,921","-2,663","22,351"
,4月,,Apr,"19,189","2,531","6,776","56,185","49,409","-4,245","18,644","-1,986",204,"17,882","9,494","-53,453","-4,643","66,776",-292,"-1,511"
,5月,,May,"18,828","1,175",271,"50,674","50,403",904,"20,147","-2,495",-80,"41,168","6,499","67,342","-3,133","-31,617","2,077","22,421"
,6月,,Jun,"10,973","5,968","7,498","58,418","50,920","-1,530","5,412",-406,-87,"12,908","3,282","31,037","-4,123","-14,630","-2,659","2,022"
,7月,,Jul,"20,998","4,185","6,057","55,605","49,548","-1,872","18,320","-1,507",-466,"41,864","5,821","33,127","-3,306","8,294","-2,073","21,333"
,8月,,Aug,"20,939","1,672","2,188","53,025","50,837",-516,"21,103","-1,837",-129,"33,453",102,"65,946","-4,011","-28,278",-306,"12,643"
,9月,,Sep,"19,528","5,771","6,624","58,867","52,243",-853,"15,972","-2,215",-269,"34,499","45,708","4,663","-1,596","-15,446","1,171","15,240"
,10月,,Oct,"16,455","2,457","5,669","57,636","51,967","-3,212","15,667","-1,670",-790,"9,505","15,464","32,425",-918,"-32,521","-4,946","-6,160"
,11月,,Nov,"14,716","3,863","3,361","59,458","56,097",502,"12,716","-1,863",-99,"12,714","7,029","-23,688","4,858","22,745","1,771","-1,903"
,12月,,Dec,"11,414","5,303","8,543","67,410","58,867","-3,240","7,020",-909,-99,"-9,617","20,035","-64,170","12,446","22,776",-704,"-20,931"
平成29年,1月,2017,Jan,"2,290","-10,622","-8,560","55,299","63,859","-2,062","14,008","-1,095",-236,"-12,726","12,257","-46,723","5,925","4,830","10,986","-14,780"
,2月,,Feb,"30,322","10,866","10,779","63,672","52,893",87,"21,136","-1,680",-118,"18,607","23,588","-29,235","3,748","15,988","4,519","-11,597"
,3月,,Mar,"31,121","10,914","8,657","71,777","63,119","2,257","23,588","-3,381",-315,"49,709","28,335","34,463","2,305","-11,553","-3,841","18,903"
,4月,,Apr,"20,117","2,713","5,533","61,761","56,228","-2,820","18,934","-1,530",-32,"14,639","3,722","-73,277","-4,485","85,596","3,083","-5,446"
,5月,,May,"17,778",-647,"-1,238","57,189","58,427",591,"20,489","-2,063","-1,247","21,619","17,139","49,442","2,673","-50,804","3,169","5,088"
,6月,,Jun,"10,122","4,346","5,137","63,790","58,652",-791,"6,326",-549,-74,"13,027","15,850","11,551",-143,"-13,225","-1,006","2,978"
,7月,,Jul,"24,614","3,466","5,673","63,743","58,070","-2,207","22,719","-1,570",-147,"12,316","13,318","62,946","3,719","-68,107",441,"-12,152"
,8月,,Aug,"25,112","3,537","3,297","61,852","58,554",239,"23,566","-1,990",-13,"18,356","7,042","-14,101",-62,"22,537","2,941","-6,743"
,9月,,Sep,"22,805","7,985","8,509","67,269","58,760",-524,"16,940","-2,120",-44,"21,489","17,151","1,699","1,631","-5,141","6,149","-1,272"
,10月,,Oct,"21,894","4,047","4,207","65,708","61,501",-160,"19,460","-1,614",-171,"-6,042","8,932","-21,532","5,148","1,736",-327,"-27,764"
,11月,,Nov,"13,707","2,275","1,914","67,796","65,883",361,"13,545","-2,113",-217,"18,157","6,937","-19,348","5,905","26,035","-1,372","4,667"
,12月,,Dec,"7,897","3,328","5,205","72,680","67,475","-1,877","6,135","-1,565",-187,"18,962","19,846","-12,396","8,159","1,577","1,776","11,252"
平成30年,1月,2018,Jan,"6,289","-8,247","-6,705","62,250","68,955","-1,542","15,674","-1,138",-260,"12,693","20,113","49,925","1,973","-64,478","5,160","6,665"
,2月,,Feb,"21,570","3,554","1,980","64,273","62,293","1,574","19,843","-1,827",-123,"17,495","9,288","-14,988","-3,980","23,355","3,820","-3,952"
,3月,,Mar,"32,091","14,042","11,826","74,491","62,665","2,216","21,701","-3,653",-541,"45,462","7,867","49,151","-1,938","-8,493","-1,125","13,913"
,4月,,Apr,"19,172","1,107","5,652","66,318","60,666","-4,545","19,807","-1,741",26,"13,129","11,003","-17,235","-2,006","22,487","-1,121","-6,070"
,5月,,May,"19,221","-3,182","-3,127","63,150","66,276",-55,"24,369","-1,966",-223,"32,877","5,797","19,574","2,337","1,470","3,700","13,879"
,6月,,Jun,"11,864","6,283","8,135","69,763","61,627","-1,852","6,162",-581,-457,"6,762","16,176","-16,875","1,790",-276,"5,946","-4,646"
,7月,,Jul,"20,233","-1,802",-105,"67,666","67,771","-1,697","23,719","-1,684",-142,"-7,861","11,213","29,625","1,674","-52,196","1,823","-27,952"
,8月,,Aug,"18,097","-2,438","-2,508","66,512","69,021",70,"22,758","-2,223",-8,"20,080","13,832","-2,685","1,509","3,925","3,498","1,991"
,9月,,Sep,"19,801","2,834","3,232","66,714","63,482",-398,"18,485","-1,518",-78,"32,903","12,652","70,023",780,"-57,741","7,188","13,179"
,10月,,Oct,"13,286","-6,096","-3,299","70,970","74,269","-2,797","21,192","-1,810",-143,"15,447","7,853",-642,903,"7,889",-556,"2,304"
,11月,,Nov,"8,927","-5,127","-5,379","69,489","74,868",252,"15,312","-1,258",-86,"11,477","23,124","-49,648",513,"36,188","1,300","2,636"
,12月,,Dec,"4,496",124,"1,562","70,667","69,106","-1,438","5,005",-633,-70,898,"10,176","-15,698","-2,315","11,742","-3,006","-3,527"
平成31年,1月,2019,Jan,"4,956","-12,587","-10,055","57,925","67,980","-2,532","18,238",-695,52,"29,903","70,638","-4,806","-3,774","-36,153","3,998","24,895"
,2月,,Feb,"25,403","5,542","4,743","62,912","58,168",799,"20,490",-630,-261,"32,894","10,665","3,257",-305,"10,527","8,750","7,752"
,3月,,Mar,"28,380","8,827","6,806","70,401","63,595","2,021","22,167","-2,614",-259,"27,704","14,409","54,539",192,"-43,376","1,941",-416
,4月,,Apr,"16,540","-5,457","-1,428","63,525","64,953","-4,029","21,938",59,-42,286,"19,112","-48,849","3,179","22,524","4,320","-16,211"
令和元年,5月,,May,"16,348","-5,761","-6,956","58,800","65,756","1,196","23,547","-1,439",-309,"38,487","16,997","-22,057",-963,"39,320","5,189","22,449"
,6月,,Jun,"10,994","6,261","7,215","64,136","56,921",-954,"5,026",-293,-595,"22,077","15,964","68,402","-1,809","-61,199",718,"11,678"
,7月,,Jul,"20,395","-2,935","-1,072","64,761","65,833","-1,863","24,175",-845,-806,"20,436","13,230","16,345",-414,"-9,585",859,847
,8月,,Aug,"20,309",-916,108,"60,473","60,365","-1,024","23,042","-1,816","-1,018","20,619","22,138","-16,950","-3,082","16,954","1,559","1,328"
,9月,,Sep,"14,148","-2,064",-261,"62,057","62,318","-1,803","18,641","-2,429",-162,"34,026","6,859","94,278",-812,"-66,101",-197,"20,041"
,10月,,Oct,"17,168",62,"2,114","65,176","63,063","-2,052","18,282","-1,176",-454,"14,479","10,548","-29,141",106,"37,408","-4,442","-2,235"
,11月,,Nov,"12,344",-644,-377,"62,367","62,744",-267,"14,595","-1,606",-221,"5,661","14,165","-32,322","5,704","16,604","1,510","-6,462"
,12月,,Dec,"5,528",355,667,"65,221","64,554",-312,"5,390",-216,-54,"2,050","23,866","10,969","5,676","-42,294","3,834","-3,423"
令和2年,1月,2020,Jan,"4,826","-12,698","-10,370","55,055","65,425","-2,328","18,474",-950,-70,"9,227","17,923","-33,517","1,294","16,274","7,254","4,472"
,2月,,Feb,"29,742","10,490","13,120","62,891","49,771","-2,630","20,627","-1,374",-199,"24,495","11,102","30,015",232,"-24,295","7,442","-5,048"
,3月,,Mar,"18,370",-241,995,"62,233","61,238","-1,235","21,342","-2,731",-672,"12,723","18,324","186,017","-12,459","-171,884","-7,275","-4,975"
,4月,,Apr,16,"-17,647","-9,665","49,153","58,817","-7,982","18,733","-1,070",-114,"7,683","18,500","-13,487","2,518","1,144",-991,"7,781"
,5月,,May,"9,215","-7,875","-5,332","42,053","47,385","-2,543","19,213","-2,122",-37,"6,452","9,325","-36,533",-529,"26,390","7,799","-2,726"
,6月,,Jun,-302,"-3,043",-486,"48,088","48,574","-2,557","3,011",-270,-64,"2,566","-20,639","47,728","5,543","-31,485","1,419","2,933"
,7月,,Jul,"13,798","-2,788","1,526","52,589","51,063","-4,313","17,601","-1,015",-414,"18,850","17,413","-125,968",-318,"127,105",618,"5,466"
,8月,,Aug,"19,530",838,"3,827","51,174","47,348","-2,989","21,165","-2,473",-93,"6,274","4,288","61,576","-1,412","-56,855","-1,323","-13,163"
,9月,,Sep,"15,646","7,343","9,177","59,616","50,438","-1,834","15,668","-7,365",-62,"18,986",-774,"9,702",-115,"12,700","-2,527","3,402"
,10月,,Oct,"19,737","5,741","9,432","63,504","54,072","-3,691","16,406","-2,410",-244,"6,196","6,177","-88,333",141,"88,789",-579,"-13,297"
,11月,,Nov,"17,726","4,507","6,013","60,549","54,536","-1,506","16,039","-2,820",21,"11,058","3,224","59,520","1,534","-51,909","-1,311","-6,688"
,12月,,Dec,"11,611","6,599","9,541","65,724","56,183","-2,942","6,109","-1,097",-122,"16,740","9,035","-52,804","11,571","47,485","1,453","5,250"
令和3年,1月,2021,Jan,"6,174","-5,757","-1,392","57,093","58,485","-4,365","14,077","-2,146",-132,"9,482","17,624","-62,166",203,"51,151","2,669","3,440"
,2月,,Feb,"29,893","4,820","5,257","60,981","55,724",-437,"26,694","-1,622",-396,"14,672","10,723","-18,778","2,460","14,493","5,773","-14,825"
,3月,,Mar,"26,299","9,832","9,954","73,111","63,157",-122,"19,878","-3,411",-432,"14,075","14,955","66,246","5,668","-72,598",-196,"-11,792"
,4月,,Apr,"17,723","-7,036","2,744","68,426","65,681","-9,781","26,575","-1,816",34,"12,858","28,170","-2,321","3,514","-16,420",-86,"-4,898"
,5月,,May,"24,324","-2,699",74,"62,043","61,969","-2,774","29,095","-2,072",-19,"29,052","15,896","-6,735","3,598","13,742","2,551","4,748"
,6月,,Jun,"13,383","3,047","6,462","71,397","64,935","-3,415","11,140",-804,-362,596,"4,470","-42,804","3,720","34,592",619,"-12,425"
,7月,,Jul,"23,326",-226,"6,085","72,417","66,332","-6,311","25,838","-2,286",-50,"12,750","24,510","-84,469","-1,782","74,847",-356,"-10,526"
,8月,,Aug,"21,171","-5,608","-3,742","65,199","68,941","-1,866","28,671","-1,891",-116,"28,934","21,551","19,411",-45,"-61,118","49,136","7,879"
,9月,,Sep,"16,347","-4,586","-2,361","69,200","71,561","-2,225","23,213","-2,280","-1,877","23,083","6,890","62,917","4,065","-50,041",-748,"8,614"
,10月,,Oct,"17,075","-4,354","1,741","70,915","69,174","-6,095","23,295","-1,866",-54,"6,636","8,421","-66,081",751,"62,764",780,"-10,384"
,11月,,Nov,"15,566","-6,041","-4,013","74,780","78,792","-2,028","23,998","-2,392",-206,"10,829","16,519","-65,786","3,717","50,888","5,492","-4,530"
,12月,,Dec,"3,388","-6,225","-3,187","77,966","81,153","-3,038","10,618","-1,004",-621,"4,712","22,002","-18,608","-4,184","2,239","3,264","1,945"
令和4年,1月,2022,Jan,"-6,603","-23,930","-15,675","66,103","81,778","-8,255","18,662","-1,335",-93,"18,408","7,673","16,664","1,020","-4,039","-2,909","25,104"
,2月,,Feb,"22,603","-4,066","-1,913","73,191","75,104","-2,153","29,280","-2,612",65,"17,563","11,073","-28,611","3,158","27,920","4,023","-5,104"
,3月,,Mar,"32,918","-2,254","-1,260","84,862","86,122",-994,"39,333","-4,161",-407,"14,874","9,269","55,970",-657,"-49,953",245,"-17,637"
,4月,,Apr,"10,602","-16,538","-6,628","80,135","86,764","-9,909","29,273","-2,134","-1,049",-153,"11,591","-73,093","3,375","58,807",-834,"-9,706"
,5月,,May,"7,557","-21,114","-19,183","74,621","93,804","-1,930","30,799","-2,128",-44,641,"12,418","-42,696","10,224","16,174","4,521","-6,872"
,6月,,Jun,"4,837","-13,543","-10,944","85,930","96,874","-2,599","18,300",80,"1,358",35,"22,492","-1,399","13,380","-31,977","-2,461","-6,161"
