,Date,Value,Series_Code,Series_Name,Unit,Frequency
219,201911,3850.4226845,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
220,201912,-7293.82523067,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
221,202001,11033.51498669,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
222,202002,34575.2188725,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
223,202003,-55660.13082859,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
224,202004,-1703.71492752,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
225,202005,6026.66356599,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
226,202006,-28490.37037548,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
227,202007,28511.85359674,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
228,202008,-14203.40030972,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
229,202009,20794.2036427,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
230,202010,15585.46900399,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
231,202011,8648.74422659,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
232,202012,-21555.73228762,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
233,202101,9270.05648114,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
234,202102,-9146.9752841,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
235,202103,-4395.26816047,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
236,202104,19891.72749191,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
237,202105,17048.33534493,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
238,202106,20815.62563971,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
239,202107,49685.83380177,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
240,202108,21057.38463568,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
241,202109,-5070.9605416,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
242,202110,-3693.38957327,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
243,202111,29117.9462239,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
244,202112,35415.89291182,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
245,202201,-907.61121147,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
246,202202,1713.02572559,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
247,202203,-26555.00501486,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
248,202204,7159.87846443,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
249,202205,8176.28794647,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
250,202206,-39347.86760074,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
251,202207,43397.16102095,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
252,202208,20034.27408193,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
253,202209,-47884.13622211,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
254,202210,-30113.08431322,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
255,202211,11372.31856513,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
256,202212,-57094.45482484,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
257,202301,-36356.90413644,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
258,202302,10600.62751818,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
259,202303,27745.33690006,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
260,202304,22953.02140703,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
261,202305,6383.3156461,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
262,202306,-8392.92688919,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
263,202307,-19627.98199918,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
264,202308,-2993.46812405,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
265,202309,-30540.72827994,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
266,202310,-21046.34636877,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
267,202311,17044.41534849,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
268,202312,-16424.56864172,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
269,202401,19783.9813865,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
270,202402,6831.02966,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
271,202403,-8842.33655237,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
272,202404,-10748.84538578,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
273,202405,191.41449329,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
274,202406,-19076.99762094,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
275,202407,22508.59317685,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
276,202408,17261.3793268,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
277,202409,1128.84835529,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
278,202410,2971.89162994,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
279,202411,1611.58222678,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
280,202412,-8863.55494148,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
281,202501,19665.94332615,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
282,202502,14991.81728538,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
283,202503,31154.5405855,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
284,202504,53923.04817944,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
285,202505,-3238.65127921,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
286,202506,21772.21759362,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
287,202507,36986.35395492,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
288,202508,4977.95045952,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
289,202509,538.04120673,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
290,202510,9455.78724358,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
291,202511,18564.48300931,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
292,202512,4464.35911056,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
293,202601,52916.59113447,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
294,202602,30011.89710479,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
295,202603,18502.70445362,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
296,202604,43618.35520785,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
297,202605,5979.02197251,BPPI6E3N5,Portfolio Investment Liabilities/Long-term debt securities/Net,100 million Yen,MONTHLY
298,201401,44348.38488,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
299,201402,-12250.0416484,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
300,201403,-27364.92415288,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
301,201404,18908.33754694,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
302,201405,20319.3385706,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
303,201406,-21482.95866296,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
304,201407,26788.79019362,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
305,201408,-5167.77934,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
306,201409,-46285.77107131,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
307,201410,22350.83242848,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
308,201411,10243.33163456,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
309,201412,-20052.3193331,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
310,201501,25420.11437,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
311,201502,9539.32353,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
312,201503,-346.8562796,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
313,201504,14150.3185852,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
314,201505,22371.81531364,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
315,201506,-43848.25159068,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
316,201507,25512.17644741,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
317,201508,-17307.63013533,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
318,201509,10742.0548232,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
319,201510,41558.5852092,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
320,201511,-8091.2076461,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
321,201512,17583.89361,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
322,201601,12315.95264788,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
323,201602,-31999.970415,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
324,201603,1253.01198448,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
325,201604,6776.7535376,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
326,201605,-44222.3261147,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
327,201606,10184.38675,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
328,201607,23200.89067504,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
329,201608,-37088.97291986,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
330,201609,23317.820396,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
331,201610,-17221.05322968,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
332,201611,26469.95912088,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
333,201612,21154.26587852,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
334,201701,23001.815479,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
335,201702,3408.3070006,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
336,201703,-18113.65407172,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
337,201704,13492.164908,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
338,201705,-28724.87508137,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
339,201706,16989.14249799,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
340,201707,-26966.09311584,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
341,201708,24998.9060268,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
342,201709,6863.44838384,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
343,201710,-18953.91477851,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
344,201711,21909.69758034,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
345,201712,26134.32315788,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
346,201801,-13130.02012724,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
347,201802,-6719.21715896,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
348,201803,9073.65894484,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
349,201804,15303.48467629,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
350,201805,-17418.5743258,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
351,201806,44192.7170378,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
352,201807,-31607.3470397,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
353,201808,34316.14521966,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
354,201809,22068.08792144,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
355,201810,-20989.87967506,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
356,201811,40676.96102494,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
357,201812,5079.1641496,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
358,201901,-24818.7442551,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
359,201902,4138.1082689,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
360,201903,2890.32877019,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
361,201904,-15357.95893632,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
362,201905,30037.8688371,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
363,201906,-22853.84863692,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
364,201907,-30876.69009448,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
365,201908,40250.78049234,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
366,201909,-45576.65949612,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
367,201910,5749.42791392,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
368,201911,20609.89199358,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
369,201912,-13187.41526104,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
370,202001,43781.06928711,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
371,202002,-13643.603503,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
372,202003,-30410.0717676,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
373,202004,-3251.74879572,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
374,202005,43788.8544196,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
375,202006,31858.29885696,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
376,202007,62171.11324,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
377,202008,-19104.02002174,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
378,202009,-15085.32229184,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
379,202010,77451.60531085,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
380,202011,-41202.082518,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
381,202012,75991.5290948,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
382,202101,69104.74184,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
383,202102,-4354.721914,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
384,202103,-58332.6201738,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
385,202104,-47313.24957812,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
386,202105,-9575.29749,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
387,202106,23366.7344852,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
388,202107,17067.2496752,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
389,202108,-42790.516458,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
390,202109,-270.602606,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
391,202110,51918.580278,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
392,202111,27087.39179,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
393,202112,-13541.7902536,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
394,202201,-11614.7778108,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
395,202202,5329.64358,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
396,202203,-37071.741359,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
397,202204,4113.51536592,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
398,202205,34807.8234167,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
399,202206,20282.6903883,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
400,202207,58702.1281448,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
401,202208,-25079.30210125,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
402,202209,5241.18951768,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
403,202210,-14777.98228635,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
404,202211,-431.3130016,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
405,202212,41321.67804715,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
406,202301,-29911.7454622,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
407,202302,25706.13752582,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
408,202303,-6040.22809088,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
409,202304,-22682.4227413,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
410,202305,-4328.59989535,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
411,202306,37508.28081096,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
412,202307,-48744.01092914,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
413,202308,-62704.26228155,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
414,202309,24308.21630272,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
415,202310,-26884.58454,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
416,202311,13245.77084,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
417,202312,15483.57998448,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
418,202401,8921.66793391,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
419,202402,22186.57839819,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
420,202403,19026.7191935,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
421,202404,-54747.52635268,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
422,202405,7156.64417076,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
423,202406,-34312.46667552,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
424,202407,-89681.03564176,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
425,202408,-23158.11098704,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
426,202409,-16425.2577623,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
427,202410,23910.6283555,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
428,202411,6649.34629492,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
429,202412,-36812.29571734,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
430,202501,37042.61379992,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
431,202502,-15661.7342524,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
432,202503,-44798.1748999,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
433,202504,34188.89535272,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
434,202505,1166.2008591,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
435,202506,-11730.93446224,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
436,202507,4713.09976203,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
437,202508,10648.8246112,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
438,202509,-28395.1243516,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
439,202510,52722.6052261,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
440,202511,-8446.79527975,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
441,202512,-18748.49290016,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
442,202601,27092.21555445,BPPI6E4N5,Portfolio Investment Liabilities/Short-term debt securities/Net,100 million Yen,MONTHLY
