,,,,Total（a+b+c+ｄ),,,中央銀行,,,預金取扱機関,,,,,,,,,一般政府,,,その他部門,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Central bank (a),,,"Deposit-taking corporations,",,,銀行等（銀行勘定）,,,信託銀行（銀行勘定）,,,General government (c),,,Other sectors （d),,,その他金融機関,,,,,,,,,,,,,,,,,,,,,その他,,
,,,,,,,,,,except the central bank(b),,,Banks（banking accounts),,,Trust banks(banking accounts）,,,,,,,,,Other financial corporations,,,銀行等（信託勘定）,,,信託銀行（信託勘定）,,,金融商品取引業者,,,生命保険会社,,,損害保険会社,,,投資信託委託会社等,,,Others,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banks（trust accounts）,,,Trust banks（trust accounts）,,,Financial instruments firms,,,Life insurance companies,,,Non-life insurance companies,,,Investment trust management companies,,,,,
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net
,2月,,Feb,"393,851","418,026","-24,175",          --,          --,          --,"45,361","82,642","-37,281","35,902","75,411","-39,509","9,459","7,231","2,228",28,7,21,"348,462","335,377","13,085","343,229","324,270","18,959",          --,56,-56,"52,879","39,440","13,439","202,048","192,365","9,683","41,218","38,621","2,597",805,539,266,"46,278","53,247","-6,969","5,233","11,108","-5,874"
,3月,,Mar,"423,646","412,522","11,124",          --,          --,          --,"58,990","63,223","-4,233","53,183","55,862","-2,679","5,807","7,361","-1,554",28,109,-81,"364,629","349,190","15,439","359,690","337,658","22,032",2,13,-11,"51,792","43,873","7,920","217,034","200,923","16,112","45,299","37,653","7,646","1,227","1,512",-286,"44,336","53,685","-9,349","4,939","11,531","-6,593"
,4月,,Apr,"400,549","363,031","37,517",          --,          --,          --,"51,039","48,555","2,485","44,253","42,535","1,718","6,787","6,019",767,20,4,16,"349,489","314,473","35,016","343,483","307,371","36,112",          --,9,-9,"54,731","40,855","13,876","202,643","191,595","11,048","48,196","35,618","12,578",983,617,366,"36,929","38,676","-1,747","6,006","7,102","-1,096"
,5月,,May,"402,333","407,008","-4,675",          --,          --,          --,"44,627","66,252","-21,625","39,122","57,982","-18,860","5,505","8,270","-2,765",18,17,2,"357,687","340,740","16,948","353,570","331,425","22,145",31,72,-41,"51,825","43,082","8,743","216,538","207,585","8,953","43,103","40,936","2,167",312,336,-24,"41,760","39,414","2,347","4,118","9,315","-5,197"
,6月,,Jun,"402,758","380,594","22,164",          --,          --,          --,"75,753","63,054","12,700","65,519","54,799","10,720","10,234","8,255","1,979",183,3,180,"326,822","317,537","9,284","323,209","307,152","16,057",2,72,-70,"46,384","40,853","5,531","205,374","196,899","8,475","27,605","30,762","-3,157",243,604,-361,"43,600","37,962","5,639","3,613","10,385","-6,772"
,7月,,Jul,"393,928","369,945","23,982",          --,          --,          --,"60,555","49,810","10,745","48,811","43,420","5,391","11,744","6,390","5,354",15,8,6,"333,359","320,127","13,231","329,132","311,311","17,821",15,30,-15,"36,395","35,257","1,138","219,917","208,056","11,862","34,941","34,835",107,766,318,448,"37,097","32,816","4,282","4,227","8,816","-4,590"
,8月,,Aug,"429,226","415,731","13,495",          --,          --,          --,"53,332","56,727","-3,395","46,700","48,165","-1,465","6,632","8,562","-1,930",17,9,8,"375,876","358,994","16,882","372,041","351,025","21,016",18,21,-3,"41,758","37,525","4,234","254,524","247,034","7,491","31,323","27,611","3,712",428,186,242,"43,989","38,649","5,341","3,836","7,969","-4,134"
,9月,,Sep,"435,195","375,066","60,128",          --,          --,          --,"67,433","28,013","39,420","62,728","22,947","39,781","4,705","5,066",-361,192,21,171,"367,570","347,033","20,537","363,741","336,482","27,260",          --,33,-33,"37,927","36,541","1,386","255,680","245,750","9,931","30,025","22,228","7,797",487,388,99,"39,622","31,541","8,081","3,829","10,551","-6,722"
,10月,,Oct,"503,294","495,183","8,112",          --,          --,          --,"47,988","57,505","-9,517","42,933","50,806","-7,873","5,054","6,699","-1,644",16,14,2,"455,291","437,664","17,626","449,388","427,447","21,941",5,23,-18,"51,603","49,076","2,528","317,657","306,545","11,112","32,827","33,443",-617,859,552,307,"46,437","37,808","8,629","5,903","10,217","-4,315"
,11月,,Nov,"502,086","477,402","24,684",          --,          --,          --,"55,686","52,081","3,605","49,246","47,594","1,652","6,440","4,487","1,953",6,1,5,"446,394","425,320","21,073","442,679","418,491","24,188",78,68,9,"49,047","35,920","13,127","327,982","318,980","9,002","24,786","26,091","-1,305",524,754,-230,"40,262","36,678","3,584","3,715","6,829","-3,115"
,12月,,Dec,"368,664","369,220",-556,          --,          --,          --,"59,401","59,969",-568,"51,216","53,051","-1,835","8,185","6,917","1,268",31,8,23,"309,232","309,244",-12,"305,659","301,794","3,865",          --,51,-51,"42,463","35,027","7,436","212,086","203,288","8,798","21,272","20,280",992,764,964,-200,"29,074","42,184","-13,110","3,573","7,450","-3,877"
平成31年,1月,2019,Jan,"494,290","481,887","12,403",          --,          --,          --,"66,410","53,705","12,705","58,894","46,713","12,181","7,516","6,992",524,38,2,36,"427,842","428,180",-338,"424,975","419,122","5,853",          --,349,-349,"41,893","36,949","4,943","317,856","314,538","3,318","32,233","30,231","2,002",314,261,54,"32,680","36,794","-4,114","2,867","9,058","-6,192"
,2月,,Feb,"399,274","375,674","23,600",          --,          --,          --,"65,772","47,820","17,952","56,271","40,793","15,478","9,501","7,027","2,474",8,8,0,"333,494","327,846","5,648","330,493","318,953","11,541",3,12,-10,"38,946","36,175","2,771","224,709","216,041","8,667","31,092","27,859","3,233",557,397,160,"35,188","38,469","-3,281","3,000","8,893","-5,893"
,3月,,Mar,"633,505","596,723","36,782",          --,          --,          --,"114,955","95,456","19,499","109,572","83,828","25,743","5,383","11,627","-6,245",32,7,25,"518,518","501,260","17,258","514,260","491,351","22,909",218,24,194,"46,579","45,246","1,333","381,717","373,525","8,192","33,828","30,103","3,724","1,081","2,287","-1,206","50,838","40,166","10,672","4,259","9,909","-5,651"
,4月,,Apr,"542,862","552,664","-9,802",          --,          --,          --,"91,752","104,614","-12,862","86,047","99,645","-13,598","5,704","4,968",736,11,5,6,"451,099","448,046","3,053","447,855","438,196","9,658",          --,14,-14,"44,669","38,630","6,039","336,130","338,307","-2,177","28,000","21,731","6,269",720,680,40,"38,336","38,835",-499,"3,244","9,849","-6,605"
令和元年,5月,,May,"566,410","542,075","24,335",          --,          --,          --,"93,175","94,058",-883,"84,852","86,281","-1,429","8,323","7,777",546,          --,2,-2,"473,235","448,015","25,221","468,582","435,265","33,317",89,12,77,"50,674","42,249","8,425","348,107","337,210","10,897","30,178","22,727","7,451",766,330,435,"38,768","32,737","6,031","4,653","12,750","-8,096"
,6月,,Jun,"590,716","554,820","35,897",          --,          --,          --,"120,222","115,448","4,775","111,812","107,608","4,203","8,411","7,839",571,35,7,28,"470,459","439,365","31,094","465,578","428,176","37,402",2,18,-16,"44,974","41,920","3,053","337,788","319,949","17,839","41,102","26,558","14,543",226,480,-253,"41,486","39,251","2,236","4,881","11,189","-6,308"
,7月,,Jul,"601,780","576,207","25,573",          --,          --,          --,"91,992","73,906","18,087","85,535","68,930","16,604","6,458","4,975","1,483",174,174,1,"509,613","502,128","7,485","503,831","491,790","12,041",17,22,-5,"38,368","35,493","2,875","400,330","390,506","9,824","29,902","29,176",726,618,669,-51,"34,595","35,923","-1,328","5,783","10,338","-4,556"
,8月,,Aug,"571,382","550,907","20,475",          --,          --,          --,"98,599","96,961","1,639","88,634","86,161","2,473","9,965","10,800",-834,3,20,-17,"472,779","453,926","18,853","468,078","446,100","21,978",342,16,326,"50,418","40,369","10,049","350,588","344,517","6,071","28,735","26,540","2,195",130,245,-115,"37,865","34,413","3,452","4,701","7,827","-3,125"
,9月,,Sep,"576,333","556,868","19,464",          --,          --,          --,"75,850","69,292","6,558","69,537","62,523","7,014","6,313","6,769",-456,14,3,11,"500,469","487,573","12,896","495,574","478,766","16,808",4,16,-12,"45,209","42,919","2,290","381,910","376,625","5,285","27,623","25,155","2,468",460,620,-161,"40,368","33,431","6,937","4,895","8,807","-3,912"
,10月,,Oct,"495,084","478,791","16,293",          --,          --,          --,"68,208","69,708","-1,500","60,257","64,523","-4,266","7,951","5,185","2,766",43,2,42,"426,833","409,082","17,752","422,781","400,672","22,109",          --,3,-3,"41,729","35,565","6,164","306,802","301,311","5,491","32,446","23,769","8,677",282,273,8,"41,523","39,750","1,772","4,052","8,410","-4,358"
,11月,,Nov,"456,507","451,481","5,026",          --,          --,          --,"58,618","60,518","-1,900","52,467","55,482","-3,016","6,151","5,035","1,116",21,9,12,"397,868","390,954","6,914","394,371","379,602","14,769",          --,17,-17,"47,996","46,257","1,739","280,085","271,675","8,410","27,792","28,307",-515,246,530,-285,"38,251","32,815","5,436","3,497","11,351","-7,855"
,12月,,Dec,"413,560","421,972","-8,412",          --,          --,          --,"45,613","42,252","3,361","43,461","37,584","5,877","2,152","4,668","-2,516",3,50,-47,"367,945","379,670","-11,725","363,517","363,146",371,3,15,-12,"35,697","36,932","-1,236","272,461","269,614","2,847","19,905","23,930","-4,025",653,996,-343,"34,798","31,660","3,138","4,427","16,523","-12,096"
令和2年,1月,2020,Jan,"502,468","485,172","17,296",          --,          --,          --,"58,090","66,896","-8,806","51,393","64,092","-12,699","6,697","2,803","3,894",16,25,-9,"444,362","418,252","26,110","439,425","404,952","34,473",          --,1,-1,"52,635","33,056","19,579","321,266","310,754","10,512","23,442","26,621","-3,179",350,839,-489,"41,732","33,680","8,052","4,937","13,301","-8,363"
,2月,,Feb,"522,540","478,793","43,747",          --,          --,          --,"103,285","92,624","10,662","94,097","84,657","9,440","9,188","7,967","1,222",11,86,-75,"419,243","386,083","33,161","407,981","373,411","34,570",5,3,2,"67,215","45,134","22,081","276,362","266,328","10,034","20,765","21,504",-738,289,305,-16,"43,345","40,137","3,208","11,262","12,672","-1,410"
,3月,,Mar,"690,895","639,299","51,596",          --,          --,          --,"181,597","133,548","48,048","170,571","115,863","54,708","11,026","17,686","-6,660",159,30,129,"509,139","505,721","3,418","497,373","491,939","5,434",          --,218,-218,"65,965","56,643","9,322","333,944","324,696","9,248","40,810","46,764","-5,954","1,308","1,383",-75,"55,346","62,234","-6,888","11,766","13,782","-2,016"
,4月,,Apr,"458,254","476,055","-17,801",          --,          --,          --,"69,032","100,133","-31,101","63,553","95,676","-32,123","5,478","4,457","1,022",12,74,-62,"389,210","375,847","13,362","384,260","366,599","17,661",          --,0,0,"65,597","65,580",17,"241,554","237,324","4,230","35,805","27,994","7,811",489,197,292,"40,815","35,505","5,310","4,950","9,249","-4,299"
,5月,,May,"410,393","402,261","8,132",          --,          --,          --,"73,292","91,313","-18,021","68,762","87,818","-19,056","4,530","3,495","1,035",1,16,-15,"337,100","310,932","26,168","321,787","301,449","20,338",          --,3,-3,"59,044","52,940","6,104","198,049","195,689","2,360","23,265","18,057","5,208",185,"1,073",-888,"41,243","33,687","7,556","15,313","9,483","5,830"
,6月,,Jun,"588,854","550,170","38,684",          --,          --,          --,"91,956","70,729","21,227","85,003","62,516","22,486","6,953","8,213","-1,260",5,16,-11,"496,892","479,424","17,468","485,501","453,437","32,065",84,4,80,"61,168","51,585","9,583","345,655","336,722","8,933","33,453","26,235","7,218",560,524,36,"44,582","38,367","6,215","11,391","25,988","-14,597"
,7月,,Jul,"512,752","552,187","-39,436",          --,          --,          --,"75,679","122,762","-47,083","63,556","114,852","-51,296","12,123","7,910","4,213",36,145,-109,"437,036","429,280","7,756","403,708","390,836","12,872",          --,3,-3,"60,785","62,680","-1,895","273,870","272,219","1,651","24,337","21,784","2,553","1,048",192,856,"43,668","33,958","9,709","33,328","38,444","-5,116"
,8月,,Aug,"431,854","404,505","27,350",          --,          --,          --,"71,900","73,658","-1,757","65,811","66,813","-1,001","6,089","6,845",-756,7,27,-20,"359,947","330,820","29,127","352,402","318,805","33,597",128,326,-199,"69,278","54,933","14,345","211,554","199,701","11,853","29,775","28,645","1,130",384,439,-55,"41,283","34,761","6,522","7,545","12,016","-4,471"
,9月,,Sep,"473,582","480,559","-6,977",          --,          --,          --,"48,407","57,353","-8,946","44,677","50,412","-5,735","3,731","6,941","-3,211",1,41,-39,"425,174","423,166","2,007","416,487","404,395","12,093",          --,2,-2,"64,886","61,013","3,873","288,860","280,274","8,586","21,385","29,709","-8,324",315,685,-370,"41,042","32,712","8,329","8,686","18,772","-10,085"
,10月,,Oct,"602,136","580,455","21,681",          --,          --,          --,"81,120","76,792","4,328","77,905","72,524","5,381","3,215","4,268","-1,053",4,11,-7,"521,011","503,653","17,359","513,816","490,536","23,280",          --,2,-2,"55,702","43,940","11,762","389,004","382,242","6,763","23,762","25,045","-1,283",259,357,-98,"45,089","38,950","6,138","7,195","13,116","-5,921"
,11月,,Nov,"533,329","506,398","26,931",          --,          --,          --,"78,769","59,164","19,604","71,809","53,055","18,754","6,960","6,109",850,11,26,-15,"454,550","447,208","7,342","447,319","431,061","16,258",          --,4,-4,"85,001","81,196","3,805","292,526","284,365","8,161","23,879","23,639",241,588,151,437,"45,325","41,707","3,618","7,231","16,147","-8,916"
,12月,,Dec,"446,352","445,092","1,260",          --,          --,          --,"73,915","79,780","-5,865","69,373","75,344","-5,971","4,542","4,436",106,22,105,-83,"372,415","365,206","7,208","363,169","345,390","17,779",          --,11,-11,"93,602","85,224","8,378","204,213","195,772","8,441","21,456","24,182","-2,726",559,190,369,"43,339","40,010","3,329","9,246","19,817","-10,571"
令和3年,1月,2021,Jan,"548,357","524,819","23,539",          --,          --,          --,"86,056","70,447","15,609","82,288","64,679","17,609","3,768","5,769","-2,001",6,14,-8,"462,295","454,357","7,937","452,820","435,567","17,253",          --,28,-28,"80,999","79,401","1,598","302,735","293,123","9,612","21,038","23,177","-2,140",585,411,175,"47,462","39,426","8,036","9,475","18,790","-9,316"
,2月,,Feb,"546,099","576,880","-30,782",          --,          --,          --,"81,636","98,397","-16,760","72,619","89,278","-16,659","9,017","9,118",-101,15,84,-69,"464,448","478,400","-13,952","455,795","458,499","-2,703",          --,13,-13,"86,730","96,768","-10,037","301,224","294,394","6,830","20,799","25,483","-4,684",413,200,214,"46,628","41,641","4,987","8,652","19,901","-11,249"
,3月,,Mar,"640,312","642,750","-2,439",          --,          --,          --,"86,131","89,893","-3,763","75,513","81,564","-6,051","10,617","8,329","2,288",9,144,-135,"554,172","552,713","1,459","544,287","535,198","9,090",          --,41,-41,"98,650","96,652","1,998","362,116","353,715","8,402","28,799","32,530","-3,731",590,"1,243",-653,"54,132","51,017","3,115","9,885","17,516","-7,631"
,4月,,Apr,"520,995","530,173","-9,177",          --,          --,          --,"63,653","63,788",-135,"57,316","59,036","-1,720","6,337","4,752","1,585",110,13,97,"457,232","466,371","-9,140","451,368","454,028","-2,661",105,1,104,"68,748","84,370","-15,622","311,415","304,252","7,163","22,651","18,735","3,916",409,503,-94,"48,039","46,168","1,871","5,864","12,343","-6,479"
,5月,,May,"491,422","496,777","-5,355",          --,          --,          --,"57,669","65,195","-7,525","52,076","61,746","-9,670","5,593","3,449","2,144",1,15,-14,"433,751","431,567","2,184","427,891","416,863","11,028",          --,14,-14,"62,905","65,538","-2,633","299,525","290,604","8,921","18,209","18,611",-402,268,322,-55,"46,984","41,774","5,210","5,861","14,704","-8,844"
,6月,,Jun,"516,142","514,755","1,388",          --,          --,          --,"87,536","72,457","15,079","77,048","64,673","12,375","10,487","7,784","2,703",24,10,14,"428,583","442,288","-13,705","421,623","422,738","-1,115",          --,38,-38,"61,947","73,641","-11,695","291,960","287,515","4,445","23,702","21,370","2,332",936,566,370,"43,078","39,607","3,471","6,960","19,550","-12,590"
,7月,,Jul,"493,186","508,926","-15,740",          --,          --,          --,"59,943","80,492","-20,548","50,284","73,541","-23,258","9,660","6,950","2,710",8,18,-10,"433,235","428,416","4,819","426,778","416,182","10,597",1,25,-24,"57,793","67,156","-9,363","306,795","296,673","10,122","17,370","14,150","3,220",444,763,-319,"44,376","37,415","6,961","6,457","12,235","-5,778"
,8月,,Aug,"447,580","449,895","-2,315",          --,          --,          --,"62,229","71,392","-9,163","54,007","64,745","-10,737","8,222","6,648","1,575",31,46,-15,"385,320","378,457","6,863","379,015","362,968","16,046",110,136,-26,"67,050","63,204","3,846","253,519","246,345","7,175","17,396","15,065","2,331",736,377,359,"40,203","37,842","2,361","6,305","15,488","-9,183"
,9月,,Sep,"575,518","529,719","45,799",          --,          --,          --,"87,594","59,000","28,594","78,515","49,532","28,982","9,079","9,467",-388,22,23,-1,"487,903","470,697","17,206","480,798","457,193","23,605",          --,28,-28,"80,534","72,965","7,569","331,241","321,997","9,244","20,241","17,371","2,870",322,769,-447,"48,460","44,063","4,397","7,105","13,504","-6,399"
,10月,,Oct,"481,984","473,072","8,911",          --,          --,          --,"65,492","54,360","11,132","60,689","50,409","10,280","4,802","3,951",852,6,14,-8,"416,486","418,698","-2,213","409,533","404,385","5,147",          --,18,-18,"60,944","64,970","-4,026","277,356","275,938","1,418","24,425","20,750","3,675",533,221,311,"46,275","42,489","3,787","6,953","14,313","-7,360"
,11月,,Nov,"498,611","508,969","-10,358",          --,          --,          --,"74,037","81,988","-7,951","70,493","78,471","-7,977","3,544","3,517",26,33,35,-3,"424,541","426,945","-2,404","413,320","410,122","3,198",0,4,-3,"71,673","86,374","-14,700","271,352","262,348","9,004","21,187","21,620",-432,499,567,-67,"48,607","39,209","9,398","11,221","16,824","-5,602"
,12月,,Dec,"409,356","418,912","-9,557",          --,          --,          --,"64,566","77,525","-12,959","60,705","71,583","-10,878","3,861","5,942","-2,081",13,50,-37,"344,777","341,337","3,439","334,784","324,541","10,242",          --,14,-14,"66,877","64,751","2,127","195,647","195,098",549,"18,331","20,188","-1,856",376,480,-104,"53,552","44,011","9,541","9,993","16,796","-6,803"
令和4年,1月,2022,Jan,"532,247","522,383","9,864",          --,          --,          --,"81,257","78,188","3,069","76,277","73,431","2,846","4,980","4,758",223,3,28,-26,"450,988","444,167","6,821","440,223","429,415","10,808",          --,29,-29,"84,341","90,703","-6,362","285,195","277,480","7,714","22,713","20,002","2,711",387,168,219,"47,588","41,033","6,555","10,765","14,752","-3,987"
,2月,,Feb,"464,116","494,080","-29,964",          --,          --,          --,"54,102","86,242","-32,140","51,145","84,754","-33,609","2,956","1,487","1,469",1,15,-13,"410,013","407,824","2,190","401,713","396,630","5,084",          --,2,-2,"83,906","88,547","-4,641","250,122","242,843","7,279","24,670","23,417","1,253",505,455,50,"42,510","41,365","1,145","8,300","11,194","-2,894"
,3月,,Mar,"553,770","586,117","-32,347",          --,          --,          --,"69,094","93,135","-24,041","63,661","87,970","-24,309","5,433","5,165",269,7,90,-82,"484,668","492,892","-8,224","474,716","476,072","-1,357",          --,          --,          --,"92,930","88,767","4,163","296,599","286,336","10,262","33,426","41,561","-8,135","1,315","1,238",76,"50,446","58,169","-7,723","9,953","16,820","-6,867"
,4月,,Apr,"449,148","476,636","-27,488",          --,          --,          --,"69,806","94,153","-24,346","62,460","85,189","-22,729","7,346","8,964","-1,617",1,15,-13,"379,340","382,469","-3,128","370,649","369,870",779,          --,          --,          --,"82,085","80,562","1,523","216,399","212,096","4,303","29,135","32,863","-3,727",772,587,185,"42,258","43,762","-1,504","8,691","12,598","-3,907"
,5月,,May,"472,883","476,263","-3,380",          --,          --,          --,"88,227","100,102","-11,875","78,221","87,504","-9,283","10,006","12,599","-2,592",1,3,-2,"384,655","376,158","8,497","377,129","365,115","12,014",          --,2,-2,"74,745","70,790","3,955","234,106","224,984","9,122","21,861","25,894","-4,033",859,307,552,"45,559","43,139","2,420","7,526","11,043","-3,517"
,6月,,Jun,"472,082","508,183","-36,101",          --,          --,          --,"102,468","133,967","-31,498","90,108","118,743","-28,635","12,360","15,224","-2,863",6,13,-7,"369,607","374,203","-4,596","361,884","362,294",-410,          --,          --,          --,"71,950","66,071","5,879","216,592","212,206","4,386","28,354","37,536","-9,181",779,555,224,"44,208","45,926","-1,717","7,724","11,909","-4,186"
,7月,,Jul,"446,330","459,828","-13,499",          --,          --,          --,"79,941","76,867","3,075","74,615","74,195",420,"5,326","2,671","2,654",1,35,-34,"366,388","382,927","-16,540","358,125","368,533","-10,408",          --,          --,          --,"71,608","71,365",243,"222,463","219,245","3,217","22,555","38,578","-16,023",631,954,-323,"40,869","38,391","2,478","8,262","14,394","-6,132"
,8月,,Aug,"473,581","501,826","-28,246",          --,          --,          --,"68,811","68,545",266,"64,373","65,481","-1,109","4,438","3,063","1,375",0,19,-19,"404,770","433,263","-28,493","396,311","390,613","5,698",33,136,-104,"75,352","74,898",454,"241,269","226,895","14,374","34,292","49,976","-15,684",641,"1,051",-410,"44,723","37,655","7,067","8,459","42,650","-34,191"
,9月,,Sep,"519,414","539,374","-19,960",          --,          --,          --,"76,058","84,631","-8,573","70,426","73,517","-3,091","5,632","11,114","-5,482",1,8,-7,"443,355","454,735","-11,379","434,443","439,529","-5,086",          --,32,-32,"71,549","68,980","2,569","292,290","289,938","2,352","27,647","39,630","-11,983",574,627,-53,"42,384","40,322","2,062","8,912","15,205","-6,293"
,10月,,Oct,"500,717","521,351","-20,634",          --,          --,          --,"75,485","76,715","-1,229","69,261","73,392","-4,131","6,224","3,322","2,902",3,3,0,"425,228","444,634","-19,406","414,348","430,260","-15,912",135,          --,135,"74,804","83,952","-9,148","278,513","265,122","13,392","25,273","42,927","-17,653",332,406,-74,"35,291","37,853","-2,563","10,880","14,374","-3,494"
,11月,,Nov,"539,489","571,343","-31,854",          --,          --,          --,"79,601","89,964","-10,363","78,644","82,127","-3,483",957,"7,837","-6,880",6,9,-4,"459,882","481,369","-21,487","450,095","468,553","-18,458",36,2,34,"83,924","93,080","-9,155","290,000","283,132","6,868","33,096","53,320","-20,224",667,"2,222","-1,555","42,371","36,797","5,575","9,787","12,817","-3,029"
,12月,,Dec,"447,366","441,489","5,877",          --,          --,          --,"65,274","67,740","-2,466","60,153","63,079","-2,925","5,121","4,661",460,54,7,47,"382,037","373,742","8,295","370,665","362,083","8,582",          --,29,-29,"87,588","61,636","25,953","197,386","201,850","-4,464","36,435","59,141","-22,706",306,490,-183,"48,949","38,937","10,013","11,372","11,660",-287
令和5年,1月,2023,Jan,"494,196","463,126","31,071",          --,          --,          --,"75,594","73,422","2,172","71,820","71,996",-176,"3,773","1,426","2,348",5,14,-9,"418,598","389,690","28,908","410,418","379,174","31,244",          --,35,-35,"80,069","55,861","24,208","257,927","244,319","13,608","27,289","40,863","-13,574",365,408,-43,"44,768","37,688","7,080","8,180","10,516","-2,336"
,2月,,Feb,"494,274","475,783","18,491",          --,          --,          --,"104,966","64,178","40,787","96,062","58,217","37,845","8,904","5,962","2,942",0,0,0,"389,308","411,604","-22,296","382,611","398,591","-15,980",          --,2,-2,"64,365","72,884","-8,520","253,017","252,628",388,"25,737","31,001","-5,264",708,364,345,"38,784","41,712","-2,927","6,697","13,013","-6,316"
,3月,,Mar,"594,246","536,717","57,529",          --,          --,          --,"161,432","118,007","43,425","145,787","107,835","37,952","15,645","10,172","5,473",2,69,-67,"432,811","418,640","14,171","423,028","404,727","18,301",          --,10,-10,"73,843","66,617","7,226","268,216","258,721","9,495","34,627","33,154","1,473",831,"1,404",-573,"45,511","44,821",690,"9,783","13,913","-4,130"
,4月,,Apr,"448,323","459,506","-11,183",          --,          --,          --,"103,710","123,627","-19,917","97,360","117,596","-20,237","6,351","6,031",320,16,27,-11,"344,598","335,853","8,745","337,665","324,839","12,826",83,          --,83,"64,693","60,365","4,328","204,918","197,671","7,247","31,569","33,434","-1,866",477,350,127,"35,926","33,018","2,907","6,933","11,014","-4,082"
,5月,,May,"478,790","455,310","23,479",          --,          --,          --,"87,542","56,641","30,901","80,901","47,434","33,466","6,641","9,207","-2,566",6,1,5,"391,242","398,668","-7,426","381,919","384,867","-2,948",          --,2,-2,"73,873","80,182","-6,309","232,597","226,809","5,788","37,150","40,286","-3,135",435,935,-500,"37,864","36,653","1,210","9,323","13,802","-4,478"
,6月,,Jun,"489,310","466,197","23,113",          --,          --,          --,"94,057","60,502","33,555","83,486","59,777","23,709","10,571",725,"9,846",8,79,-71,"395,245","405,616","-10,371","385,780","387,875","-2,095",          --,13,-13,"65,098","70,436","-5,338","242,233","241,079","1,154","34,468","33,769",699,599,519,80,"43,382","42,059","1,323","9,465","17,741","-8,275"
,7月,,Jul,"464,397","499,908","-35,511",          --,          --,          --,"73,269","101,992","-28,723","57,499","82,797","-25,299","15,770","19,194","-3,424",8,48,-40,"391,120","397,868","-6,748","380,759","382,322","-1,563",          --,          --,          --,"54,795","65,325","-10,530","241,446","239,323","2,124","34,050","32,675","1,376",408,799,-391,"50,059","44,201","5,858","10,361","15,546","-5,185"
,8月,,Aug,"488,686","470,100","18,586",          --,          --,          --,"76,973","75,464","1,508","67,291","62,448","4,843","9,682","13,016","-3,334",3,6,-3,"411,710","394,630","17,080","402,734","381,903","20,831",          --,2,-2,"70,363","67,544","2,819","251,268","240,829","10,440","36,224","34,851","1,372",566,696,-130,"44,312","37,980","6,332","8,976","12,727","-3,751"
,9月,,Sep,"536,826","493,226","43,600",          --,          --,          --,"128,055","76,417","51,638","117,897","68,413","49,484","10,158","8,004","2,154",9,6,3,"408,762","416,802","-8,040","400,277","403,228","-2,951",          --,          --,          --,"61,673","64,297","-2,625","262,534","262,688",-154,"30,097","34,834","-4,737",959,450,509,"45,015","40,959","4,056","8,484","13,574","-5,089"
,10月,,Oct,"495,490","476,600","18,890",          --,          --,          --,"83,485","81,965","1,520","76,203","73,499","2,704","7,282","8,466","-1,184",2,26,-24,"412,003","394,609","17,395","402,884","381,699","21,185",          --,0,0,"69,330","71,871","-2,541","254,613","236,475","18,138","31,866","35,616","-3,749",835,606,228,"46,241","37,132","9,109","9,119","12,909","-3,790"
,11月,,Nov,"531,089","547,859","-16,770",          --,          --,          --,"84,098","90,852","-6,754","73,206","86,648","-13,442","10,892","4,204","6,688",14,11,3,"446,977","456,996","-10,019","436,906","443,486","-6,580",          --,2,-2,"60,136","72,620","-12,483","294,224","288,254","5,970","30,399","41,553","-11,154","1,322",544,778,"50,824","40,513","10,311","10,071","13,511","-3,440"
,12月,,Dec,"443,942","441,121","2,822",          --,          --,          --,"100,682","102,739","-2,057","89,228","83,621","5,607","11,454","19,117","-7,664",8,16,-9,"343,253","338,366","4,887","332,163","322,713","9,450",87,88,-1,"60,663","65,872","-5,208","194,406","189,684","4,723","26,392","26,174",218,922,624,297,"49,693","40,272","9,421","11,090","15,653","-4,563"
令和6年,1月,2024,Jan,"533,807","504,937","28,871",          --,          --,          --,"74,545","50,534","24,011","66,026","48,737","17,289","8,519","1,797","6,722",78,4,73,"459,185","454,398","4,787","447,467","430,965","16,502",87,          --,87,"52,773","57,118","-4,345","314,948","307,376","7,572","27,925","27,863",62,"1,001",818,183,"50,732","37,789","12,943","11,718","23,434","-11,715"
,2月,,Feb,"538,187","515,009","23,177",          --,          --,          --,"82,178","73,540","8,638","76,604","69,481","7,123","5,574","4,059","1,515",0,51,-51,"456,008","441,418","14,590","442,611","423,901","18,710",47,26,21,"71,819","72,812",-992,"281,425","273,242","8,182","31,993","32,954",-961,922,960,-38,"56,405","43,907","12,498","13,397","17,517","-4,119"
