,,,,株式・投資ファンド持分,,,中長期債,,,短期債,,,合計,,,,,,株式・投資ファンド持分,,,中長期債,,,短期債,,,合計
,,,,Equity and investment fund shares,,,Long-term debt securities,,,Short-term debt securities,,,Total,,,,,,Equity and investment fund shares,,,Long-term debt securities,,,Short-term debt securities,,,Total
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,ネット,,,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net,,,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net
（暦年）,,,,,,,,,,,,,,,（暦年）,,,,,,,,,,,,,
(Annual figures),,,,,,,,,,,,,,,(Annual figures),,,,,,,,,,,,,
,6月,,Jun,"44,220","38,360","5,860","333,912","309,457","24,454","13,087","11,754","1,333","31,647",,,6月,,Jun,"324,717","314,163","10,555","58,429","67,757","-9,328","166,491","187,974","-21,483","-20,256"
,7月,,Jul,"45,130","37,449","7,681","374,501","356,039","18,462","13,734","13,207",527,"26,670",,,7月,,Jul,"295,328","286,810","8,519","61,184","47,473","13,712","180,704","153,916","26,789","49,019"
,8月,,Aug,"46,503","37,961","8,543","318,058","306,079","11,979","13,304","10,257","3,046","23,568",,,8月,,Aug,"291,485","296,401","-4,916","60,525","42,268","18,258","159,718","164,886","-5,168","8,174"
,9月,,Sep,"51,441","37,550","13,891","375,069","357,345","17,724","22,199","20,550","1,649","33,264",,,9月,,Sep,"322,289","314,722","7,567","97,351","64,354","32,997","164,277","210,563","-46,286","-5,722"
,10月,,Oct,"48,712","37,848","10,864","352,272","350,924","1,348","12,687","12,690",-3,"12,209",,,10月,,Oct,"427,430","420,489","6,941","82,537","63,086","19,451","182,200","159,849","22,351","48,743"
,11月,,Nov,"48,007","45,665","2,342","254,423","237,505","16,918","11,276","10,251","1,025","20,285",,,11月,,Nov,"431,057","404,365","26,693","71,995","58,598","13,396","161,807","151,564","10,243","50,332"
,12月,,Dec,"50,886","38,576","12,311","268,533","296,205","-27,672","12,603","12,650",-47,"-15,408",,,12月,,Dec,"382,308","379,928","2,380","88,114","82,478","5,636","144,197","164,249","-20,052","-12,036"
平成27年,1月,2015,Jan,"51,699","31,419","20,280","357,159","346,337","10,822","20,926","17,844","3,082","34,184",,平成27年,1月,2015,Jan,"366,058","374,299","-8,241","70,226","71,996","-1,770","164,399","138,979","25,420","15,410"
,2月,,Feb,"54,967","38,597","16,369","306,102","288,046","18,056","13,327","13,543",-216,"34,209",,,2月,,Feb,"403,400","400,140","3,260","68,530","57,227","11,303","161,465","151,925","9,539","24,102"
,3月,,Mar,"65,809","40,693","25,117","358,173","330,557","27,617","17,050","16,994",57,"52,790",,,3月,,Mar,"483,351","474,175","9,176","97,021","87,397","9,623","208,032","208,379",-347,"18,452"
,4月,,Apr,"60,306","42,686","17,620","310,248","331,909","-21,661","15,600","13,326","2,274","-1,767",,,4月,,Apr,"455,214","428,487","26,728","68,747","64,377","4,370","149,066","134,916","14,150","45,248"
,5月,,May,"49,013","38,946","10,066","289,033","255,779","33,254","13,257","11,612","1,645","44,965",,,5月,,May,"409,162","394,447","14,715","70,754","73,185","-2,431","166,378","144,007","22,372","34,656"
,6月,,Jun,"56,511","39,934","16,576","270,813","303,739","-32,926","10,719","11,557",-838,"-17,188",,,6月,,Jun,"464,324","466,653","-2,329","74,488","85,882","-11,394","203,331","247,179","-43,848","-57,571"
,7月,,Jul,"59,595","40,370","19,225","297,015","279,760","17,255","8,597","8,946",-349,"36,131",,,7月,,Jul,"471,031","471,556",-525,"81,624","56,024","25,600","171,722","146,210","25,512","50,588"
,8月,,Aug,"59,793","40,657","19,135","309,376","289,745","19,631","12,673","10,887","1,786","40,553",,,8月,,Aug,"522,646","536,510","-13,864","65,284","43,343","21,941","169,411","186,719","-17,308","-9,231"
,9月,,Sep,"54,260","30,841","23,419","315,233","284,317","30,916","19,635","19,305",330,"54,665",,,9月,,Sep,"440,914","471,371","-30,457","79,023","78,626",398,"180,312","169,570","10,742","-19,317"
,10月,,Oct,"53,452","36,080","17,372","338,368","309,082","29,287","12,399","14,284","-1,885","44,774",,,10月,,Oct,"439,525","428,659","10,865","80,985","46,885","34,100","195,967","154,408","41,559","86,524"
,11月,,Nov,"47,455","36,782","10,673","286,079","261,740","24,338","18,071","19,516","-1,445","33,566",,,11月,,Nov,"394,444","386,033","8,412","70,594","55,663","14,931","182,886","190,977","-8,091","15,251"
,12月,,Dec,"51,465","45,704","5,761","267,313","259,394","7,920","17,990","18,723",-733,"12,947",,,12月,,Dec,"401,552","406,012","-4,460","63,408","71,109","-7,701","190,603","173,019","17,584","5,423"
平成28年,1月,2016,Jan,"43,721","31,934","11,787","369,212","368,624",588,"25,084","23,498","1,586","13,961",,平成28年,1月,2016,Jan,"460,347","476,937","-16,589","86,105","79,762","6,343","161,978","149,662","12,316","2,070"
,2月,,Feb,"50,143","36,982","13,161","357,232","317,914","39,318","22,997","23,207",-210,"52,269",,,2月,,Feb,"509,354","537,736","-28,382","106,434","90,096","16,338","172,830","204,830","-32,000","-44,044"
,3月,,Mar,"52,035","39,160","12,875","346,826","287,380","59,446","23,642","26,750","-3,108","69,213",,,3月,,Mar,"436,313","455,743","-19,430","111,032","118,704","-7,672","207,418","206,165","1,253","-25,849"
,4月,,Apr,"41,988","49,864","-7,876","322,104","305,749","16,355","20,631","22,823","-2,193","6,286",,,4月,,Apr,"432,393","420,510","11,882","105,812","64,732","41,080","161,539","154,763","6,777","59,740"
,5月,,May,"49,833","44,466","5,367","299,123","277,418","21,705","24,181","22,325","1,856","28,928",,,5月,,May,"363,302","366,273","-2,971","56,378","47,599","8,779","166,047","210,270","-44,222","-38,414"
,6月,,Jun,"48,496","37,543","10,953","340,500","320,128","20,372","25,641","27,890","-2,249","29,076",,,6月,,Jun,"423,790","428,525","-4,735","89,514","96,925","-7,411","201,357","191,172","10,184","-1,961"
,7月,,Jul,"45,268","32,302","12,966","343,161","283,271","59,890","16,526","17,188",-662,"72,194",,,7月,,Jul,"399,715","400,851","-1,137","84,492","67,489","17,002","152,085","128,884","23,201","39,066"
,8月,,Aug,"44,576","33,206","11,370","329,282","302,212","27,069","13,413","16,455","-3,042","35,397",,,8月,,Aug,"374,367","379,181","-4,814","77,453","66,099","11,355","166,783","203,872","-37,089","-30,549"
,9月,,Sep,"41,501","37,504","3,997","319,961","310,272","9,689","21,354","20,168","1,186","14,871",,,9月,,Sep,"341,424","353,954","-12,530","117,579","118,158",-579,"210,153","186,835","23,318","10,209"
,10月,,Oct,"39,505","35,135","4,370","313,644","289,073","24,570","15,949","18,102","-2,153","26,788",,,10月,,Oct,"335,025","326,128","8,897","72,176","69,489","2,687","152,619","169,840","-17,221","-5,637"
,11月,,Nov,"55,293","40,215","15,078","355,518","354,642",876,"11,749","11,720",29,"15,982",,,11月,,Nov,"448,890","436,628","12,262","75,762","74,823",939,"181,485","155,015","26,470","39,671"
,12月,,Dec,"43,513","46,878","-3,365","255,366","288,344","-32,977","9,788","11,341","-1,553","-37,896",,,12月,,Dec,"445,959","439,723","6,236","86,611","87,727","-1,116","191,588","170,434","21,154","26,274"
平成29年,1月,2017,Jan,"40,272","32,326","7,946","282,795","295,307","-12,512","13,200","13,004",196,"-4,370",,平成29年,1月,2017,Jan,"374,090","374,873",-783,"88,834","68,700","20,134","165,749","142,747","23,002","42,353"
,2月,,Feb,"48,380","41,711","6,670","277,744","300,311","-22,567","17,601","17,898",-297,"-16,195",,,2月,,Feb,"386,629","388,673","-2,044","80,307","68,631","11,676","170,675","167,267","3,408","13,041"
,3月,,Mar,"56,643","65,630","-8,987","360,041","363,022","-2,981","43,953","42,239","1,714","-10,253",,,3月,,Mar,"422,693","438,977","-16,284","91,253","101,571","-10,318","177,262","195,376","-18,114","-44,716"
,4月,,Apr,"46,827","41,033","5,794","276,846","318,763","-41,917","40,914","37,544","3,370","-32,752",,,4月,,Apr,"409,475","394,494","14,981","75,661","63,610","12,051","194,103","180,611","13,492","40,525"
,5月,,May,"56,041","42,026","14,015","285,182","253,862","31,320","49,499","51,997","-2,498","42,838",,,5月,,May,"425,261","418,279","6,982","63,364","48,226","15,138","171,124","199,849","-28,725","-6,604"
,6月,,Jun,"57,186","44,738","12,448","323,343","310,365","12,978","48,579","49,849","-1,269","24,157",,,6月,,Jun,"467,224","464,292","2,932","71,650","78,965","-7,316","179,771","162,782","16,989","12,606"
,7月,,Jul,"50,672","39,815","10,857","277,566","230,977","46,589","50,343","48,588","1,755","59,201",,,7月,,Jul,"383,218","376,652","6,565","80,641","63,985","16,656","159,240","186,206","-26,966","-3,745"
,8月,,Aug,"54,913","39,469","15,444","231,248","225,204","6,044","52,762","49,920","2,842","24,330",,,8月,,Aug,"395,318","405,958","-10,640","70,308","46,236","24,072","197,965","172,966","24,999","38,431"
,9月,,Sep,"52,858","47,195","5,663","277,805","276,709","1,096","56,010","54,293","1,717","8,476",,,9月,,Sep,"420,680","433,904","-13,224","101,758","88,620","13,138","171,235","164,371","6,863","6,778"
,10月,,Oct,"53,877","41,559","12,318","240,872","255,579","-14,707","45,879","45,035",845,"-1,544",,,10月,,Oct,"499,225","464,712","34,514","57,964","53,536","4,428","176,441","195,395","-18,954","19,988"
,11月,,Nov,"58,375","41,448","16,926","247,941","254,885","-6,944","54,286","54,532",-247,"9,735",,,11月,,Nov,"556,348","560,562","-4,215","82,352","70,964","11,388","181,082","159,172","21,910","29,083"
,12月,,Dec,"49,086","35,115","13,971","180,871","183,698","-2,827","44,038","44,208",-169,"10,974",,,12月,,Dec,"453,533","453,938",-405,"69,834","72,193","-2,359","172,448","146,313","26,134","23,370"
平成30年,1月,2018,Jan,"61,041","43,874","17,167","310,467","293,870","16,598","53,023","50,234","2,790","36,554",,平成30年,1月,2018,Jan,"492,866","486,055","6,810","69,852","76,903","-7,051","162,082","175,212","-13,130","-13,370"
,2月,,Feb,"62,072","59,676","2,396","278,912","308,163","-29,251","52,867","50,187","2,680","-24,175",,,2月,,Feb,"554,558","557,623","-3,065","67,017","66,420",597,"167,761","174,480","-6,719","-9,187"
,3月,,Mar,"53,189","60,261","-7,072","305,026","290,743","14,283","65,430","61,518","3,912","11,124",,,3月,,Mar,"517,476","556,689","-39,212","86,877","94,765","-7,888","208,991","199,917","9,074","-38,027"
,4月,,Apr,"58,469","45,458","13,011","278,392","255,432","22,960","63,687","62,142","1,546","37,517",,,4月,,Apr,"454,304","437,617","16,687","81,708","58,947","22,762","199,979","184,675","15,303","54,752"
,5月,,May,"59,900","49,457","10,443","284,679","299,019","-14,340","57,754","58,532",-778,"-4,675",,,5月,,May,"467,858","472,112","-4,254","60,425","63,003","-2,577","175,303","192,722","-17,419","-24,249"
,6月,,Jun,"65,827","49,467","16,360","283,275","277,470","5,806","53,656","53,657",-1,"22,164",,,6月,,Jun,"456,238","465,301","-9,063","70,011","66,101","3,909","221,506","177,313","44,193","39,039"
,7月,,Jul,"56,608","43,619","12,989","291,605","277,704","13,901","45,715","48,623","-2,908","23,982",,,7月,,Jul,"442,779","435,530","7,249","96,243","77,528","18,715","195,514","227,121","-31,607","-5,643"
,8月,,Aug,"58,039","46,976","11,064","300,790","297,273","3,517","70,396","71,482","-1,086","13,495",,,8月,,Aug,"451,596","460,287","-8,691","67,716","77,162","-9,446","216,078","181,762","34,316","16,180"
,9月,,Sep,"55,122","43,289","11,833","318,355","267,031","51,323","61,718","64,746","-3,028","60,128",,,9月,,Sep,"438,999","458,443","-19,445","81,195","93,713","-12,518","200,898","178,830","22,068","-9,895"
,10月,,Oct,"68,500","56,535","11,965","388,498","392,789","-4,291","46,296","45,858",438,"8,112",,,10月,,Oct,"606,171","590,038","16,133","92,374","78,763","13,610","213,592","234,582","-20,990","8,753"
,11月,,Nov,"51,492","46,769","4,722","407,947","388,785","19,161","42,648","41,848",800,"24,684",,,11月,,Nov,"503,254","504,163",-909,"94,890","60,326","34,563","249,033","208,356","40,677","74,331"
,12月,,Dec,"44,447","48,196","-3,749","287,180","283,073","4,106","37,038","37,951",-913,-556,,,12月,,Dec,"459,228","466,842","-7,614","96,746","79,069","17,677","153,252","148,173","5,079","15,142"
平成31年,1月,2019,Jan,"37,766","49,184","-11,418","414,506","391,682","22,824","42,018","41,021",997,"12,403",,平成31年,1月,2019,Jan,"431,520","406,060","25,460","95,930","79,363","16,567","184,840","209,658","-24,819","17,209"
,2月,,Feb,"43,075","48,497","-5,422","334,562","301,011","33,551","21,637","26,166","-4,529","23,600",,,2月,,Feb,"384,339","388,829","-4,491","94,086","73,391","20,695","201,978","197,840","4,138","20,343"
,3月,,Mar,"62,405","54,463","7,941","548,946","518,950","29,996","22,155","23,310","-1,155","36,782",,,3月,,Mar,"407,451","442,777","-35,326","128,147","113,469","14,679","193,300","190,410","2,890","-17,757"
,4月,,Apr,"46,185","52,367","-6,181","475,133","479,733","-4,600","21,544","20,565",979,"-9,802",,,4月,,Apr,"431,487","388,904","42,583","107,040","95,218","11,821","190,313","205,671","-15,358","39,046"
令和元年,5月,,May,"55,799","46,214","9,585","489,849","474,077","15,773","20,762","21,784","-1,023","24,335",,令和元年,5月,,May,"425,062","426,788","-1,725","86,380","68,301","18,079","224,093","194,055","30,038","46,392"
,6月,,Jun,"55,848","48,220","7,627","507,532","477,599","29,933","27,337","29,000","-1,663","35,897",,,6月,,Jun,"350,992","355,219","-4,227","89,318","94,742","-5,424","185,155","208,008","-22,854","-32,505"
,7月,,Jul,"49,430","47,111","2,320","517,582","493,767","23,816","34,767","35,330",-563,"25,573",,,7月,,Jul,"363,782","363,949",-167,"117,765","77,493","40,271","200,016","230,892","-30,877","9,228"
,8月,,Aug,"52,119","46,735","5,384","486,817","471,500","15,317","32,446","32,672",-226,"20,475",,,8月,,Aug,"377,841","386,920","-9,079","86,794","80,541","6,252","240,116","199,865","40,251","37,424"
,9月,,Sep,"52,104","47,719","4,385","491,335","474,733","16,602","32,893","34,416","-1,523","19,464",,,9月,,Sep,"405,260","427,632","-22,371","97,699","104,565","-6,866","186,176","231,752","-45,577","-74,814"
,10月,,Oct,"54,560","47,486","7,074","416,262","404,126","12,136","24,262","27,179","-2,917","16,293",,,10月,,Oct,"445,853","416,320","29,533","96,546","86,394","10,152","216,724","210,974","5,749","45,434"
,11月,,Nov,"60,127","56,740","3,387","373,037","371,960","1,077","23,343","22,781",562,"5,026",,,11月,,Nov,"421,697","408,810","12,888","85,719","81,869","3,850","220,763","200,153","20,610","37,348"
,12月,,Dec,"53,180","48,824","4,357","339,295","350,401","-11,106","21,085","22,747","-1,662","-8,412",,,12月,,Dec,"379,264","378,163","1,100","89,007","96,301","-7,294","162,185","175,372","-13,187","-19,381"
令和2年,1月,2020,Jan,"56,981","50,622","6,359","423,328","413,581","9,748","22,159","20,969","1,189","17,296",,令和2年,1月,2020,Jan,"386,550","390,552","-4,002","98,604","87,570","11,034","247,692","203,911","43,781","50,813"
,2月,,Feb,"64,614","61,784","2,830","438,189","400,163","38,026","19,737","16,846","2,891","43,747",,,2月,,Feb,"446,383","453,582","-7,199","108,580","74,005","34,575","191,284","204,927","-13,644","13,732"
,3月,,Mar,"95,734","72,958","22,777","577,456","546,512","30,944","17,704","19,829","-2,125","51,596",,,3月,,Mar,"736,953","785,304","-48,351","133,738","189,398","-55,660","232,973","263,383","-30,410","-134,421"
,4月,,Apr,"62,653","49,110","13,543","380,664","411,264","-30,600","14,937","15,681",-744,"-17,801",,,4月,,Apr,"496,936","496,295",641,"75,511","77,215","-1,704","224,923","228,174","-3,252","-4,314"
,5月,,May,"69,255","55,999","13,256","326,624","334,859","-8,235","14,514","11,403","3,111","8,132",,,5月,,May,"429,456","434,607","-5,151","65,521","59,495","6,027","250,627","206,838","43,789","44,665"
,6月,,Jun,"77,268","78,798","-1,529","485,807","446,048","39,759","25,778","25,324",453,"38,684",,,6月,,Jun,"529,325","541,738","-12,412","78,252","106,742","-28,490","264,450","232,592","31,858","-9,044"
,7月,,Jul,"88,656","143,550","-54,893","401,978","387,212","14,766","22,117","21,425",692,"-39,436",,,7月,,Jul,"420,702","424,853","-4,151","126,183","97,671","28,512","300,264","238,092","62,171","86,532"
,8月,,Aug,"68,176","64,898","3,277","345,456","323,208","22,248","18,223","16,398","1,824","27,350",,,8月,,Aug,"412,893","413,812",-919,"85,004","99,207","-14,203","245,446","264,550","-19,104","-34,226"
,9月,,Sep,"66,250","79,225","-12,975","384,813","379,928","4,885","22,519","21,406","1,112","-6,977",,,9月,,Sep,"440,539","462,927","-22,388","118,794","98,000","20,794","257,945","273,030","-15,085","-16,679"
,10月,,Oct,"67,442","59,621","7,821","507,965","493,173","14,792","26,728","27,661",-933,"21,681",,,10月,,Oct,"434,465","417,489","16,976","99,061","83,476","15,585","306,648","229,196","77,452","110,013"
,11月,,Nov,"75,940","102,767","-26,827","432,356","380,720","51,637","25,033","22,911","2,122","26,931",,,11月,,Nov,"532,112","532,147",-36,"80,247","71,598","8,649","223,980","265,182","-41,202","-32,589"
,12月,,Dec,"75,582","91,777","-16,195","345,170","328,387","16,784","25,600","24,928",672,"1,260",,,12月,,Dec,"470,232","470,603",-371,"86,052","107,607","-21,556","256,078","180,086","75,992","54,064"
令和3年,1月,2021,Jan,"75,409","78,418","-3,009","447,372","423,501","23,870","25,576","22,899","2,677","23,539",,令和3年,1月,2021,Jan,"484,606","477,276","7,330","118,980","109,710","9,270","338,552","269,447","69,105","85,705"
,2月,,Feb,"73,672","85,947","-12,275","448,683","469,847","-21,164","23,743","21,086","2,657","-30,782",,,2月,,Feb,"480,754","479,256","1,498","99,156","108,303","-9,147","242,259","246,613","-4,355","-12,004"
,3月,,Mar,"93,777","96,164","-2,388","509,873","506,891","2,982","36,662","39,695","-3,034","-2,439",,,3月,,Mar,"647,333","653,290","-5,957","140,883","145,279","-4,395","276,939","335,272","-58,333","-68,685"
,4月,,Apr,"68,092","94,482","-26,391","431,671","415,838","15,833","21,232","19,852","1,380","-9,177",,,4月,,Apr,"488,279","467,714","20,565","122,846","102,954","19,892","241,804","289,117","-47,313","-6,857"
,5月,,May,"66,056","61,505","4,550","399,676","409,611","-9,934","25,689","25,661",29,"-5,355",,,5月,,May,"480,740","486,834","-6,094","93,121","76,073","17,048","250,060","259,635","-9,575","1,379"
,6月,,Jun,"69,145","73,647","-4,502","425,634","421,251","4,383","21,363","19,856","1,507","1,388",,,6月,,Jun,"509,256","509,246",10,"126,522","105,706","20,816","284,434","261,067","23,367","44,192"
,7月,,Jul,"63,284","65,653","-2,369","409,650","421,260","-11,610","20,252","22,013","-1,761","-15,740",,,7月,,Jul,"438,588","436,612","1,976","148,055","98,369","49,686","287,440","270,373","17,067","68,729"
,8月,,Aug,"69,090","62,650","6,439","355,603","366,323","-10,719","22,887","20,922","1,965","-2,315",,,8月,,Aug,"461,776","461,768",8,"98,552","77,495","21,057","247,456","290,246","-42,791","-21,725"
,9月,,Sep,"76,482","74,607","1,875","476,577","430,288","46,290","22,458","24,824","-2,366","45,799",,,9月,,Sep,"622,705","634,481","-11,776","118,816","123,887","-5,071","246,079","246,349",-271,"-17,118"
,10月,,Oct,"70,335","65,675","4,660","384,216","378,650","5,566","27,433","28,747","-1,314","8,911",,,10月,,Oct,"622,347","595,580","26,767","113,775","117,468","-3,693","271,106","219,188","51,919","74,992"
,11月,,Nov,"84,684","88,300","-3,616","390,002","393,201","-3,198","23,925","27,469","-3,544","-10,358",,,11月,,Nov,"554,597","555,374",-777,"118,448","89,330","29,118","274,581","247,494","27,087","55,428"
,12月,,Dec,"83,703","68,236","15,466","308,107","331,596","-23,489","17,546","19,080","-1,535","-9,557",,,12月,,Dec,"513,710","526,532","-12,822","132,471","97,056","35,416","179,171","192,712","-13,542","9,052"
令和4年,1月,2022,Jan,"89,956","91,006","-1,050","413,508","401,655","11,852","28,783","29,722",-938,"9,864",,令和4年,1月,2022,Jan,"567,521","561,799","5,722","130,483","131,391",-908,"263,481","275,095","-11,615","-6,800"
,2月,,Feb,"72,085","67,526","4,558","373,365","401,144","-27,779","18,667","25,410","-6,743","-29,964",,,2月,,Feb,"527,604","535,998","-8,395","123,242","121,529","1,713","213,469","208,140","5,330","-1,352"
,3月,,Mar,"84,710","89,447","-4,738","438,855","470,270","-31,415","30,206","26,400","3,806","-32,347",,,3月,,Mar,"685,935","710,625","-24,690","154,408","180,963","-26,555","214,032","251,104","-37,072","-88,317"
,4月,,Apr,"83,079","84,079","-1,000","344,178","368,166","-23,988","21,891","24,391","-2,500","-27,488",,,4月,,Apr,"547,091","512,759","34,331","158,188","151,028","7,160","262,007","257,893","4,114","45,605"
,5月,,May,"80,934","69,583","11,351","369,814","383,302","-13,488","22,134","23,377","-1,243","-3,380",,,5月,,May,"578,217","581,885","-3,668","128,287","120,111","8,176","276,249","241,441","34,808","39,316"
,6月,,Jun,"88,144","74,593","13,551","357,964","404,995","-47,031","25,974","28,595","-2,622","-36,101",,,6月,,Jun,"608,634","624,272","-15,637","201,541","240,889","-39,348","299,917","279,634","20,283","-34,703"
,7月,,Jul,"72,870","54,700","18,170","343,723","375,376","-31,654","29,738","29,753",-15,"-13,499",,,7月,,Jul,"519,621","508,677","10,944","158,338","114,941","43,397","305,400","246,698","58,702","113,044"
,8月,,Aug,"72,812","110,593","-37,781","372,877","360,831","12,045","27,891","30,402","-2,510","-28,246",,,8月,,Aug,"535,077","542,183","-7,106","149,099","129,065","20,034","251,035","276,114","-25,079","-12,151"
,9月,,Sep,"75,065","66,372","8,693","393,315","422,728","-29,414","51,035","50,274",761,"-19,960",,,9月,,Sep,"559,400","589,071","-29,671","181,195","229,080","-47,884","288,356","283,115","5,241","-72,314"
,10月,,Oct,"82,340","72,588","9,751","364,227","394,659","-30,432","54,150","54,104",46,"-20,634",,,10月,,Oct,"616,831","596,060","20,771","143,948","174,061","-30,113","310,597","325,375","-14,778","-24,120"
,11月,,Nov,"74,775","90,330","-15,555","421,112","434,783","-13,670","43,602","46,230","-2,629","-31,854",,,11月,,Nov,"599,477","590,520","8,957","149,292","137,919","11,372","281,955","282,387",-431,"19,898"
,12月,,Dec,"89,002","68,270","20,732","322,147","331,249","-9,102","36,217","41,970","-5,754","5,877",,,12月,,Dec,"545,226","543,297","1,929","135,190","192,284","-57,094","246,984","205,662","41,322","-13,844"
令和5年,1月,2023,Jan,"69,789","53,368","16,421","375,781","367,428","8,353","48,626","42,330","6,296","31,071",,令和5年,1月,2023,Jan,"492,162","489,491","2,671","200,983","237,340","-36,357","343,166","373,077","-29,912","-63,597"
,2月,,Feb,"60,149","84,664","-24,515","395,916","351,847","44,069","38,208","39,272","-1,063","18,491",,,2月,,Feb,"496,836","499,229","-2,393","165,601","155,000","10,601","330,401","304,695","25,706","33,913"
,3月,,Mar,"80,609","77,523","3,087","455,592","408,144","47,448","58,045","51,050","6,995","57,529",,,3月,,Mar,"645,392","681,240","-35,848","233,394","205,648","27,745","285,774","291,815","-6,040","-14,143"
,4月,,Apr,"63,494","58,965","4,529","352,546","363,872","-11,326","32,284","36,670","-4,386","-11,183",,,4月,,Apr,"544,493","494,713","49,780","165,017","142,064","22,953","269,355","292,037","-22,682","50,051"
,5月,,May,"67,351","77,222","-9,871","360,580","328,465","32,115","50,858","49,624","1,235","23,479",,,5月,,May,"687,943","660,131","27,812","169,584","163,200","6,383","310,431","314,760","-4,329","29,866"
,6月,,Jun,"85,489","84,713",776,"356,984","333,239","23,745","46,837","48,245","-1,408","23,113",,,6月,,Jun,"798,925","780,729","18,196","197,333","205,726","-8,393","350,998","313,490","37,508","47,311"
,7月,,Jul,"80,051","98,429","-18,378","340,203","358,160","-17,957","44,143","43,319",824,"-35,511",,,7月,,Jul,"625,260","615,986","9,274","198,216","217,844","-19,628","256,735","305,479","-48,744","-59,098"
,8月,,Aug,"78,694","79,153",-460,"367,028","347,000","20,028","42,964","43,947",-982,"18,586",,,8月,,Aug,"676,387","683,357","-6,971","200,932","203,925","-2,993","274,619","337,324","-62,704","-72,668"
,9月,,Sep,"77,234","65,194","12,040","417,769","385,999","31,771","41,823","42,033",-210,"43,600",,,9月,,Sep,"686,330","739,829","-53,499","184,039","214,579","-30,541","331,843","307,535","24,308","-59,731"
,10月,,Oct,"84,417","75,169","9,248","380,853","369,289","11,563","30,221","32,142","-1,921","18,890",,,10月,,Oct,"743,945","717,649","26,297","192,947","213,994","-21,046","319,517","346,402","-26,885","-21,634"
,11月,,Nov,"77,555","81,121","-3,566","418,259","433,032","-14,773","35,275","33,706","1,568","-16,770",,,11月,,Nov,"738,228","727,061","11,168","221,568","204,523","17,044","280,791","267,545","13,246","41,458"
,12月,,Dec,"87,484","98,431","-10,947","331,479","320,622","10,857","24,979","22,067","2,912","2,822",,,12月,,Dec,"654,589","665,900","-11,312","266,207","282,632","-16,425","260,630","245,147","15,484","-12,253"
令和6年,1月,2024,Jan,"84,727","82,448","2,279","417,461","392,204","25,257","31,619","30,285","1,335","28,871",,令和6年,1月,2024,Jan,"731,750","703,644","28,107","207,721","187,937","19,784","299,841","290,920","8,922","56,812"
,2月,,Feb,"105,347","100,044","5,303","394,118","383,701","10,416","38,723","31,264","7,458","23,177",,,2月,,Feb,"855,953","849,081","6,872","218,654","211,823","6,831","271,236","249,050","22,187","35,890"
,3月,,Mar,"101,425","114,111","-12,686","445,789","441,721","4,068","27,083","24,882","2,201","-6,417",,,3月,,Mar,"934,973","953,894","-18,920","281,262","290,104","-8,842","302,414","283,387","19,027","-8,736"
,4月,,Apr,"100,643","96,358","4,286","460,538","471,180","-10,642","26,529","27,510",-981,"-7,338",,,4月,,Apr,"899,996","866,750","33,246","248,341","259,090","-10,749","246,619","301,366","-54,748","-32,251"
,5月,,May,"107,921","111,838","-3,917","428,942","398,074","30,868","30,444","32,141","-1,697","25,254",,,5月,,May,"909,229","895,394","13,835","225,660","225,468",191,"297,925","290,768","7,157","21,184"
,6月,,Jun,"120,172","126,758","-6,586","411,583","449,323","-37,740","37,884","42,703","-4,819","-49,144",,,6月,,Jun,"725,522","726,205",-683,"274,518","293,595","-19,077","241,143","275,456","-34,312","-54,073"
,7月,,Jul,"130,253","124,232","6,021","473,635","492,619","-18,984","29,833","30,196",-364,"-13,326",,,7月,,Jul,"862,856","865,819","-2,963","267,318","244,809","22,509","201,117","290,798","-89,681","-70,135"
,8月,,Aug,"126,303","110,228","16,076","517,592","442,980","74,612","40,674","41,023",-349,"90,339",,,8月,,Aug,"956,611","965,709","-9,098","252,574","235,313","17,261","234,477","257,636","-23,158","-14,995"
,9月,,Sep,"102,639","102,371",268,"495,702","468,686","27,016","52,881","53,634",-754,"26,530",,,9月,,Sep,"780,329","825,397","-45,068","216,125","214,996","1,129","239,721","256,147","-16,425","-60,365"
,10月,,Oct,"107,872","138,094","-30,221","476,049","517,961","-41,912","41,982","39,592","2,389","-69,744",,,10月,,Oct,"856,587","828,821","27,766","228,256","225,284","2,972","228,801","204,890","23,911","54,649"
,11月,,Nov,"110,356","121,149","-10,792","429,069","425,422","3,647","35,657","40,263","-4,606","-11,752",,,11月,,Nov,"813,706","818,752","-5,047","200,496","198,885","1,612","245,569","238,920","6,649","3,214"
,12月,,Dec,"118,435","123,043","-4,608","348,344","361,515","-13,171","32,074","31,222",852,"-16,928",,,12月,,Dec,"727,894","733,433","-5,539","193,314","202,178","-8,864","152,931","189,743","-36,812","-51,214"
令和7年,1月,2025,Jan,"123,654","109,475","14,179","511,655","504,771","6,884","40,629","31,952","8,677","29,740",,令和7年,1月,2025,Jan,"743,955","736,877","7,078","246,224","226,558","19,666","248,367","211,325","37,043","63,787"
