,,,,株式・投資ファンド持分,,,中長期債,,,短期債,,,合計,,,,,,株式・投資ファンド持分,,,中長期債,,,短期債,,,合計
,,,,Equity and investment fund shares,,,Long-term debt securities,,,Short-term debt securities,,,Total,,,,,,Equity and investment fund shares,,,Long-term debt securities,,,Short-term debt securities,,,Total
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,ネット,,,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net,,,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net
（暦年）,,,,,,,,,,,,,,,（暦年）,,,,,,,,,,,,,
(Annual figures),,,,,,,,,,,,,,,(Annual figures),,,,,,,,,,,,,
,9月,,Sep,          --,          --,"6,413",          --,          --,"30,708",          --,          --,630,"37,750",,,9月,,Sep,          --,          --,"-25,905",          --,          --,"10,802",          --,          --,"3,497","-11,605"
,10月,,Oct,          --,          --,"1,687",          --,          --,"-2,841",          --,          --,"-2,689","-3,843",,,10月,,Oct,          --,          --,"20,660",          --,          --,"-15,368",          --,          --,"-1,895","3,397"
,11月,,Nov,          --,          --,"-1,506",          --,          --,"16,091",          --,          --,"3,136","17,721",,,11月,,Nov,          --,          --,"2,226",          --,          --,"1,094",          --,          --,"2,174","5,494"
,12月,,Dec,          --,          --,"-2,141",          --,          --,"12,660",          --,          --,"-1,204","9,315",,,12月,,Dec,          --,          --,-40,          --,          --,"15,921",          --,          --,"2,191","18,072"
平成15年,1月,2003,Jan,          --,          --,"1,685",          --,          --,730,          --,          --,"2,124","4,539",,平成15年,1月,2003,Jan,          --,          --,"4,711",          --,          --,"-6,417",          --,          --,460,"-1,246"
,2月,,Feb,          --,          --,"3,083",          --,          --,"12,060",          --,          --,"-1,762","13,381",,,2月,,Feb,          --,          --,"-7,211",          --,          --,416,          --,          --,"3,269","-3,525"
,3月,,Mar,          --,          --,"2,846",          --,          --,"43,383",          --,          --,"3,084","49,313",,,3月,,Mar,          --,          --,"-14,552",          --,          --,"7,456",          --,          --,"5,163","-1,934"
,4月,,Apr,          --,          --,"-1,174",          --,          --,"-4,143",          --,          --,"-3,265","-8,583",,,4月,,Apr,          --,          --,"26,358",          --,          --,"-13,036",          --,          --,"4,180","17,502"
,5月,,May,          --,          --,"-1,645",          --,          --,"36,725",          --,          --,128,"35,208",,,5月,,May,          --,          --,"7,547",          --,          --,"-6,522",          --,          --,"-4,442","-3,417"
,6月,,Jun,          --,          --,"-2,505",          --,          --,"46,830",          --,          --,"-3,557","40,768",,,6月,,Jun,          --,          --,"10,069",          --,          --,"2,978",          --,          --,"-2,774","10,273"
,7月,,Jul,          --,          --,-329,          --,          --,"-15,319",          --,          --,"3,742","-11,906",,,7月,,Jul,          --,          --,"22,479",          --,          --,"-6,747",          --,          --,"3,594","19,326"
,8月,,Aug,          --,          --,"-1,600",          --,          --,"2,177",          --,          --,"-1,149",-572,,,8月,,Aug,          --,          --,"12,712",          --,          --,"-7,195",          --,          --,"-1,211","4,306"
,9月,,Sep,          --,          --,836,          --,          --,"48,219",          --,          --,"-4,036","45,018",,,9月,,Sep,          --,          --,"-4,233",          --,          --,"-7,157",          --,          --,-271,"-11,661"
,10月,,Oct,          --,          --,"2,431",          --,          --,"-16,734",          --,          --,"-1,147","-15,449",,,10月,,Oct,          --,          --,"27,495",          --,          --,"-4,716",          --,          --,"2,505","25,284"
,11月,,Nov,          --,          --,962,          --,          --,"32,053",          --,          --,-772,"32,243",,,11月,,Nov,          --,          --,"6,247",          --,          --,"9,505",          --,          --,"1,574","17,326"
,12月,,Dec,          --,          --,405,          --,          --,"21,280",          --,          --,-223,"21,463",,,12月,,Dec,          --,          --,"8,367",          --,          --,"8,738",          --,          --,"1,354","18,459"
平成16年,1月,2004,Jan,          --,          --,-736,          --,          --,"-2,208",          --,          --,"1,568","-1,377",,平成16年,1月,2004,Jan,          --,          --,"17,350",          --,          --,"8,295",          --,          --,"21,616","47,261"
,2月,,Feb,          --,          --,-615,          --,          --,"4,447",          --,          --,"-2,806","1,027",,,2月,,Feb,          --,          --,"3,441",          --,          --,"11,914",          --,          --,"4,783","20,139"
,3月,,Mar,          --,          --,"1,166",          --,          --,"33,393",          --,          --,-279,"34,280",,,3月,,Mar,          --,          --,"7,941",          --,          --,"-30,217",          --,          --,"-5,062","-27,338"
,4月,,Apr,          --,          --,"8,277",          --,          --,"-10,693",          --,          --,"-2,209","-4,625",,,4月,,Apr,          --,          --,"24,865",          --,          --,"9,845",          --,          --,"17,229","51,939"
,5月,,May,          --,          --,"2,089",          --,          --,"16,230",          --,          --,"-2,577","15,742",,,5月,,May,          --,          --,"-3,314",          --,          --,"19,308",          --,          --,"-11,366","4,628"
,6月,,Jun,          --,          --,"4,415",          --,          --,"29,879",          --,          --,"1,651","35,944",,,6月,,Jun,          --,          --,"9,852",          --,          --,"-19,619",          --,          --,"9,801",35
,7月,,Jul,          --,          --,"3,796",          --,          --,"2,806",          --,          --,"1,988","8,589",,,7月,,Jul,          --,          --,"9,730",          --,          --,"1,515",          --,          --,"26,506","37,752"
,8月,,Aug,          --,          --,"3,971",          --,          --,"9,858",          --,          --,"-1,210","12,620",,,8月,,Aug,          --,          --,"1,114",          --,          --,"15,413",          --,          --,"-4,825","11,702"
,9月,,Sep,          --,          --,"2,581",          --,          --,"58,067",          --,          --,442,"61,091",,,9月,,Sep,          --,          --,"-12,620",          --,          --,"17,532",          --,          --,"-7,795","-2,883"
,10月,,Oct,          --,          --,"2,982",          --,          --,"-13,822",          --,          --,"-2,610","-13,451",,,10月,,Oct,          --,          --,"23,940",          --,          --,"8,111",          --,          --,-277,"31,774"
,11月,,Nov,          --,          --,"2,808",          --,          --,"33,675",          --,          --,"-2,004","34,478",,,11月,,Nov,          --,          --,"10,341",          --,          --,"3,109",          --,          --,-966,"12,484"
,12月,,Dec,          --,          --,"3,489",          --,          --,-68,          --,          --,"1,355","4,776",,,12月,,Dec,          --,          --,"12,822",          --,          --,"12,883",          --,          --,-700,"25,005"
平成17年,1月,2005,Jan,          --,          --,"1,733",          --,          --,"1,823",          --,          --,"-2,080","1,476",,平成17年,1月,2005,Jan,          --,          --,"11,087",          --,          --,"14,905",          --,          --,"5,645","31,638"
,2月,,Feb,          --,          --,301,          --,          --,"-2,673",          --,          --,"-2,169","-4,541",,,2月,,Feb,          --,          --,"7,068",          --,          --,91,          --,          --,"-5,151","2,009"
,3月,,Mar,          --,          --,545,          --,          --,"33,273",          --,          --,884,"34,703",,,3月,,Mar,          --,          --,"-6,271",          --,          --,-475,          --,          --,"-14,151","-20,898"
,4月,,Apr,          --,          --,"1,503",          --,          --,"2,694",          --,          --,-874,"3,323",,,4月,,Apr,          --,          --,"24,486",          --,          --,"16,793",          --,          --,"5,423","46,702"
,5月,,May,          --,          --,"3,496",          --,          --,"27,892",          --,          --,286,"31,674",,,5月,,May,          --,          --,"2,003",          --,          --,"19,645",          --,          --,-139,"21,510"
,6月,,Jun,          --,          --,"1,676",          --,          --,"16,925",          --,          --,"-1,428","17,172",,,6月,,Jun,          --,          --,"1,073",          --,          --,"9,979",          --,          --,"-4,069","6,983"
,7月,,Jul,          --,          --,"1,194",          --,          --,"24,688",          --,          --,-531,"25,351",,,7月,,Jul,          --,          --,"19,146",          --,          --,"-1,990",          --,          --,"3,381","20,537"
,8月,,Aug,          --,          --,"2,901",          --,          --,"11,783",          --,          --,-816,"13,868",,,8月,,Aug,          --,          --,"12,841",          --,          --,"-3,755",          --,          --,588,"9,674"
,9月,,Sep,          --,          --,"2,894",          --,          --,"56,707",          --,          --,-29,"59,571",,,9月,,Sep,          --,          --,"-12,223",          --,          --,"4,542",          --,          --,"-9,403","-17,084"
,10月,,Oct,          --,          --,"4,513",          --,          --,"4,488",          --,          --,"-2,718","6,283",,,10月,,Oct,          --,          --,"55,881",          --,          --,812,          --,          --,"-2,968","53,724"
,11月,,Nov,          --,          --,801,          --,          --,"8,325",          --,          --,-466,"8,660",,,11月,,Nov,          --,          --,"22,980",          --,          --,"13,644",          --,          --,"15,194","51,818"
,12月,,Dec,          --,          --,"4,096",          --,          --,"15,343",          --,          --,-481,"18,959",,,12月,,Dec,          --,          --,"10,971",          --,          --,"-8,472",          --,          --,"-3,312",-813
平成18年,1月,2006,Jan,          --,          --,"1,547",          --,          --,"-3,064",          --,          --,"-2,415","-3,932",,平成18年,1月,2006,Jan,          --,          --,"24,353",          --,          --,"13,332",          --,          --,"4,012","41,697"
,2月,,Feb,          --,          --,"1,504",          --,          --,"1,022",          --,          --,280,"2,805",,,2月,,Feb,          --,          --,910,          --,          --,"-12,707",          --,          --,"-1,552","-13,349"
,3月,,Mar,          --,          --,612,          --,          --,"28,583",          --,          --,"1,114","30,309",,,3月,,Mar,          --,          --,"-18,688",          --,          --,-792,          --,          --,"2,397","-17,083"
,4月,,Apr,          --,          --,"5,643",          --,          --,"-31,358",          --,          --,"-4,093","-29,807",,,4月,,Apr,          --,          --,"51,849",          --,          --,"-5,158",          --,          --,"2,083","48,774"
,5月,,May,          --,          --,"6,540",          --,          --,"10,394",          --,          --,"-3,025","13,909",,,5月,,May,          --,          --,"-8,458",          --,          --,"30,337",          --,          --,"22,768","44,647"
,6月,,Jun,          --,          --,"2,661",          --,          --,"7,414",          --,          --,"-2,045","8,029",,,6月,,Jun,          --,          --,"-7,476",          --,          --,"28,230",          --,          --,"12,149","32,903"
,7月,,Jul,          --,          --,444,          --,          --,"5,347",          --,          --,"2,123","7,913",,,7月,,Jul,          --,          --,"10,218",          --,          --,"-20,698",          --,          --,"1,401","-9,080"
,8月,,Aug,          --,          --,"2,960",          --,          --,"19,804",          --,          --,-101,"22,663",,,8月,,Aug,          --,          --,"-3,549",          --,          --,"7,724",          --,          --,"5,891","10,066"
,9月,,Sep,          --,          --,758,          --,          --,"38,510",          --,          --,-15,"39,252",,,9月,,Sep,          --,          --,"-36,501",          --,          --,"-2,783",          --,          --,"-13,326","-52,610"
,10月,,Oct,          --,          --,264,          --,          --,"-24,183",          --,          --,462,"-23,456",,,10月,,Oct,          --,          --,"53,653",          --,          --,"16,021",          --,          --,"-4,656","65,019"
,11月,,Nov,          --,          --,"2,370",          --,          --,"9,585",          --,          --,"-1,916","10,038",,,11月,,Nov,          --,          --,"5,025",          --,          --,"22,240",          --,          --,"21,696","48,961"
,12月,,Dec,          --,          --,"3,661",          --,          --,"2,706",          --,          --,"-1,369","4,998",,,12月,,Dec,          --,          --,"12,064",          --,          --,"15,132",          --,          --,"3,540","30,736"
平成19年,1月,2007,Jan,          --,          --,"-2,811",          --,          --,"-4,457",          --,          --,-927,"-8,196",,平成19年,1月,2007,Jan,          --,          --,"25,054",          --,          --,"22,268",          --,          --,946,"48,268"
,2月,,Feb,          --,          --,"6,875",          --,          --,"-10,845",          --,          --,-396,"-4,366",,,2月,,Feb,          --,          --,"7,952",          --,          --,"12,224",          --,          --,"-6,361","13,815"
,3月,,Mar,          --,          --,"5,507",          --,          --,"40,952",          --,          --,"2,435","48,894",,,3月,,Mar,          --,          --,"-41,700",          --,          --,"6,465",          --,          --,"-4,505","-39,739"
,4月,,Apr,          --,          --,"-1,057",          --,          --,"-27,248",          --,          --,"-2,111","-30,416",,,4月,,Apr,          --,          --,"59,981",          --,          --,"1,903",          --,          --,"-14,177","47,707"
,5月,,May,          --,          --,"5,919",          --,          --,"10,920",          --,          --,"-1,874","14,965",,,5月,,May,          --,          --,"5,152",          --,          --,"11,492",          --,          --,"6,413","23,057"
,6月,,Jun,          --,          --,"2,412",          --,          --,"35,349",          --,          --,"-1,366","36,395",,,6月,,Jun,          --,          --,"11,507",          --,          --,"-16,372",          --,          --,"-12,059","-16,925"
,7月,,Jul,          --,          --,"2,568",          --,          --,"-32,137",          --,          --,"2,145","-27,424",,,7月,,Jul,          --,          --,"22,275",          --,          --,"-2,721",          --,          --,"3,937","23,492"
,8月,,Aug,          --,          --,"5,098",          --,          --,"-1,219",          --,          --,-943,"2,937",,,8月,,Aug,          --,          --,"-28,663",          --,          --,"44,595",          --,          --,"24,423","40,355"
,9月,,Sep,          --,          --,"2,567",          --,          --,"95,608",          --,          --,"2,152","100,328",,,9月,,Sep,          --,          --,"-40,481",          --,          --,401,          --,          --,"14,224","-25,855"
,10月,,Oct,          --,          --,196,          --,          --,"-21,306",          --,          --,"-3,453","-24,564",,,10月,,Oct,          --,          --,"51,670",          --,          --,"11,175",          --,          --,"-23,596","39,248"
,11月,,Nov,          --,          --,"2,424",          --,          --,"18,128",          --,          --,-242,"20,309",,,11月,,Nov,          --,          --,"-11,564",          --,          --,"-11,820",          --,          --,"57,035","33,651"
,12月,,Dec,          --,          --,"1,182",          --,          --,"17,003",          --,          --,"-1,164","17,021",,,12月,,Dec,          --,          --,"-7,257",          --,          --,-595,          --,          --,"49,177","41,325"
平成20年,1月,2008,Jan,          --,          --,"7,178",          --,          --,"24,652",          --,          --,-441,"31,388",,平成20年,1月,2008,Jan,          --,          --,"-12,126",          --,          --,"23,254",          --,          --,"-18,480","-7,352"
,2月,,Feb,          --,          --,"5,045",          --,          --,"2,510",          --,          --,813,"8,368",,,2月,,Feb,          --,          --,"-14,910",          --,          --,-592,          --,          --,"13,155","-2,347"
,3月,,Mar,          --,          --,"2,207",          --,          --,"55,614",          --,          --,"2,334","60,155",,,3月,,Mar,          --,          --,"-39,536",          --,          --,"-30,524",          --,          --,"23,753","-46,307"
,4月,,Apr,          --,          --,"1,698",          --,          --,"-47,244",          --,          --,"-1,111","-46,656",,,4月,,Apr,          --,          --,"43,990",          --,          --,"-2,632",          --,          --,"12,480","53,838"
,5月,,May,          --,          --,"2,413",          --,          --,"26,508",          --,          --,"1,240","30,161",,,5月,,May,          --,          --,"9,717",          --,          --,"-4,858",          --,          --,"18,930","23,789"
,6月,,Jun,          --,          --,"1,719",          --,          --,"34,183",          --,          --,"2,107","38,009",,,6月,,Jun,          --,          --,-695,          --,          --,"-1,639",          --,          --,"16,903","14,569"
,7月,,Jul,          --,          --,"3,187",          --,          --,"-17,907",          --,          --,"-1,204","-15,923",,,7月,,Jul,          --,          --,-837,          --,          --,"15,307",          --,          --,269,"14,740"
,8月,,Aug,          --,          --,"-1,471",          --,          --,"-16,646",          --,          --,-690,"-18,806",,,8月,,Aug,          --,          --,"-18,180",          --,          --,"21,870",          --,          --,"6,680","10,369"
,9月,,Sep,          --,          --,"3,160",          --,          --,"33,076",          --,          --,"1,864","38,100",,,9月,,Sep,          --,          --,"-27,935",          --,          --,"-4,768",          --,          --,"-11,471","-44,174"
,10月,,Oct,          --,          --,"13,976",          --,          --,"-1,415",          --,          --,"-3,573","8,988",,,10月,,Oct,          --,          --,"7,907",          --,          --,"-23,931",          --,          --,"1,222","-14,802"
,11月,,Nov,          --,          --,"12,977",          --,          --,-87,          --,          --,"2,053","14,942",,,11月,,Nov,          --,          --,"-12,389",          --,          --,"-18,981",          --,          --,"-6,539","-37,910"
,12月,,Dec,          --,          --,"13,162",          --,          --,"23,257",          --,          --,"2,343","38,761",,,12月,,Dec,          --,          --,"-8,500",          --,          --,"-10,868",          --,          --,"-39,446","-58,815"
平成21年,1月,2009,Jan,          --,          --,"7,792",          --,          --,"1,288",          --,          --,-178,"8,901",,平成21年,1月,2009,Jan,          --,          --,"1,578",          --,          --,"-2,549",          --,          --,"-5,082","-6,053"
,2月,,Feb,          --,          --,"7,429",          --,          --,"35,319",          --,          --,504,"43,253",,,2月,,Feb,          --,          --,"-12,409",          --,          --,"-1,806",          --,          --,"18,865","4,650"
,3月,,Mar,          --,          --,"7,005",          --,          --,"24,085",          --,          --,549,"31,639",,,3月,,Mar,          --,          --,"-25,364",          --,          --,"-8,570",          --,          --,"-5,615","-39,549"
,4月,,Apr,          --,          --,971,          --,          --,"-11,986",          --,          --,"-2,666","-13,681",,,4月,,Apr,          --,          --,"6,169",          --,          --,"-9,502",          --,          --,"24,204","20,871"
,5月,,May,          --,          --,"1,910",          --,          --,"18,730",          --,          --,693,"21,333",,,5月,,May,          --,          --,"5,199",          --,          --,"-13,067",          --,          --,754,"-7,114"
,6月,,Jun,          --,          --,"1,066",          --,          --,"34,838",          --,          --,-408,"35,496",,,6月,,Jun,          --,          --,-138,          --,          --,"-5,657",          --,          --,"-2,913","-8,707"
,7月,,Jul,          --,          --,"1,552",          --,          --,"-8,160",          --,          --,"-1,083","-7,690",,,7月,,Jul,          --,          --,"12,869",          --,          --,"-10,747",          --,          --,"8,567","10,689"
,8月,,Aug,          --,          --,-386,          --,          --,"4,747",          --,          --,-446,"3,915",,,8月,,Aug,          --,          --,968,          --,          --,"9,572",          --,          --,"-22,965","-12,425"
,9月,,Sep,          --,          --,"2,059",          --,          --,"21,714",          --,          --,889,"24,662",,,9月,,Sep,          --,          --,"-15,670",          --,          --,"-14,047",          --,          --,"-2,075","-31,792"
,10月,,Oct,          --,          --,-872,          --,          --,"-34,471",          --,          --,"2,250","-33,092",,,10月,,Oct,          --,          --,"21,904",          --,          --,-80,          --,          --,"11,646","33,470"
,11月,,Nov,          --,          --,"-1,572",          --,          --,"13,003",          --,          --,"1,115","12,546",,,11月,,Nov,          --,          --,"1,432",          --,          --,"-1,327",          --,          --,"-17,115","-17,009"
,12月,,Dec,          --,          --,"1,068",          --,          --,"18,407",          --,          --,-500,"18,976",,,12月,,Dec,          --,          --,"13,851",          --,          --,"-6,975",          --,          --,"-7,133",-257
平成22年,1月,2010,Jan,          --,          --,"-1,145",          --,          --,"-13,662",          --,          --,"-1,997","-16,804",,平成22年,1月,2010,Jan,          --,          --,"22,540",          --,          --,"-6,457",          --,          --,"20,131","36,214"
,2月,,Feb,          --,          --,"3,247",          --,          --,"11,555",          --,          --,28,"14,830",,,2月,,Feb,          --,          --,"-1,951",          --,          --,"5,267",          --,          --,-722,"2,593"
,3月,,Mar,          --,          --,-209,          --,          --,"36,928",          --,          --,-748,"35,972",,,3月,,Mar,          --,          --,"-12,933",          --,          --,"-9,352",          --,          --,"-39,092","-61,377"
,4月,,Apr,          --,          --,"-2,566",          --,          --,"-17,760",          --,          --,134,"-20,192",,,4月,,Apr,          --,          --,"33,328",          --,          --,"5,548",          --,          --,"7,589","46,465"
,5月,,May,          --,          --,"8,713",          --,          --,"12,606",          --,          --,78,"21,398",,,5月,,May,          --,          --,"-10,436",          --,          --,453,          --,          --,"49,819","39,835"
,6月,,Jun,          --,          --,"5,031",          --,          --,"51,439",          --,          --,-622,"55,848",,,6月,,Jun,          --,          --,"-10,041",          --,          --,"-3,491",          --,          --,"-8,197","-21,729"
,7月,,Jul,          --,          --,"3,440",          --,          --,"19,071",          --,          --,866,"23,377",,,7月,,Jul,          --,          --,"5,814",          --,          --,"7,806",          --,          --,"13,592","27,212"
,8月,,Aug,          --,          --,"2,771",          --,          --,"34,914",          --,          --,41,"37,726",,,8月,,Aug,          --,          --,"-5,058",          --,          --,"3,710",          --,          --,"-7,041","-8,389"
,9月,,Sep,          --,          --,"-1,036",          --,          --,"59,894",          --,          --,599,"59,458",,,9月,,Sep,          --,          --,"-21,496",          --,          --,"8,504",          --,          --,"30,890","17,898"
,10月,,Oct,          --,          --,"-1,446",          --,          --,"6,760",          --,          --,-330,"4,984",,,10月,,Oct,          --,          --,"26,031",          --,          --,"3,072",          --,          --,"13,497","42,600"
,11月,,Nov,          --,          --,"1,765",          --,          --,"-13,969",          --,          --,-982,"-13,185",,,11月,,Nov,          --,          --,"7,652",          --,          --,-327,          --,          --,"-8,330","-1,005"
,12月,,Dec,          --,          --,668,          --,          --,"20,574",          --,          --,572,"21,814",,,12月,,Dec,          --,          --,"1,065",          --,          --,"-9,657",          --,          --,"-13,513","-22,106"
平成23年,1月,2011,Jan,          --,          --,"-1,690",          --,          --,"7,508",          --,          --,"-2,693","3,126",,平成23年,1月,2011,Jan,          --,          --,"15,579",          --,          --,"10,530",          --,          --,"56,235","82,344"
,2月,,Feb,          --,          --,"-1,785",          --,          --,"7,553",          --,          --,525,"6,293",,,2月,,Feb,          --,          --,"3,042",          --,          --,"7,940",          --,          --,"2,562","13,544"
,3月,,Mar,          --,          --,268,          --,          --,"54,225",          --,          --,-160,"54,332",,,3月,,Mar,          --,          --,"-6,950",          --,          --,"4,455",          --,          --,"-22,769","-25,264"
,4月,,Apr,          --,          --,"-6,584",          --,          --,"-40,878",          --,          --,"1,132","-46,329",,,4月,,Apr,          --,          --,"26,484",          --,          --,"17,996",          --,          --,"3,949","48,428"
,5月,,May,          --,          --,"2,704",          --,          --,"-8,371",          --,          --,"-1,421","-7,089",,,5月,,May,          --,          --,-654,          --,          --,"21,526",          --,          --,"8,183","29,055"
,6月,,Jun,          --,          --,"6,224",          --,          --,"33,963",          --,          --,720,"40,908",,,6月,,Jun,          --,          --,"-4,627",          --,          --,"-16,368",          --,          --,"15,027","-5,968"
,7月,,Jul,          --,          --,"2,352",          --,          --,"-23,217",          --,          --,-49,"-20,914",,,7月,,Jul,          --,          --,"9,241",          --,          --,673,          --,          --,"6,615","16,528"
,8月,,Aug,          --,          --,"6,444",          --,          --,661,          --,          --,-833,"6,272",,,8月,,Aug,          --,          --,"-22,801",          --,          --,"1,992",          --,          --,"58,988","38,179"
,9月,,Sep,          --,          --,"4,847",          --,          --,"57,785",          --,          --,"-1,118","61,514",,,9月,,Sep,          --,          --,"-20,297",          --,          --,682,          --,          --,"17,159","-2,456"
,10月,,Oct,          --,          --,"-1,582",          --,          --,"-16,057",          --,          --,536,"-17,103",,,10月,,Oct,          --,          --,"20,670",          --,          --,-505,          --,          --,"-31,575","-11,409"
,11月,,Nov,          --,          --,-956,          --,          --,"-16,269",          --,          --,-970,"-18,195",,,11月,,Nov,          --,          --,"-4,703",          --,          --,"-10,177",          --,          --,"20,829","5,949"
,12月,,Dec,          --,          --,-598,          --,          --,"18,134",          --,          --,"-2,924","14,611",,,12月,,Dec,          --,          --,"-8,985",          --,          --,"1,385",          --,          --,"31,339","23,740"
平成24年,1月,2012,Jan,          --,          --,"-3,199",          --,          --,546,          --,          --,-955,"-3,608",,平成24年,1月,2012,Jan,          --,          --,"7,650",          --,          --,801,          --,          --,"4,118","12,570"
,2月,,Feb,          --,          --,"-2,029",          --,          --,"21,780",          --,          --,-291,"19,459",,,2月,,Feb,          --,          --,"2,670",          --,          --,"-1,165",          --,          --,"6,885","8,391"
,3月,,Mar,          --,          --,"-3,136",          --,          --,"32,067",          --,          --,-834,"28,097",,,3月,,Mar,          --,          --,"-14,885",          --,          --,"-15,573",          --,          --,"-13,881","-44,339"
,4月,,Apr,          --,          --,-738,          --,          --,"-41,878",          --,          --,"-1,013","-43,629",,,4月,,Apr,          --,          --,"26,239",          --,          --,"10,019",          --,          --,"7,891","44,149"
,5月,,May,          --,          --,"1,633",          --,          --,"18,259",          --,          --,30,"19,922",,,5月,,May,          --,          --,"-5,559",          --,          --,"4,414",          --,          --,"13,813","12,667"
,6月,,Jun,          --,          --,"1,776",          --,          --,"34,755",          --,          --,"1,127","37,658",,,6月,,Jun,          --,          --,"-2,701",          --,          --,"9,580",          --,          --,"4,230","11,109"
,7月,,Jul,          --,          --,-551,          --,          --,"-1,461",          --,          --,414,"-1,598",,,7月,,Jul,          --,          --,"1,184",          --,          --,"8,708",          --,          --,"4,347","14,239"
,8月,,Aug,          --,          --,"-2,926",          --,          --,"19,382",          --,          --,616,"17,072",,,8月,,Aug,          --,          --,"-9,181",          --,          --,"7,769",          --,          --,"14,862","13,450"
,9月,,Sep,          --,          --,"-3,920",          --,          --,"32,723",          --,          --,523,"29,327",,,9月,,Sep,          --,          --,"-17,106",          --,          --,"4,138",          --,          --,"6,373","-6,594"
,10月,,Oct,          --,          --,"-1,167",          --,          --,"-13,197",          --,          --,88,"-14,276",,,10月,,Oct,          --,          --,"25,136",          --,          --,"8,995",          --,          --,"-35,239","-1,107"
,11月,,Nov,          --,          --,279,          --,          --,"10,176",          --,          --,"-1,185","9,270",,,11月,,Nov,          --,          --,"4,436",          --,          --,"2,494",          --,          --,"34,729","41,659"
,12月,,Dec,          --,          --,"-3,901",          --,          --,"19,180",          --,          --,-728,"14,551",,,12月,,Dec,          --,          --,"11,155",          --,          --,"-13,529",          --,          --,"-16,010","-18,384"
平成25年,1月,2013,Jan,          --,          --,"-10,195",          --,          --,"-17,919",          --,          --,"-1,670","-29,784",,平成25年,1月,2013,Jan,          --,          --,"18,628",          --,          --,"3,632",          --,          --,"21,692","43,952"
,2月,,Feb,          --,          --,"-14,288",          --,          --,"-25,773",          --,          --,-763,"-40,825",,,2月,,Feb,          --,          --,"4,025",          --,          --,"3,313",          --,          --,"-4,676","2,662"
,3月,,Mar,          --,          --,"-15,151",          --,          --,"6,754",          --,          --,-613,"-9,010",,,3月,,Mar,          --,          --,"3,217",          --,          --,"-12,311",          --,          --,"-24,874","-33,969"
,4月,,Apr,          --,          --,"-2,735",          --,          --,"-31,242",          --,          --,-276,"-34,252",,,4月,,Apr,          --,          --,"60,485",          --,          --,"10,250",          --,          --,"13,049","83,784"
,5月,,May,          --,          --,"-4,178",          --,          --,"-20,313",          --,          --,-487,"-24,978",,,5月,,May,          --,          --,"13,432",          --,          --,"-8,323",          --,          --,"15,200","20,309"
,6月,,Jun,          --,          --,"-2,960",          --,          --,"-16,045",          --,          --,"2,398","-16,608",,,6月,,Jun,          --,          --,-351,          --,          --,"-5,267",          --,          --,"-12,661","-18,279"
,7月,,Jul,          --,          --,"-5,007",          --,          --,"8,600",          --,          --,601,"4,194",,,7月,,Jul,          --,          --,"19,872",          --,          --,"8,697",          --,          --,"-22,887","5,681"
,8月,,Aug,          --,          --,86,          --,          --,"1,212",          --,          --,"-1,524",-225,,,8月,,Aug,          --,          --,"-13,944",          --,          --,-984,          --,          --,"11,778","-3,150"
,9月,,Sep,          --,          --,"-2,773",          --,          --,"32,247",          --,          --,"-1,761","27,713",,,9月,,Sep,          --,          --,"-8,750",          --,          --,-901,          --,          --,"-11,918","-21,569"
,10月,,Oct,          --,          --,"-1,771",          --,          --,"-1,308",          --,          --,756,"-2,323",,,10月,,Oct,          --,          --,"35,604",          --,          --,"6,095",          --,          --,"29,179","70,878"
,11月,,Nov,          --,          --,"-2,954",          --,          --,"26,706",          --,          --,"3,896","27,647",,,11月,,Nov,          --,          --,"21,981",          --,          --,"-4,797",          --,          --,"12,292","29,476"
,12月,,Dec,          --,          --,"-4,338",          --,          --,"18,519",          --,          --,"2,032","16,213",,,12月,,Dec,          --,          --,"12,721",          --,          --,"-6,230",          --,          --,"-2,854","3,637"
平成26年,1月,2014,Jan,"39,117","38,430",687,"221,400","247,879","-26,479","12,457","12,624",-166,"-25,958",,平成26年,1月,2014,Jan,"375,050","385,050","-10,000","59,462","56,907","2,554","202,268","157,920","44,348","36,902"
,2月,,Feb,"34,240","37,432","-3,191","205,752","208,660","-2,908","13,424","12,302","1,122","-4,978",,,2月,,Feb,"358,652","360,208","-1,556","56,091","56,274",-183,"145,642","157,892","-12,250","-13,989"
,3月,,Mar,"40,539","42,552","-2,013","294,132","311,485","-17,353","16,466","15,054","1,412","-17,954",,,3月,,Mar,"343,107","354,070","-10,963","79,284","76,558","2,726","174,755","202,119","-27,365","-35,602"
,4月,,Apr,"46,484","41,484","5,000","276,805","273,216","3,588","14,574","13,765",809,"9,398",,,4月,,Apr,"306,768","303,910","2,858","64,223","52,112","12,111","174,648","155,739","18,908","33,877"
,5月,,May,"42,489","38,140","4,349","348,300","323,206","25,094","11,411","11,111",300,"29,743",,,5月,,May,"298,978","299,393",-415,"60,229","48,760","11,469","188,251","167,932","20,319","31,373"
