,7月,,Jul,"39,623","39,663",-40,"1,665","1,261",404,179,472,-294,456,217,240,146,71,75,44,12,32,785,437,348,3,0,3,0,0,0,50,51,-1,          --,0,0,1,          --,1,          --,0,0,"1,154","1,812",-659,"1,136","1,795",-660,18,17,1,308,74,235,          --,2,-2,          --,0,0,229,15,213,45,636,-591,40,585,-545,3,          --,3,"36,433","35,881",552,723,377,347,"24,764","24,992",-227,255,25,230,"6,705","6,657",48,3,32,-29,86,236,-150,258,59,199,683,400,283,668,592,76,21,12,10,          --,0,0,18,0,18,          --,          --,          --,30,0,30,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"37,655","38,292",-637,839,488,351,"35,749","35,467",282,          --,0,0
,8月,,Aug,"23,709","22,546","1,163","2,001","1,394",608,132,122,10,377,171,206,168,71,97,44,2,42,810,688,122,425,290,135,1,0,1,39,49,-10,4,1,3,          --,          --,          --,          --,          --,          --,"1,299","1,122",177,"1,281","1,085",195,19,37,-18,110,84,27,0,4,-4,          --,0,0,24,40,-16,55,15,40,48,9,38,3,1,2,"20,224","19,931",293,472,638,-166,"8,064","8,487",-424,435,120,315,"7,032","6,992",39,1,6,-4,77,31,47,522,55,468,191,617,-426,873,781,92,9,2,6,          --,0,0,19,1,18,          --,          --,          --,30,0,30,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"21,596","21,068",528,"1,279","1,028",251,"20,031","19,307",724,          --,0,0
,9月,,Sep,"28,286","24,773","3,513","2,733","1,951",782,695,188,506,461,329,132,195,223,-28,89,2,87,"1,136","1,139",-2,0,25,-25,3,          --,3,152,44,108,1,          --,1,          --,0,0,1,          --,1,"1,888","1,189",698,"1,839","1,172",667,49,18,31,158,174,-16,5,0,5,          --,0,0,24,117,-92,804,65,739,800,65,735,4,0,4,"22,673","21,393","1,280",738,467,271,"9,433","9,288",145,657,244,414,"8,598","8,724",-126,6,8,-3,261,85,176,206,104,102,"1,332",598,734,922,"1,188",-267,19,4,15,1,          --,1,19,0,19,          --,          --,          --,30,0,30,          --,          --,          --,11,0,11,          --,0,0,          --,          --,          --,          --,          --,          --,"25,441","22,650","2,791","1,292","1,208",84,"21,338","20,773",565,12,          --,12
,10月,,Oct,"25,382","26,221",-840,"2,041","3,146","-1,106",200,594,-393,599,"1,447",-848,173,118,54,43,1,42,972,808,164,7,          --,7,          --,0,0,43,178,-134,3,          --,3,          --,          --,          --,          --,          --,          --,"1,407","1,172",236,"1,393","1,145",248,15,27,-12,150,138,12,          --,0,0,          --,0,0,44,98,-55,66,679,-613,58,679,-621,3,          --,3,"21,696","21,086",610,589,719,-130,"8,474","8,475",-1,390,101,289,"9,004","8,625",379,1,11,-11,171,310,-139,254,114,139,762,761,1,"1,706","1,647",59,5,          --,5,          --,0,0,21,0,21,          --,          --,          --,33,0,33,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"23,195","22,935",260,"1,026",986,40,"20,931","20,306",625,0,0,0
,11月,,Nov,"17,318","16,710",608,"1,471","1,258",213,120,201,-80,285,240,45,162,102,60,65,66,-2,790,592,198,0,12,-11,          --,0,0,46,44,2,1,          --,1,          --,          --,          --,          --,          --,          --,"3,412","3,156",256,"3,383","3,139",244,29,16,12,87,190,-103,          --,          --,          --,          --,0,0,35,158,-123,101,18,83,78,1,77,4,          --,4,"12,165","12,088",77,618,551,67,"3,595","3,466",129,264,73,192,"5,953","5,964",-11,1,10,-9,142,205,-63,180,171,9,222,495,-273,681,712,-32,5,4,1,          --,          --,          --,82,0,82,          --,          --,          --,30,0,30,          --,          --,          --,1,0,0,          --,          --,          --,          --,          --,          --,          --,          --,          --,"15,768","15,310",457,838,648,189,"11,941","11,580",361,0,          --,0
,12月,,Dec,"45,297","41,098","4,199","4,854","1,922","2,932",823,219,604,"2,433",436,"1,998",199,79,119,125,51,74,"1,081","1,068",14,29,          --,29,2,5,-2,158,44,114,2,20,-18,          --,          --,          --,          --,0,0,"23,682","21,688","1,994","23,680","21,686","1,995",1,2,-1,377,382,-5,16,0,16,          --,0,0,256,237,19,715,31,684,704,30,673,3,1,3,"15,619","17,067","-1,449",736,506,231,"2,219","2,717",-498,287,548,-261,"8,679","8,515",164,4,37,-33,139,285,-147,"1,660","1,556",104,233,407,-174,698,846,-148,26,0,26,          --,          --,          --,48,7,41,          --,          --,          --,12,6,5,          --,          --,          --,3,          --,3,2,          --,2,          --,          --,          --,          --,          --,          --,"40,183","38,837","1,346","1,273","1,137",136,"15,377","16,641","-1,264",          --,          --,          --
平成27年,1月,2015,Jan,"18,598","19,190",-591,"2,416","2,354",62,276,638,-362,819,810,8,97,69,28,54,9,45,"1,072",650,423,43,27,16,          --,2,-2,54,148,-94,1,          --,1,          --,1,-1,          --,          --,          --,"2,284","2,164",120,"2,249","2,137",112,35,27,8,356,188,169,          --,3,-3,          --,0,0,241,119,123,39,637,-598,35,637,-602,3,          --,3,"13,496","13,832",-336,575,603,-29,"3,162","3,236",-74,293,29,264,"7,496","7,599",-103,15,9,7,130,332,-202,210,234,-24,318,451,-133,"1,063","1,032",31,12,13,-1,          --,          --,          --,6,12,-7,          --,          --,          --,19,0,19,          --,          --,          --,1,3,-2,          --,          --,          --,          --,          --,          --,          --,          --,          --,"15,859","16,657",-798,"1,170",827,343,"13,175","13,366",-191,          --,0,0
,2月,,Feb,"16,184","14,692","1,491","1,755","1,570",186,137,183,-45,249,188,61,174,103,71,41,1,41,"1,049","1,052",-4,19,2,17,27,3,24,53,38,15,5,          --,5,          --,          --,          --,1,0,0,"4,665","5,270",-605,"4,624","5,241",-617,42,29,12,299,77,222,          --,          --,          --,          --,0,0,177,38,139,205,136,69,67,2,65,3,          --,3,"9,266","7,638","1,628",536,476,60,"2,079","2,212",-133,267,33,234,"4,450","3,880",570,1,10,-10,227,42,185,686,198,487,575,454,121,244,235,9,7,          --,7,          --,          --,          --,-6,1,-7,          --,          --,          --,6,          --,6,          --,          --,          --,          --,0,0,          --,          --,          --,          --,          --,          --,          --,          --,          --,"14,029","12,907","1,123","1,153","1,095",58,"8,686","7,161","1,525",          --,          --,          --
,3月,,Mar,"16,533","13,413","3,119","3,100","1,769","1,330",674,174,500,418,222,196,200,104,96,82,1,81,"1,238","1,061",177,256,101,156,17,0,17,212,92,119,2,          --,2,          --,          --,          --,          --,1,-1,"3,623","2,949",675,"3,591","2,920",672,32,29,3,279,424,-145,2,0,2,          --,0,0,201,365,-164,644,"1,051",-407,639,"1,038",-399,3,          --,3,"8,885","7,214","1,671",916,618,298,"2,893","2,191",702,431,335,96,"1,060","1,213",-153,39,27,12,195,53,142,302,265,38,"1,320",567,753,"1,103","1,332",-228,11,4,7,          --,          --,          --,2,7,-5,          --,          --,          --,16,2,14,          --,          --,          --,0,          --,0,          --,          --,          --,          --,          --,          --,          --,          --,          --,"13,220","11,200","2,020","1,725","1,254",471,"7,560","6,625",935,7,          --,7
,4月,,Apr,"19,866","19,951",-85,"1,994","1,990",4,130,463,-333,478,239,239,111,98,13,44,4,41,"1,038",881,158,130,223,-93,          --,0,0,61,81,-20,1,0,1,          --,          --,          --,          --,          --,          --,"4,000","3,898",102,"3,975","3,868",107,25,30,-5,109,52,57,          --,2,-2,0,0,0,65,21,43,63,632,-570,62,632,-570,0,          --,0,"13,629","13,373",256,510,759,-249,"8,073","8,406",-333,428,108,320,"2,187","1,510",677,4,40,-36,207,356,-150,303,179,125,515,783,-268,"1,277","1,161",115,6,3,3,          --,2,-2,71,5,66,          --,          --,          --,20,0,19,          --,          --,          --,          --,0,0,          --,0,0,          --,          --,          --,          --,          --,          --,"17,784","17,912",-127,"1,230","1,185",45,"13,111","12,545",566,          --,2,-2
,5月,,May,"11,809","9,973","1,836","1,747",984,762,66,52,15,657,243,415,140,37,103,115,2,113,709,546,163,12,          --,12,3,          --,3,43,99,-57,          --,3,-3,          --,          --,          --,          --,          --,          --,"2,507","1,509",998,"2,484","1,482","1,001",24,27,-3,137,106,31,          --,          --,          --,          --,0,0,93,66,27,44,29,15,44,29,15,0,          --,0,"7,350","7,345",5,701,687,14,"3,924","3,402",522,389,175,214,"1,165","1,017",148,4,12,-8,204,218,-14,117,142,-25,203,652,-449,506,842,-336,1,          --,1,          --,          --,          --,13,0,13,          --,          --,          --,27,0,27,          --,          --,          --,11,          --,11,          --,          --,          --,          --,          --,          --,          --,          --,          --,"10,003","8,885","1,118",767,650,117,"7,144","6,679",465,4,          --,4
,6月,,Jun,"20,822","21,955","-1,133","2,406","2,140",266,677,297,380,362,787,-425,135,73,62,52,2,50,915,935,-21,115,0,115,15,          --,15,134,45,88,1,1,0,0,          --,0,0,          --,0,"2,074","1,629",445,"2,041","1,599",442,33,30,3,111,93,19,          --,2,-2,10,0,10,55,25,30,524,23,501,524,23,501,0,1,-1,"15,697","18,052","-2,355",312,241,71,"8,317","11,319","-3,002",460,744,-284,"2,052","1,811",241,91,15,76,629,587,42,316,191,125,"1,386",954,432,"1,100","1,222",-122,852,838,14,1,0,1,9,11,-2,          --,          --,          --,22,0,22,          --,          --,          --,          --,6,-6,          --,          --,          --,          --,          --,          --,          --,          --,          --,"18,331","19,721","-1,390","1,180",982,198,"14,302","17,092","-2,790",1,1,0
,7月,,Jul,"13,376","17,126","-3,750","2,550","1,850",700,240,408,-167,363,238,126,165,54,111,444,          --,444,"1,205",874,330,24,144,-121,25,0,25,78,132,-54,4,          --,4,          --,          --,          --,          --,0,0,"1,061","1,134",-73,"1,046","1,109",-63,16,25,-10,321,"3,243","-2,922",1,2,-2,22,1,21,234,"3,194","-2,960",126,546,-420,56,474,-418,0,3,-3,"9,296","10,343","-1,047",499,650,-151,"4,611","5,685","-1,074",420,43,377,"1,537","1,361",175,279,7,272,277,467,-190,188,79,109,217,758,-542,"1,133","1,149",-16,1,1,0,          --,0,0,15,10,5,          --,          --,          --,28,0,28,          --,          --,          --,7,          --,7,          --,          --,          --,          --,          --,          --,          --,          --,          --,"10,845","11,967","-1,122","1,335","1,151",184,"9,076","9,560",-484,14,0,14
,8月,,Aug,"10,091","9,472",619,"2,297","1,773",524,339,194,144,391,354,37,126,79,47,51,5,46,"1,189","1,071",118,115,4,110,24,24,0,57,41,16,1,          --,1,          --,          --,          --,          --,          --,          --,"2,380","2,472",-92,"2,363","2,450",-87,18,23,-5,161,15,146,          --,          --,          --,0,0,0,49,4,45,216,135,80,80,1,79,0,          --,0,"5,025","5,068",-43,462,442,20,"1,153","1,333",-180,534,218,317,"1,776","1,855",-79,7,9,-2,222,258,-36,231,183,48,184,92,92,337,455,-118,3,          --,3,          --,          --,          --,11,5,5,1,          --,1,23,          --,23,          --,          --,          --,2,3,-2,          --,1,-1,          --,          --,          --,          --,          --,          --,"7,520","7,551",-32,"1,386","1,141",245,"4,836","4,961",-125,          --,          --,          --
,9月,,Sep,"12,366","13,734","-1,368","2,726","1,789",937,560,276,284,334,162,173,114,72,43,91,12,79,"1,269","1,176",93,157,19,138,28,24,4,169,49,120,2,          --,2,1,          --,1,0,0,0,"1,809","1,136",673,"1,797","1,119",678,12,17,-5,130,114,16,          --,3,-3,1,0,1,75,20,55,474,10,464,468,10,457,0,          --,0,"7,203","10,678","-3,474",553,"4,726","-4,173","1,971","1,117",855,431,299,133,"2,157","2,408",-251,6,12,-5,473,266,207,138,264,-126,170,147,22,"1,165","1,334",-169,10,          --,10,          --,0,0,23,5,17,          --,          --,          --,36,0,36,          --,          --,          --,1,1,0,          --,          --,          --,          --,          --,          --,          --,          --,          --,"9,552","11,835","-2,283","1,626","1,268",358,"7,027","10,505","-3,478",          --,0,0
,10月,,Oct,"10,585","9,281","1,304","2,449","2,070",379,386,727,-341,393,257,136,127,70,57,79,4,75,"1,243",787,456,52,          --,52,63,28,35,70,187,-117,5,2,4,          --,          --,          --,30,          --,30,"1,845","1,121",724,"1,828","1,104",724,17,17,0,186,64,122,          --,0,0,          --,0,0,88,24,64,55,438,-383,53,438,-384,0,          --,0,"6,030","5,587",442,448,435,12,"1,508","1,344",164,450,166,284,"1,782","1,621",161,4,10,-6,245,447,-202,128,214,-85,239,180,59,"1,058","1,123",-64,          --,3,-3,          --,0,0,20,          --,20,          --,          --,          --,33,          --,33,          --,          --,          --,          --,2,-2,          --,1,-1,          --,          --,          --,          --,          --,          --,"7,992","7,150",842,"1,433","1,007",426,"5,788","5,398",390,          --,0,0
,11月,,Nov,"12,365","10,057","2,308","2,921","2,213",708,428,351,77,652,309,343,113,56,56,64,9,55,"1,539","1,264",275,8,99,-92,30,62,-32,72,58,14,4,2,2,0,          --,0,1,          --,1,"3,849","2,102","1,747","3,832","2,059","1,774",17,44,-26,166,58,108,18,0,18,22,0,22,65,16,49,39,9,30,37,9,28,0,          --,0,"5,377","5,670",-292,477,810,-333,"1,570",976,594,465,300,165,"1,520","1,484",36,27,11,16,361,299,62,43,44,-1,207,185,22,555,505,50,2,8,-6,          --,          --,          --,13,5,8,          --,          --,          --,26,          --,26,          --,          --,          --,          --,1,-1,          --,1,-1,          --,          --,          --,          --,          --,          --,"9,331","7,793","1,538","1,653","1,486",167,"5,165","5,476",-311,          --,          --,          --
,12月,,Dec,"14,946","12,425","2,521","3,228","2,314",913,"1,165",544,621,499,616,-117,244,81,164,77,14,63,"1,045",923,121,116,22,94,15,          --,15,65,97,-32,2,1,1,0,          --,0,          --,1,-1,"2,388","1,867",522,"2,370","1,846",524,18,21,-2,223,444,-222,          --,0,0,          --,0,0,120,398,-278,491,43,448,488,42,445,1,1,0,"8,439","7,729",710,745,442,303,"1,657","1,561",96,464,84,381,"3,035","2,562",473,32,12,20,558,382,176,199,344,-145,243,386,-143,"1,363","1,262",100,3,          --,3,0,          --,0,173,10,163,          --,          --,          --,56,0,56,          --,          --,          --,3,17,-14,2,          --,2,          --,          --,          --,          --,          --,          --,"11,520","9,663","1,857","1,243","1,044",199,"8,193","7,319",874,0,          --,0
平成28年,1月,2016,Jan,"10,922","10,714",208,"1,846","2,082",-235,391,917,-526,421,278,143,158,126,31,49,20,29,628,467,160,106,39,67,30,34,-3,62,186,-124,1,1,0,1,0,1,          --,          --,          --,"1,365","1,363",2,"1,338","1,340",-2,26,22,4,72,38,34,          --,1,-1,          --,0,0,18,4,13,113,486,-374,44,417,-373,0,0,-1,"7,493","6,727",766,316,392,-76,"2,248","2,168",80,559,222,337,"2,876","2,142",733,2,12,-10,275,553,-277,25,106,-81,167,68,99,"1,003","1,030",-26,1,1,0,          --,0,0,34,19,15,          --,          --,          --,35,14,21,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"8,948","8,531",417,828,728,100,"7,325","6,643",682,1,0,1
,2月,,Feb,"13,491","10,362","3,129","1,652","1,076",576,212,196,16,342,213,130,104,67,37,51,2,49,834,509,325,10,          --,10,31,28,3,65,56,9,2,4,-2,          --,          --,          --,0,1,0,"1,822","1,264",558,"1,804","1,202",602,18,61,-43,86,118,-32,          --,          --,          --,          --,6,-6,36,93,-57,177,157,20,41,          --,41,0,23,-23,"9,720","7,733","1,987",238,163,74,"4,858","4,243",615,455,41,414,"2,804","2,401",403,2,9,-7,367,251,116,163,52,111,332,96,235,444,422,22,4,          --,4,          --,          --,          --,34,14,19,          --,          --,          --,35,9,26,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"11,627","9,026","2,601",943,598,345,"9,385","7,618","1,767",1,          --,1
,3月,,Mar,"31,382","21,089","10,293","3,743","2,480","1,264",995,261,734,492,"1,007",-515,195,141,54,141,6,136,"1,443",876,567,328,82,246,32,28,4,111,77,34,5,0,4,          --,          --,          --,1,1,0,"4,293","2,789","1,504","4,264","2,762","1,502",30,27,2,241,86,155,          --,          --,          --,1,0,1,149,58,92,551,10,541,549,9,540,0,0,0,"22,510","15,705","6,805",637,414,223,"9,075","7,223","1,851",776,95,682,"9,484","5,873","3,611",2,13,-11,645,368,277,199,118,81,197,96,101,"1,367","1,317",49,3,6,-3,          --,1,-1,37,19,18,          --,          --,          --,38,3,35,          --,          --,          --,6,          --,6,2,          --,2,          --,          --,          --,          --,          --,          --,"27,493","18,524","8,969","1,918","1,063",855,"22,309","15,608","6,701",          --,1,-1
,4月,,Apr,"30,328","31,163",-835,"2,367","2,515",-148,343,689,-346,410,278,132,170,107,63,56,93,-38,"1,195","1,103",92,109,183,-74,2,2,1,81,60,21,0,          --,0,          --,          --,          --,          --,0,0,"10,026","9,494",532,"9,990","9,479",511,36,15,21,291,54,237,          --,1,-1,52,0,52,174,27,147,87,539,-452,74,539,-465,0,          --,0,"17,539","18,552","-1,013",425,540,-115,"10,368","10,663",-296,858,70,789,"4,178","5,316","-1,139",2,10,-8,377,578,-201,22,127,-104,180,155,25,"1,061","1,056",6,4,1,3,          --,0,0,18,8,10,          --,          --,          --,20,2,17,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"27,692","28,686",-994,"1,388","1,347",41,"17,356","18,370","-1,014",          --,0,0
,5月,,May,"34,095","30,028","4,068","3,596","3,336",260,304,282,21,289,212,78,121,79,42,48,4,44,"2,738","2,668",71,2,11,-9,28,29,-1,57,51,6,5,          --,5,          --,          --,          --,          --,1,-1,"10,682","9,728",954,"10,662","9,712",950,21,16,4,76,135,-60,          --,21,-21,          --,0,0,30,          --,30,50,29,21,41,29,12,-1,0,-1,"19,623","16,791","2,832",408,395,12,"10,783","9,940",843,400,95,305,"6,677","5,365","1,312",20,16,4,674,343,331,78,24,54,127,133,-6,427,446,-18,3,0,3,          --,          --,          --,59,5,54,          --,          --,          --,29,          --,29,          --,          --,          --,9,3,6,1,3,-2,          --,          --,          --,          --,          --,          --,"30,424","26,578","3,846","2,831","2,759",72,"19,492","16,635","2,858",          --,          --,          --
,6月,,Jun,"48,323","35,538","12,785","15,463","3,177","12,286",570,341,229,"1,669",355,"1,314",138,92,46,62,12,50,"12,713","2,294","10,419",135,0,135,23,27,-3,144,55,89,6,          --,6,          --,          --,          --,1,3,-2,"15,234","14,737",497,"15,218","14,712",505,16,25,-8,273,187,86,0,3,-3,0,0,0,112,135,-24,548,34,514,543,26,517,-1,1,-1,"16,802","17,398",-595,533,319,214,"8,084","8,258",-175,400,342,58,"5,543","5,930",-387,17,11,6,523,428,95,140,97,43,155,173,-18,"1,318","1,252",66,11,14,-3,          --,0,0,2,3,-1,          --,          --,          --,4,3,1,          --,          --,          --,1,2,-1,1,2,-1,          --,          --,          --,          --,          --,          --,"32,640","32,173",467,"13,022","2,375","10,646","16,645","17,204",-560,          --,0,0
,7月,,Jul,"47,091","28,539","18,552","19,640","4,773","14,867",336,471,-135,384,238,146,137,117,20,60,1,59,"18,174","3,560","14,614",419,189,229,26,28,-2,89,166,-78,2,3,-1,          --,          --,          --,1,          --,1,"11,658","11,385",273,"11,642","11,371",271,16,14,2,653,165,488,          --,1,-1,          --,0,0,581,114,466,124,504,-380,64,504,-440,-1,          --,-1,"15,007","11,705","3,302",803,686,117,"5,918","4,395","1,523",556,172,384,"5,612","4,678",934,66,14,52,545,732,-187,305,45,260,353,84,269,725,726,-1,90,88,2,1,          --,1,7,6,0,          --,          --,          --,8,6,2,          --,          --,          --,2,          --,2,2,          --,2,          --,          --,          --,          --,          --,          --,"26,786","23,596","3,190","18,710","3,946","14,764","14,651","11,608","3,043",1,          --,1
,8月,,Aug,"36,195","48,892","-12,697","8,498","29,014","-20,516",232,145,88,313,158,155,"2,267",144,"2,123",49,2,47,"5,515","28,447","-22,932",14,20,-6,28,29,-1,75,67,8,3,2,2,          --,          --,          --,0,          --,0,"11,189","9,937","1,252","11,172","9,899","1,273",17,38,-21,893,149,744,          --,          --,          --,          --,0,0,842,118,723,239,152,87,104,15,88,0,          --,0,"15,367","9,634","5,733",571,481,91,"3,392","2,178","1,214",649,235,414,"6,822","5,539","1,283",1,8,-7,446,725,-280,310,27,283,111,79,32,290,229,61,90,102,-12,1,0,1,4,6,-2,          --,          --,          --,6,6,0,          --,          --,          --,5,1,5,          --,          --,          --,          --,          --,          --,          --,          --,          --,"26,706","19,588","7,118","5,636","28,565","-22,929","15,252","9,536","5,717",1,1,0
,9月,,Sep,"25,286","25,269",17,"6,379","5,636",743,662,269,394,330,525,-195,78,32,46,130,9,121,"4,613","4,554",59,331,136,195,48,29,20,179,77,102,1,3,-2,          --,          --,          --,1,3,-2,"10,171","10,165",6,"10,055","10,127",-73,116,38,78,225,398,-173,          --,          --,          --,          --,0,0,139,337,-198,735,82,653,734,82,652,0,          --,0,"7,749","8,985","-1,236",678,522,156,"2,150","1,743",407,667,324,343,"1,817","4,374","-2,557",2,7,-5,557,437,120,151,56,95,122,126,-4,"1,208","1,206",2,111,105,6,1,          --,1,26,0,26,0,          --,0,28,          --,28,          --,          --,          --,          --,2,-2,          --,2,-2,          --,          --,          --,          --,          --,          --,"18,781","19,237",-456,"5,172","4,799",373,"7,622","8,841","-1,219",1,          --,1
,10月,,Oct,"20,099","19,361",737,"4,940","5,257",-317,168,411,-243,255,210,46,89,35,54,102,1,101,"4,187","4,189",-2,41,185,-144,35,20,15,62,184,-121,1,          --,1,          --,          --,          --,1,0,1,"8,163","7,927",236,"8,160","7,913",248,2,14,-12,270,31,240,          --,1,-1,5,0,5,213,6,207,37,638,-602,37,638,-601,-1,1,-1,"6,687","5,504","1,184",568,558,10,"1,946","1,740",206,666,309,357,"1,373",855,518,13,10,3,371,474,-103,254,215,39,176,167,9,851,872,-21,111,110,1,          --,          --,          --,1,2,-1,          --,          --,          --,3,2,1,          --,          --,          --,          --,2,-2,          --,2,-2,          --,          --,          --,          --,          --,          --,"14,671","13,908",763,"4,326","4,578",-252,"6,193","5,159","1,034",          --,          --,          --
,11月,,Nov,"21,877","15,540","6,337","4,645","4,802",-156,76,137,-61,251,239,12,120,71,49,77,44,33,"4,063","4,135",-71,21,51,-30,2,20,-18,34,104,-70,0,          --,0,0,1,0,0,0,0,"7,117","6,349",767,"7,115","6,348",767,2,1,1,142,288,-146,          --,          --,          --,          --,0,0,68,260,-192,48,4,44,36,4,32,-1,          --,-1,"9,895","4,085","5,810",549,498,51,"2,941","1,651","1,290",728,301,427,"1,621",556,"1,065",12,14,-2,475,400,75,144,13,131,150,134,16,344,275,69,88,81,7,          --,          --,          --,28,11,17,2,          --,2,28,11,17,          --,          --,          --,2,1,1,1,1,0,          --,          --,          --,          --,          --,          --,"17,123","10,483","6,640","4,121","4,310",-189,"9,742","3,939","5,803",1,          --,1
,12月,,Dec,"27,305","24,982","2,322","6,667","5,793",874,163,445,-281,366,198,168,100,79,20,50,14,36,"5,110","4,370",740,744,650,94,5,0,5,125,36,88,0,1,-1,1,          --,1,1,          --,1,"11,041","10,117",924,"11,037","10,114",923,5,3,1,283,147,136,0,          --,0,          --,0,0,171,105,65,872,76,797,873,75,798,-1,0,-1,"8,351","8,849",-497,579,454,125,"2,535","3,971","-1,436",911,473,438,"2,086","1,586",501,22,17,6,533,621,-88,81,136,-55,299,89,210,"1,159","1,387",-228,77,83,-6,1,          --,1,66,0,66,          --,          --,          --,68,0,67,          --,          --,          --,24,          --,24,3,          --,3,          --,          --,          --,          --,          --,          --,"20,310","19,055","1,255","5,984","5,058",926,"8,044","8,741",-697,3,          --,3
平成29年,1月,2017,Jan,"27,588","27,541",47,"5,088","5,476",-389,95,284,-190,329,287,42,275,82,193,63,40,23,"4,323","4,255",69,          --,387,-387,1,7,-6,0,133,-132,          --,          --,          --,1,          --,1,0,1,-1,"10,613","10,159",454,"10,601","10,158",443,12,1,11,815,344,471,          --,1,-1,          --,0,0,739,302,437,248,952,-703,109,818,-709,-1,5,-6,"10,815","10,607",208,848,826,22,"3,535","3,793",-258,"1,214",890,324,"2,931","3,421",-489,13,10,3,348,492,-144,272,14,258,244,122,123,819,836,-17,74,72,2,1,          --,1,9,3,6,          --,          --,          --,7,2,6,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"21,598","21,632",-33,"4,325","4,781",-456,"10,566","10,458",108,3,          --,3
,2月,,Feb,"32,787","30,511","2,276","6,348","5,642",706,113,88,25,509,140,369,102,68,34,95,14,81,"5,303","4,929",374,213,403,-190,0,0,0,5,          --,5,8,          --,8,          --,          --,          --,          --,          --,          --,"9,322","8,138","1,184","9,315","8,138","1,178",7,0,7,160,98,61,          --,3,-3,          --,0,0,107,54,53,259,199,59,124,64,59,0,          --,0,"16,688","16,433",255,585,535,50,"4,579","4,249",330,575,379,195,"4,296","4,805",-509,3,13,-10,279,225,55,69,23,45,141,77,64,342,225,117,72,69,2,          --,          --,          --,12,1,10,          --,          --,          --,10,1,9,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"26,230","24,652","1,578","5,529","5,332",197,"16,533","16,347",186,0,          --,0
,3月,,Mar,"32,920","30,211","2,709","9,568","9,453",115,261,136,126,540,"1,351",-811,163,110,53,230,4,226,"7,569","7,467",102,677,355,322,0,1,-1,120,21,99,4,          --,4,2,          --,2,0,          --,0,"11,037","9,941","1,096","11,012","9,907","1,105",25,34,-10,"1,752",884,868,          --,0,0,          --,          --,          --,"1,691",858,834,895,230,665,743,137,607,2,8,-6,"9,635","9,665",-31,790,558,232,"3,066","3,721",-654,957,491,466,"2,296","2,343",-47,3,9,-6,376,453,-77,45,51,-6,154,105,49,"1,033","1,040",-7,141,125,16,          --,          --,          --,30,38,-8,          --,          --,          --,28,38,-9,          --,          --,          --,3,          --,3,          --,          --,          --,          --,          --,          --,          --,          --,          --,"21,614","19,725","1,889","8,373","7,845",528,"9,442","9,517",-75,18,          --,18
,4月,,Apr,"36,697","32,567","4,130","9,598","5,917","3,681",117,173,-56,332,369,-37,106,62,44,104,3,100,"8,888","4,836","4,051",36,348,-312,          --,0,0,12,125,-114,3,          --,3,1,1,0,0,          --,0,"13,636","11,316","2,320","13,602","11,315","2,288",33,1,32,150,56,94,          --,          --,          --,          --,0,0,79,6,73,33,550,-517,32,548,-516,0,2,-2,"13,239","14,724","-1,485",760,919,-160,"4,126","5,490","-1,365",705,405,300,"5,315","4,033","1,282",4,15,-11,"1,157",907,250,54,4,50,157,90,67,732,827,-95,125,124,0,1,          --,1,41,4,37,          --,          --,          --,39,4,35,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,          --,"27,011","26,593",418,"8,939","5,311","3,629","13,077","14,620","-1,544",1,          --,1
,5月,,May,"37,217","35,473","1,744","7,249","6,231","1,018",67,75,-8,757,279,478,170,54,116,144,27,117,"5,880","5,753",127,52,31,21,174,          --,174,2,8,-6,1,          --,1,1,          --,1,          --,          --,          --,"17,428","18,833","-1,405","17,369","18,730","-1,361",59,103,-44,154,57,96,          --,1,-1,          --,0,0,74,11,63,132,87,45,131,87,43,0,          --,0,"12,223","10,253","1,970",780,825,-46,"4,485","4,043",442,790,352,438,"4,186","3,071","1,115",234,41,193,658,"1,033",-376,48,25,23,176,93,83,384,336,48,153,132,21,0,          --,0,28,11,17,          --,          --,          --,26,11,15,          --,          --,          --,3,          --,3,3,          --,3,          --,          --,          --,          --,          --,          --,"29,922","29,196",727,"6,111","5,793",318,"12,044","10,132","1,912",0,          --,0
