,,,,Total（a+b+c+ｄ),,,中央銀行,,,預金取扱機関,,,,,,,,,一般政府,,,その他部門,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Central bank (a),,,"Deposit-taking corporations,",,,銀行等（銀行勘定）,,,信託銀行（銀行勘定）,,,General government (c),,,Other sectors （d),,,その他金融機関,,,,,,,,,,,,,,,,,,,,,その他,,
,,,,,,,,,,except the central bank(b),,,Banks（banking accounts),,,Trust banks(banking accounts）,,,,,,,,,Other financial corporations,,,銀行等（信託勘定）,,,信託銀行（信託勘定）,,,金融商品取引業者,,,生命保険会社,,,損害保険会社,,,投資信託委託会社等,,,Others,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banks（trust accounts）,,,Trust banks（trust accounts）,,,Financial instruments firms,,,Life insurance companies,,,Non-life insurance companies,,,Investment trust management companies,,,,,
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net
,4月,,Apr,"40,914","37,544","3,370",          --,          --,          --,"1,064",241,822,"1,064",240,824,          --,1,-1,          --,          --,          --,"39,851","37,303","2,548","39,828","36,947","2,881",          --,          --,          --,"2,664","2,405",259,"29,751","27,317","2,434","7,097","6,809",288,3,1,1,313,414,-101,23,356,-333
,5月,,May,"49,499","51,997","-2,498",          --,          --,          --,696,"1,710","-1,014",696,"1,708","-1,012",          --,1,-1,          --,          --,          --,"48,803","50,288","-1,484","48,792","49,541",-749,          --,          --,          --,"2,634","2,678",-44,"39,621","39,609",11,"6,091","6,763",-671,81,19,62,365,472,-107,11,747,-735
,6月,,Jun,"48,579","49,849","-1,269",          --,          --,          --,162,769,-607,162,762,-600,          --,7,-7,          --,          --,          --,"48,418","49,080",-662,"48,294","48,133",161,          --,          --,          --,"1,856","2,003",-147,"37,639","37,240",398,"8,168","8,261",-92,3,3,0,628,626,2,123,947,-823
,7月,,Jul,"50,343","48,588","1,755",          --,          --,          --,"1,698","1,273",425,"1,698","1,272",426,          --,0,0,          --,          --,          --,"48,645","47,316","1,329","48,632","46,539","2,093",          --,          --,          --,"1,109","1,325",-215,"41,763","39,873","1,890","5,409","5,118",291,1,          --,1,350,223,127,12,777,-764
,8月,,Aug,"52,762","49,920","2,842",          --,          --,          --,"3,433",482,"2,951","3,383",481,"2,902",50,0,50,          --,          --,          --,"49,329","49,438",-109,"49,314","48,431",883,          --,          --,          --,"1,826","1,571",255,"38,932","38,344",587,"8,141","8,170",-28,3,3,0,412,343,68,15,"1,007",-992
,9月,,Sep,"56,010","54,293","1,717",          --,          --,          --,"1,959",87,"1,872","1,959",87,"1,872",          --,          --,          --,          --,          --,          --,"54,051","54,205",-155,"54,034","52,679","1,355",          --,          --,          --,"1,830","1,626",204,"44,820","43,192","1,628","6,987","7,217",-230,21,82,-61,376,562,-186,17,"1,526","-1,509"
,10月,,Oct,"45,879","45,035",845,          --,          --,          --,499,"1,141",-642,499,"1,141",-642,          --,          --,          --,          --,          --,          --,"45,380","43,894","1,487","45,368","42,732","2,636",          --,          --,          --,"1,171",682,489,"35,493","33,657","1,835","7,724","7,864",-139,          --,30,-30,980,499,481,12,"1,162","-1,150"
,11月,,Nov,"54,286","54,532",-247,          --,          --,          --,"2,157","2,337",-181,"2,157","2,337",-181,          --,          --,          --,          --,          --,          --,"52,129","52,195",-66,"52,129","50,686","1,443",          --,          --,          --,"1,583","1,148",435,"44,062","43,161",901,"5,874","5,778",96,          --,          --,          --,609,599,10,          --,"1,509","-1,509"
,12月,,Dec,"44,038","44,208",-169,          --,          --,          --,"2,567","1,115","1,452","2,567","1,115","1,452",          --,          --,          --,          --,          --,          --,"41,471","43,093","-1,621","41,467","41,750",-283,          --,          --,          --,"1,342",938,404,"29,350","30,682","-1,332","9,731","9,372",359,          --,          --,          --,"1,043",758,285,5,"1,342","-1,338"
平成30年,1月,2018,Jan,"53,023","50,234","2,790",          --,          --,          --,"2,211",732,"1,479","2,211",732,"1,479",          --,          --,          --,          --,          --,          --,"50,812","49,502","1,310","50,812","48,392","2,420",          --,          --,          --,"3,186","1,709","1,477","38,774","37,283","1,491","7,999","8,291",-292,          --,          --,          --,853,"1,109",-257,          --,"1,110","-1,110"
,2月,,Feb,"52,867","50,187","2,680",          --,          --,          --,"2,689","2,934",-246,"2,689","2,934",-246,          --,          --,          --,          --,          --,          --,"50,178","47,253","2,925","50,168","44,999","5,169",          --,          --,          --,"3,711","1,957","1,754","36,265","33,791","2,474","9,868","8,832","1,036",          --,          --,          --,324,419,-95,11,"2,254","-2,243"
,3月,,Mar,"65,430","61,518","3,912",          --,          --,          --,"1,724",814,910,"1,724",814,910,          --,          --,          --,          --,10,-10,"63,706","60,693","3,013","63,685","58,530","5,155",          --,          --,          --,"3,450","1,670","1,780","46,079","43,272","2,808","13,241","12,972",269,          --,          --,          --,914,616,299,21,"2,164","-2,143"
,4月,,Apr,"63,687","62,142","1,546",          --,          --,          --,"1,531","1,272",260,"1,531","1,272",260,          --,          --,          --,          --,          --,          --,"62,156","60,870","1,286","62,156","59,271","2,885",          --,          --,          --,"2,220","1,437",783,"47,093","43,947","3,146","12,327","13,209",-883,          --,          --,          --,516,677,-161,          --,"1,599","-1,599"
,5月,,May,"57,754","58,532",-778,          --,          --,          --,"1,407","2,086",-679,"1,407","2,086",-679,          --,          --,          --,          --,          --,          --,"56,346","56,446",-100,"56,346","55,195","1,152",          --,          --,          --,"3,917","3,196",721,"40,970","41,081",-111,"10,251","9,674",577,          --,          --,          --,"1,209","1,243",-34,          --,"1,252","-1,252"
,6月,,Jun,"53,656","53,657",-1,          --,          --,          --,"3,542","2,734",807,"3,542","2,734",807,          --,          --,          --,          --,1,-1,"50,114","50,922",-807,"50,102","49,850",252,          --,          --,          --,"2,069","2,416",-347,"39,066","38,326",741,"8,392","8,485",-93,          --,          --,          --,575,624,-49,12,"1,071","-1,059"
,7月,,Jul,"45,715","48,623","-2,908",          --,          --,          --,964,"3,134","-2,170",964,"3,134","-2,170",          --,          --,          --,          --,          --,          --,"44,751","45,488",-738,"44,580","44,184",397,          --,          --,          --,"1,616","1,897",-281,"33,439","31,871","1,568","8,867","9,025",-159,          --,          --,          --,658,"1,390",-731,171,"1,305","-1,134"
,8月,,Aug,"70,396","71,482","-1,086",          --,          --,          --,"1,312","1,455",-143,"1,312","1,402",-90,          --,53,-53,          --,          --,          --,"69,084","70,027",-943,"69,033","68,825",209,          --,          --,          --,"2,299","2,511",-212,"58,058","56,537","1,521","8,124","9,002",-878,          --,          --,          --,552,774,-222,51,"1,203","-1,152"
,9月,,Sep,"61,718","64,746","-3,028",          --,          --,          --,508,"2,244","-1,737",508,"2,242","-1,735",          --,2,-2,          --,          --,          --,"61,210","62,502","-1,291","61,135","60,782",353,          --,          --,          --,"1,867","2,032",-164,"53,318","52,239","1,079","5,366","5,965",-599,          --,          --,          --,584,547,37,75,"1,719","-1,644"
,10月,,Oct,"46,296","45,858",438,          --,          --,          --,"1,015","1,292",-276,933,"1,289",-356,83,3,80,          --,          --,          --,"45,281","44,566",714,"45,201","42,490","2,711",          --,          --,          --,"1,853","1,711",142,"37,036","34,873","2,163","5,646","5,235",411,          --,          --,          --,665,671,-5,79,"2,076","-1,997"
,11月,,Nov,"42,648","41,848",800,          --,          --,          --,820,754,66,793,668,125,27,85,-59,          --,          --,          --,"41,828","41,094",734,"41,828","40,008","1,820",          --,          --,          --,"1,021","1,102",-81,"33,769","32,096","1,673","6,514","6,189",325,          --,          --,          --,524,620,-97,1,"1,086","-1,086"
,12月,,Dec,"37,038","37,951",-913,          --,          --,          --,"1,187","2,086",-899,"1,187","2,085",-897,          --,2,-2,          --,          --,          --,"35,850","35,864",-14,"35,792","33,854","1,938",          --,          --,          --,"1,374","1,524",-150,"28,145","26,706","1,439","5,487","5,042",445,          --,          --,          --,786,582,204,58,"2,010","-1,952"
平成31年,1月,2019,Jan,"42,018","41,021",997,          --,          --,          --,"1,273","2,878","-1,605","1,273","2,876","-1,603",          --,2,-2,          --,          --,          --,"40,745","38,143","2,603","40,612","37,612","3,000",          --,          --,          --,"4,051","2,800","1,251","27,508","26,230","1,278","8,449","7,756",693,          --,          --,          --,604,826,-222,133,530,-397
,2月,,Feb,"21,637","26,166","-4,529",          --,          --,          --,67,"2,281","-2,214",67,"2,279","-2,212",          --,2,-2,          --,          --,          --,"21,570","23,885","-2,315","21,476","21,916",-439,          --,          --,          --,646,"1,004",-358,"14,253","13,503",750,"6,144","6,925",-781,          --,          --,          --,433,484,-50,94,"1,969","-1,875"
,3月,,Mar,"22,155","23,310","-1,155",          --,          --,          --,"1,344","1,836",-492,"1,344","1,836",-492,          --,          --,          --,          --,          --,          --,"20,811","21,474",-663,"20,792","18,863","1,929",          --,          --,          --,946,"1,303",-357,"12,621","10,626","1,995","6,611","6,402",209,          --,          --,          --,615,533,82,19,"2,611","-2,592"
,4月,,Apr,"21,544","20,565",979,          --,          --,          --,"2,745","1,901",843,"2,745","1,898",846,          --,3,-3,          --,          --,          --,"18,799","18,663",136,"18,784","16,805","1,978",          --,          --,          --,"3,639","3,264",375,"8,481","6,713","1,768","5,993","6,109",-116,          --,          --,          --,672,721,-49,15,"1,858","-1,843"
令和元年,5月,,May,"20,762","21,784","-1,023",          --,          --,          --,518,"1,785","-1,267",518,"1,781","-1,263",          --,4,-4,          --,          --,          --,"20,244","19,999",245,"20,224","18,075","2,149",          --,          --,          --,"2,667","2,679",-11,"9,907","7,891","2,016","7,210","7,160",50,          --,          --,          --,439,345,95,20,"1,924","-1,905"
,6月,,Jun,"27,337","29,000","-1,663",          --,          --,          --,"2,134","2,416",-282,"2,134","2,408",-274,          --,8,-8,          --,1,-1,"25,203","26,583","-1,380","25,200","24,704",495,          --,          --,          --,"1,256","1,505",-249,"17,484","16,108","1,376","6,074","6,737",-663,2,2,0,383,351,32,3,"1,878","-1,876"
,7月,,Jul,"34,767","35,330",-563,          --,          --,          --,478,931,-453,478,921,-444,          --,10,-10,          --,          --,          --,"34,290","34,399",-109,"34,256","33,067","1,189",          --,          --,          --,763,655,109,"26,396","25,693",703,"6,689","6,208",481,          --,          --,          --,407,512,-104,34,"1,333","-1,298"
,8月,,Aug,"32,446","32,672",-226,          --,          --,          --,"1,252","1,545",-292,"1,252","1,511",-259,          --,33,-33,          --,          --,          --,"31,193","31,127",66,"31,179","29,894","1,285",324,          --,324,"2,448","2,579",-131,"21,399","20,182","1,217","6,298","6,603",-305,          --,          --,          --,710,530,180,14,"1,234","-1,219"
,9月,,Sep,"32,893","34,416","-1,523",          --,          --,          --,"1,293","2,303","-1,010","1,293","2,294","-1,001",          --,9,-9,          --,          --,          --,"31,600","32,113",-513,"31,580","30,477","1,103",          --,          --,          --,"2,528","2,862",-334,"23,862","22,780","1,082","4,252","4,482",-231,          --,          --,          --,938,353,585,20,"1,636","-1,616"
,10月,,Oct,"24,262","27,179","-2,917",          --,          --,          --,528,"1,223",-696,528,"1,221",-693,          --,2,-2,          --,          --,          --,"23,735","25,956","-2,221","23,734","24,112",-377,          --,          --,          --,"1,656","1,374",281,"16,326","16,561",-235,"5,064","4,896",169,          --,          --,          --,688,"1,281",-593,1,"1,845","-1,844"
,11月,,Nov,"23,343","22,781",562,          --,          --,          --,927,677,250,927,668,259,          --,8,-8,          --,          --,          --,"22,416","22,104",312,"22,394","21,233","1,161",          --,          --,          --,"1,066","1,312",-246,"14,172","12,715","1,457","6,657","6,781",-124,          --,          --,          --,498,425,74,22,871,-849
,12月,,Dec,"21,085","22,747","-1,662",          --,          --,          --,722,"1,064",-343,722,"1,055",-333,          --,9,-9,          --,15,-15,"20,363","21,668","-1,305","20,343","19,508",835,          --,          --,          --,"2,629","4,021","-1,392","13,464","11,736","1,728","3,833","3,399",433,          --,          --,          --,418,352,66,20,"2,159","-2,140"
令和2年,1月,2020,Jan,"22,159","20,969","1,189",          --,          --,          --,402,"1,410","-1,008",402,"1,410","-1,008",          --,0,0,          --,          --,          --,"21,757","19,559","2,198","21,757","18,615","3,142",          --,          --,          --,"1,906",811,"1,095","15,464","14,372","1,092","3,972","2,887","1,085",          --,          --,          --,414,544,-130,          --,944,-944
,2月,,Feb,"19,737","16,846","2,891",          --,          --,          --,644,"1,156",-512,644,"1,156",-512,          --,0,0,          --,          --,          --,"19,092","15,690","3,403","19,092","14,357","4,735",          --,          --,          --,"4,689","3,596","1,093","11,396","7,524","3,872","2,428","2,825",-397,          --,          --,          --,579,412,168,          --,"1,332","-1,332"
,3月,,Mar,"17,704","19,829","-2,125",          --,          --,          --,"1,061",885,177,"1,061",885,177,          --,          --,          --,          --,          --,          --,"16,643","18,944","-2,301","16,643","17,527",-884,          --,          --,          --,"2,111","4,242","-2,131","8,826","7,168","1,658","5,035","5,292",-257,          --,          --,          --,670,825,-155,          --,"1,417","-1,417"
,4月,,Apr,"14,937","15,681",-744,          --,          --,          --,387,"1,687","-1,300",387,"1,687","-1,300",          --,          --,          --,          --,          --,          --,"14,551","13,994",556,"14,514","13,150","1,364",          --,          --,          --,"2,882","1,381","1,501","8,404","7,932",472,"2,390","2,753",-363,          --,          --,          --,838,"1,084",-246,37,845,-808
,5月,,May,"14,514","11,403","3,111",          --,          --,          --,393,"1,390",-998,393,"1,390",-998,          --,0,0,          --,          --,          --,"14,121","10,012","4,109","14,105","9,111","4,995",          --,          --,          --,"3,027",641,"2,387","9,158","7,291","1,867",963,963,0,          --,          --,          --,957,216,741,16,902,-885
,6月,,Jun,"25,778","25,324",453,          --,          --,          --,952,"1,083",-131,952,"1,083",-131,          --,0,0,          --,1,-1,"24,826","24,240",586,"24,772","23,015","1,757",          --,          --,          --,"1,945","2,231",-286,"20,604","18,795","1,808","1,798","1,676",122,          --,          --,          --,426,313,113,54,"1,225","-1,171"
,7月,,Jul,"22,117","21,425",692,          --,          --,          --,"1,229","1,023",206,"1,229","1,023",206,          --,          --,          --,          --,          --,          --,"20,888","20,402",486,"20,886","19,026","1,860",          --,          --,          --,"2,104","2,556",-451,"14,349","13,171","1,178","3,916","2,881","1,036",          --,          --,          --,516,418,98,3,"1,376","-1,374"
,8月,,Aug,"18,223","16,398","1,824",          --,          --,          --,642,890,-247,642,890,-247,          --,0,0,          --,2,-2,"17,580","15,507","2,074","17,578","14,331","3,248",108,324,-216,"2,493","1,562",931,"12,513","9,906","2,608","2,036","2,041",-5,          --,6,-6,428,492,-64,2,"1,176","-1,174"
,9月,,Sep,"22,519","21,406","1,112",          --,          --,          --,"1,227",391,836,"1,227",391,836,          --,          --,          --,          --,8,-8,"21,292","21,007",285,"21,292","19,919","1,372",          --,          --,          --,"3,251","3,319",-68,"14,574","13,224","1,350","2,950","2,665",285,          --,          --,          --,516,711,-194,          --,"1,088","-1,088"
,10月,,Oct,"26,728","27,661",-933,          --,          --,          --,497,"1,054",-556,497,"1,053",-556,          --,0,0,          --,          --,          --,"26,230","26,607",-377,"26,230","24,743","1,488",          --,          --,          --,"3,140","2,602",538,"19,703","18,406","1,296","2,059","2,634",-575,          --,          --,          --,"1,328","1,100",228,          --,"1,864","-1,864"
,11月,,Nov,"25,033","22,911","2,122",          --,          --,          --,"1,807",736,"1,072","1,807",736,"1,072",          --,          --,          --,          --,          --,          --,"23,226","22,176","1,050","23,149","21,271","1,878",          --,          --,          --,"1,273","1,911",-638,"17,976","16,738","1,238","2,750","2,024",725,          --,          --,          --,"1,150",597,553,77,905,-828
,12月,,Dec,"25,600","24,928",672,          --,          --,          --,"1,320",620,700,"1,320",620,700,          --,          --,          --,          --,          --,          --,"24,280","24,308",-28,"24,280","22,080","2,200",          --,          --,          --,"2,949","3,127",-179,"19,389","16,697","2,692","1,553","1,943",-390,          --,          --,          --,389,313,76,          --,"2,227","-2,227"
令和3年,1月,2021,Jan,"25,576","22,899","2,677",          --,          --,          --,"3,132",885,"2,247","3,132",885,"2,247",          --,          --,          --,          --,          --,          --,"22,445","22,015",430,"22,445","20,438","2,007",          --,          --,          --,"2,632","2,168",463,"17,447","15,863","1,583","1,690","1,314",376,          --,          --,          --,677,"1,092",-416,          --,"1,577","-1,577"
,2月,,Feb,"23,743","21,086","2,657",          --,          --,          --,"1,291",971,320,"1,291",971,320,          --,          --,          --,          --,          --,          --,"22,452","20,115","2,337","22,421","17,937","4,484",          --,          --,          --,"2,698","2,194",504,"17,716","13,673","4,043","1,401","1,502",-102,          --,          --,          --,606,568,38,32,"2,178","-2,147"
,3月,,Mar,"36,662","39,695","-3,034",          --,          --,          --,"1,680",761,919,"1,680",761,919,          --,          --,          --,          --,          --,          --,"34,981","38,935","-3,953","34,949","36,119","-1,170",          --,          --,          --,"1,405","3,240","-1,835","30,068","29,452",616,"2,413","2,292",121,          --,          --,          --,"1,062","1,134",-72,33,"2,816","-2,783"
,4月,,Apr,"21,232","19,852","1,380",          --,          --,          --,848,346,502,848,346,502,          --,          --,          --,          --,          --,          --,"20,384","19,505",879,"20,373","18,846","1,527",          --,          --,          --,822,"1,444",-622,"17,206","15,253","1,952","1,762","1,484",278,          --,          --,          --,583,665,-82,11,659,-648
,5月,,May,"25,689","25,661",29,          --,          --,          --,"1,052",441,611,"1,052",430,622,          --,11,-11,          --,          --,          --,"24,637","25,220",-583,"24,637","23,064","1,574",          --,          --,          --,"1,252","1,078",174,"21,043","19,930","1,113","1,978","1,826",151,          --,          --,          --,365,230,136,          --,"2,156","-2,156"
,6月,,Jun,"21,363","19,856","1,507",          --,          --,          --,"2,020",980,"1,040","2,020",980,"1,040",          --,          --,          --,          --,          --,          --,"19,343","18,876",467,"19,332","16,166","3,165",          --,          --,          --,"1,902","1,134",768,"15,046","12,084","2,962","1,657","2,450",-792,          --,          --,          --,726,499,227,11,"2,709","-2,698"
,7月,,Jul,"20,252","22,013","-1,761",          --,          --,          --,77,"1,116","-1,039",77,"1,116","-1,039",          --,          --,          --,          --,          --,          --,"20,175","20,897",-722,"20,153","19,367",786,          --,          --,          --,"2,132","1,966",166,"16,091","15,256",836,"1,420","1,589",-169,          --,          --,          --,509,556,-47,22,"1,530","-1,508"
,8月,,Aug,"22,887","20,922","1,965",          --,          --,          --,622,562,60,622,562,60,          --,          --,          --,          --,          --,          --,"22,265","20,360","1,905","22,254","17,554","4,699",110,110,0,"2,713","2,217",496,"16,786","12,684","4,102","1,774","1,834",-60,          --,          --,          --,871,709,162,11,"2,806","-2,795"
,9月,,Sep,"22,458","24,824","-2,366",          --,          --,          --,251,"1,389","-1,138",251,"1,389","-1,138",          --,          --,          --,          --,          --,          --,"22,208","23,435","-1,227","22,197","21,851",346,          --,          --,          --,"2,239","2,846",-607,"17,611","16,821",790,"1,694","1,596",98,          --,          --,          --,653,588,65,11,"1,584","-1,573"
,10月,,Oct,"27,433","28,747","-1,314",          --,          --,          --,33,301,-268,33,301,-268,          --,          --,          --,          --,          --,          --,"27,400","28,446","-1,046","27,400","26,462",938,          --,          --,          --,481,"1,492","-1,012","24,816","23,205","1,610","1,550","1,373",177,6,          --,6,548,391,157,          --,"1,984","-1,984"
,11月,,Nov,"23,925","27,469","-3,544",          --,          --,          --,22,901,-879,22,901,-879,          --,          --,          --,          --,          --,          --,"23,903","26,567","-2,665","23,891","24,128",-237,          --,          --,          --,"1,289","2,330","-1,041","20,068","19,395",673,"1,792","1,781",11,          --,          --,          --,742,622,120,11,"2,439","-2,428"
,12月,,Dec,"17,546","19,080","-1,535",          --,          --,          --,"2,520","1,501","1,019","2,520","1,501","1,019",          --,          --,          --,          --,          --,          --,"15,025","17,579","-2,554","15,025","15,836",-810,          --,          --,          --,"1,752","1,654",98,"10,949","11,537",-588,"1,762","1,822",-60,          --,          --,          --,563,823,-260,          --,"1,743","-1,743"
令和4年,1月,2022,Jan,"28,783","29,722",-938,          --,          --,          --,"1,887","2,456",-568,"1,887","2,456",-568,          --,          --,          --,          --,          --,          --,"26,896","27,266",-370,"26,896","25,760","1,136",          --,          --,          --,"1,321","1,591",-270,"22,819","21,463","1,356","1,829","1,932",-103,          --,          --,          --,926,773,153,          --,"1,507","-1,507"
,2月,,Feb,"18,667","25,410","-6,743",          --,          --,          --,177,"2,003","-1,826",177,"2,003","-1,826",          --,          --,          --,          --,          --,          --,"18,490","23,407","-4,917","18,490","21,176","-2,686",          --,          --,          --,"1,293","3,268","-1,975","15,546","16,228",-682,"1,199","1,271",-72,          --,          --,          --,453,409,44,          --,"2,231","-2,231"
,3月,,Mar,"30,206","26,400","3,806",          --,          --,          --,269,"1,178",-909,269,"1,178",-909,          --,          --,          --,          --,2,-2,"29,937","25,219","4,717","29,910","24,035","5,874",          --,          --,          --,"3,022","1,726","1,296","23,374","18,692","4,682","2,756","2,914",-158,          --,          --,          --,758,704,54,27,"1,184","-1,157"
,4月,,Apr,"21,891","24,391","-2,500",          --,          --,          --,64,"2,302","-2,239",64,"2,302","-2,239",          --,          --,          --,          --,          --,          --,"21,827","22,089",-262,"21,827","21,285",542,          --,          --,          --,"1,139","1,308",-170,"15,829","15,092",737,"4,312","4,258",54,          --,          --,          --,546,627,-80,          --,803,-803
,5月,,May,"22,134","23,377","-1,243",          --,          --,          --,411,"3,372","-2,961",411,"3,372","-2,961",          --,          --,          --,          --,          --,          --,"21,723","20,006","1,718","21,723","18,908","2,815",          --,          --,          --,"2,365","2,308",58,"15,517","12,903","2,614","3,295","3,216",79,          --,          --,          --,546,481,65,          --,"1,098","-1,098"
,6月,,Jun,"25,974","28,595","-2,622",          --,          --,          --,637,"1,566",-929,637,"1,566",-929,          --,          --,          --,          --,          --,          --,"25,337","27,029","-1,692","25,334","26,211",-876,          --,          --,          --,"2,054","2,546",-493,"16,717","17,065",-348,"5,589","5,775",-185,          --,          --,          --,974,825,149,3,819,-816
,7月,,Jul,"29,738","29,753",-15,          --,          --,          --,148,"1,581","-1,433",148,"1,581","-1,433",          --,          --,          --,          --,2,-2,"29,590","28,170","1,420","29,588","26,863","2,725",          --,          --,          --,"3,239","1,924","1,315","21,038","19,796","1,242","4,626","4,276",351,          --,          --,          --,685,868,-183,1,"1,306","-1,305"
,8月,,Aug,"27,891","30,402","-2,510",          --,          --,          --,436,"1,380",-944,436,"1,380",-944,          --,          --,          --,          --,          --,          --,"27,456","29,021","-1,566","27,456","26,520",935,          --,134,-134,"2,537","2,856",-319,"17,722","16,406","1,315","6,669","6,679",-9,          --,69,-69,527,376,151,          --,"2,501","-2,501"
,9月,,Sep,"51,035","50,274",761,          --,          --,          --,223,706,-483,223,706,-483,          --,          --,          --,          --,          --,          --,"50,811","49,568","1,244","50,811","48,563","2,248",          --,          --,          --,"2,690","3,007",-318,"40,291","37,338","2,952","7,218","7,382",-164,          --,143,-143,613,693,-79,          --,"1,004","-1,004"
,10月,,Oct,"54,150","54,104",46,          --,          --,          --,"2,086","4,786","-2,700","2,086","4,786","-2,700",          --,          --,          --,          --,          --,          --,"52,064","49,318","2,746","52,059","48,480","3,579",          --,          --,          --,"2,195","2,598",-403,"40,556","36,702","3,854","8,871","8,557",313,          --,105,-105,437,517,-80,4,837,-833
,11月,,Nov,"43,602","46,230","-2,629",          --,          --,          --,"2,550","2,297",254,"2,550","2,297",254,          --,          --,          --,          --,          --,          --,"41,052","43,934","-2,882","41,052","43,172","-2,120",          --,          --,          --,"3,427","3,981",-554,"27,326","28,798","-1,472","9,617","9,614",3,          --,174,-174,681,605,76,          --,762,-762
,12月,,Dec,"36,217","41,970","-5,754",          --,          --,          --,"1,131",535,596,"1,131",535,596,          --,          --,          --,          --,          --,          --,"35,086","41,435","-6,349","35,086","40,523","-5,438",          --,          --,          --,"1,805","2,910","-1,105","20,638","25,480","-4,842","11,731","11,667",63,          --,          --,          --,913,466,447,          --,912,-912
令和5年,1月,2023,Jan,"48,626","42,330","6,296",          --,          --,          --,"3,001","1,082","1,919","3,001","1,082","1,919",          --,          --,          --,          --,          --,          --,"45,625","41,247","4,378","45,615","40,568","5,047",          --,          --,          --,"1,745","1,603",142,"37,558","33,430","4,128","5,516","4,885",631,          --,8,-8,798,643,154,10,679,-669
,2月,,Feb,"38,208","39,272","-1,063",          --,          --,          --,"1,411","1,180",231,"1,411","1,180",231,          --,          --,          --,          --,          --,          --,"36,798","38,092","-1,295","36,798","37,089",-291,          --,          --,          --,"2,360","2,210",149,"29,544","30,679","-1,134","4,211","3,423",788,          --,32,-32,682,746,-63,          --,"1,003","-1,003"
,3月,,Mar,"58,045","51,050","6,995",          --,          --,          --,"7,648","2,092","5,556","7,648","2,092","5,556",          --,          --,          --,          --,          --,          --,"50,396","48,958","1,439","50,376","48,029","2,347",          --,          --,          --,"3,202","3,086",116,"32,731","31,625","1,106","13,622","12,376","1,246",          --,49,-49,821,892,-71,20,929,-909
,4月,,Apr,"32,284","36,670","-4,386",          --,          --,          --,"1,496","3,890","-2,393","1,361","3,754","-2,393",135,135,0,          --,          --,          --,"30,788","32,780","-1,993","30,731","32,042","-1,311",          --,          --,          --,"2,249","3,276","-1,028","21,331","21,977",-645,"6,289","6,190",99,          --,0,0,863,599,264,57,739,-682
,5月,,May,"50,858","49,624","1,235",          --,          --,          --,"1,542","3,638","-2,096","1,542","3,638","-2,096",          --,          --,          --,          --,          --,          --,"49,316","45,986","3,330","49,309","45,202","4,108",          --,          --,          --,"5,433","4,049","1,384","28,135","24,981","3,155","14,639","15,025",-386,          --,29,-29,"1,102","1,118",-16,7,784,-777
,6月,,Jun,"46,837","48,245","-1,408",          --,          --,          --,"1,446",910,536,"1,446",910,536,          --,          --,          --,          --,          --,          --,"45,391","47,335","-1,944","45,391","45,895",-504,          --,          --,          --,"2,445","3,463","-1,018","29,530","29,477",53,"12,709","12,341",368,          --,50,-50,706,563,143,          --,"1,440","-1,440"
,7月,,Jul,"44,143","43,319",824,          --,          --,          --,"2,369","2,156",213,"2,369","2,156",213,          --,          --,          --,          --,          --,          --,"41,775","41,163",612,"41,771","40,713","1,058",          --,          --,          --,"3,201","3,214",-13,"26,813","25,963",849,"10,984","10,861",123,          --,          --,          --,773,676,98,4,449,-446
,8月,,Aug,"42,964","43,947",-982,          --,          --,          --,908,"2,973","-2,065",908,"2,973","-2,065",          --,          --,          --,          --,          --,          --,"42,056","40,973","1,083","42,056","40,478","1,578",          --,          --,          --,"3,143","4,222","-1,078","23,204","21,122","2,082","14,369","14,170",199,          --,181,-181,"1,340",784,556,          --,495,-495
,9月,,Sep,"41,823","42,033",-210,          --,          --,          --,"1,433",248,"1,184","1,433",248,"1,184",          --,          --,          --,          --,          --,          --,"40,391","41,785","-1,394","40,391","40,457",-66,          --,          --,          --,"2,520","3,897","-1,377","26,904","26,032",871,"9,622","9,546",76,          --,          --,          --,"1,344",981,363,          --,"1,328","-1,328"
,10月,,Oct,"30,221","32,142","-1,921",          --,          --,          --,"2,256","2,047",208,"2,256","2,047",208,          --,          --,          --,          --,          --,          --,"27,965","30,094","-2,129","27,952","29,660","-1,708",          --,          --,          --,791,"1,125",-334,"15,119","14,035","1,084","11,059","13,518","-2,460",          --,11,-11,984,971,13,13,435,-422
