財務省　国際収支状況,,,,,,,,,,,
Ⅰ.季節調整済　国際収支の推移,,,,,,,,,,,
   （データ期間：平成8年～）,,,,,,,,,,,
6s-a-2 月次,,,,,,,,,,,
   (単位　億円）,,,,,,,,,,,
,,,,,,,,,,,
Japan's Balance of Payments,,,,,,,,,,,
Historical Data,,,,,,,,,,,
Ⅰ.Summary of balance of payments　,,,,,,,,,,,
   Current account (Seasonally-adjusted),,,,,,,,,,,
   (January 1996 - present),,,,,,,,,,,
6s-a-2 Monthly figures,,,,,,,,,,,
   (100 million Yen),,,,,,,,,,,
,,,,,,,,,,,
（備考） ,① （P）は速報値を示す。また、合計は四捨五入により合わないことがある。,,,,,,,,,,
,② 平成25年以前の計数は、国際収支マニュアル第5版準拠統計を第6版の基準により組み替えたもの。,,,,,,,,,,
,③ 年中の国際収支（第2次速報値）公表の翌月に詳細設定の見直し及び季節調整替えを実施し、1996年１月のデータから遡及改訂を行う。,,,,,,,,,,
,④令和8年4月8日付で、令和5年1月から令和7年9月までの計数について一部改訂を行っている。,,,,,,,,,,
(NOTE) ,① （P）shows preliminary figures.Totals may not add due to rounding.,,,,,,,,,,
,"② Until 2013, figures based on BPM5 are rearranged in accordance with BPM6.",,,,,,,,,,
,"③ In the following month of the release of annual BOP (second preliminary) data, data are seasonally adjusted and historical revisions are made from January 1996. ",,,,,,,,,,
,"④ Certain figures from January 2023 up to September 2025 are revised as of April 8, 2026.",,,,,,,,,,
,,,,,,,,,,,
,,,,経常収支,,,,,,,
,,,,Current account,,,,,,,
,,,,,貿易・サービス収支,,,,,第一次所得収支,第二次所得収支
,,,,,Goods & services,,,,,Primary income,Secondary income
,,,,,,貿易収支,,,サービス収支,,
,12月,,Dec,"17,206",-421,"1,147","58,760","57,612","-1,569","18,778","-1,151"
平成28年,1月,2016,Jan,"17,589","2,047","2,342","58,307","55,965",-295,"17,244","-1,702"
,2月,,Feb,"16,736","2,325","2,375","56,674","54,299",-50,"16,437","-2,027"
,3月,,Mar,"18,926","3,671","4,442","56,342","51,900",-772,"16,777","-1,522"
,4月,,Apr,"17,277","3,240","4,133","56,103","51,969",-893,"15,866","-1,829"
,5月,,May,"17,076","3,591","4,514","56,598","52,083",-923,"15,685","-2,200"
,6月,,Jun,"17,525","3,318","4,762","57,091","52,329","-1,443","15,823","-1,615"
,7月,,Jul,"16,635","2,659","3,429","55,214","51,785",-770,"15,753","-1,777"
,8月,,Aug,"17,420","3,692","4,856","56,225","51,369","-1,164","15,555","-1,827"
,9月,,Sep,"17,146","4,369","5,680","57,216","51,536","-1,311","14,920","-2,142"
,10月,,Oct,"16,946","3,507","4,511","57,333","52,821","-1,005","15,169","-1,730"
,11月,,Nov,"17,387","4,056","4,971","58,624","53,653",-915,"15,087","-1,757"
,12月,,Dec,"18,778","3,753","5,813","61,836","56,024","-2,060","16,446","-1,421"
平成29年,1月,2017,Jan,"15,983","1,498","2,444","61,825","59,381",-947,"16,010","-1,525"
,2月,,Feb,"24,315","6,399","7,962","65,312","57,351","-1,563","19,583","-1,666"
,3月,,Mar,"19,434","2,788","3,908","63,987","60,079","-1,120","18,272","-1,626"
,4月,,Apr,"19,348","3,888","3,138","62,591","59,454",751,"16,977","-1,517"
,5月,,May,"15,650","2,624","3,880","62,758","58,878","-1,256","14,787","-1,761"
,6月,,Jun,"16,637","1,797","2,342","62,434","60,092",-545,"16,668","-1,829"
,7月,,Jul,"21,142","3,733","4,714","64,355","59,641",-981,"19,258","-1,849"
,8月,,Aug,"22,067","4,787","5,327","64,861","59,534",-539,"19,089","-1,809"
,9月,,Sep,"19,031","3,865","4,610","64,560","59,949",-745,"17,050","-1,884"
,10月,,Oct,"23,017","6,536","4,905","64,963","60,058","1,630","18,096","-1,615"
,11月,,Nov,"17,486","3,319","4,421","66,515","62,094","-1,102","16,079","-1,912"
,12月,,Dec,"16,479","1,225","1,876","66,340","64,465",-651,"17,437","-2,183"
平成30年,1月,2018,Jan,"19,839","4,674","5,273","69,355","64,082",-598,"16,738","-1,573"
,2月,,Feb,"13,140","-2,231","-2,309","66,773","69,082",78,"17,221","-1,851"
,3月,,Mar,"19,241","4,136","4,839","66,856","62,017",-703,"17,092","-1,987"
,4月,,Apr,"21,251","6,476","7,397","68,530","61,132",-922,"16,574","-1,799"
,5月,,May,"17,323",627,"2,369","68,008","65,638","-1,742","18,362","-1,666"
,6月,,Jun,"17,138",375,"1,784","68,276","66,492","-1,409","18,510","-1,747"
,7月,,Jul,"16,953",335,"1,093","68,228","67,135",-758,"18,531","-1,914"
,8月,,Aug,"14,521",-767,96,"68,513","68,418",-863,"17,273","-1,985"
,9月,,Sep,"15,519","-1,937","-1,609","66,231","67,840",-328,"18,687","-1,231"
,10月,,Oct,"12,728","-4,143","-2,521","68,246","70,767","-1,623","18,677","-1,806"
,11月,,Nov,"13,572","-3,241","-2,064","66,991","69,055","-1,177","17,780",-967
,12月,,Dec,"14,080",-934,-267,"66,411","66,678",-667,"16,453","-1,439"
平成31年,1月,2019,Jan,"18,125",-728,592,"64,384","63,792","-1,320","19,998","-1,145"
,2月,,Feb,"17,192",131,"1,084","65,550","64,467",-953,"17,359",-297
,3月,,Mar,"15,681","-1,317",-916,"64,770","65,686",-401,"18,068","-1,070"
,4月,,Apr,"17,877",95,150,"64,876","64,726",-54,"18,119",-337
令和元年,5月,,May,"12,915","-3,273","-2,825","63,863","66,688",-448,"17,261","-1,072"
,6月,,Jun,"17,673",827,"1,181","64,322","63,141",-354,"18,507","-1,661"
,7月,,Jul,"16,561",-831,-25,"63,831","63,856",-806,"18,410","-1,018"
,8月,,Aug,"14,398","-1,989",-136,"62,689","62,825","-1,853","17,852","-1,466"
,9月,,Sep,"12,378","-3,006",-545,"62,346","62,891","-2,460","17,537","-2,153"
,10月,,Oct,"15,353",-12,"1,044","62,142","61,098","-1,056","16,390","-1,025"
,11月,,Nov,"13,534","-2,695","-1,168","59,789","60,958","-1,527","17,558","-1,328"
,12月,,Dec,"16,850",659,934,"61,711","60,777",-274,"17,370","-1,179"
令和2年,1月,2020,Jan,"18,941",-783,19,"61,385","61,367",-802,"20,977","-1,253"
,2月,,Feb,"21,622","3,289","7,728","63,750","56,022","-4,439","19,558","-1,225"
,3月,,Mar,"9,391","-5,672","-1,712","58,700","60,412","-3,960","16,282","-1,218"
,4月,,Apr,"2,094","-12,327","-8,715","49,132","57,847","-3,612","15,721","-1,300"
,5月,,May,"4,603","-7,905","-4,575","45,965","50,539","-3,330","14,399","-1,891"
,6月,,Jun,"7,602","-4,662","-1,964","47,782","49,746","-2,698","14,033","-1,769"
,7月,,Jul,"9,443","-2,101",796,"51,225","50,429","-2,897","12,661","-1,118"
,8月,,Aug,"14,899",864,"4,817","54,829","50,012","-3,953","16,355","-2,320"
,9月,,Sep,"12,017","4,157","7,208","57,951","50,743","-3,051","15,185","-7,324"
,10月,,Oct,"17,493","4,687","7,057","58,629","51,572","-2,370","15,235","-2,429"
,11月,,Nov,"19,870","5,435","8,322","60,826","52,504","-2,887","17,070","-2,635"
,12月,,Dec,"20,057","4,102","7,553","61,225","53,672","-3,451","17,929","-1,973"
令和3年,1月,2021,Jan,"20,458","5,056","6,961","64,003","57,042","-1,905","17,839","-2,437"
,2月,,Feb,"22,859",-318,"1,765","64,550","62,785","-2,083","24,763","-1,587"
,3月,,Mar,"16,881","3,814","7,114","67,364","60,250","-3,300","14,819","-1,752"
,4月,,Apr,"21,145",-841,"3,912","68,210","64,298","-4,753","23,888","-1,903"
,5月,,May,"21,057",-54,"3,750","68,934","65,184","-3,804","23,040","-1,929"
,6月,,Jun,"18,544","-1,961","1,806","69,562","67,755","-3,767","22,445","-1,941"
,7月,,Jul,"17,617","-1,430","2,615","70,150","67,535","-4,045","21,424","-2,377"
,8月,,Aug,"15,783","-3,485",67,"70,086","70,019","-3,552","21,036","-1,769"
,9月,,Sep,"13,738","-6,962","-3,527","67,200","70,727","-3,436","22,764","-2,065"
,10月,,Oct,"14,165","-5,937","-1,674","66,160","67,834","-4,263","21,909","-1,808"
,11月,,Nov,"17,379","-4,484",-316,"74,082","74,398","-4,168","24,116","-2,254"
,12月,,Dec,"13,568","-9,211","-5,483","72,225","77,708","-3,728","24,611","-1,832"
令和4年,1月,2022,Jan,"12,986","-8,192","-2,837","75,916","78,753","-5,355","22,474","-1,296"
,2月,,Feb,"14,330","-10,725","-6,853","77,670","84,523","-3,872","27,741","-2,686"
,3月,,Mar,"22,393","-10,097","-6,001","78,217","84,219","-4,096","34,840","-2,350"
,4月,,Apr,"10,721","-14,247","-9,925","79,753","89,678","-4,322","27,116","-2,148"
,5月,,May,"4,768","-16,237","-12,379","83,431","95,810","-3,857","23,065","-2,060"
,6月,,Jun,"10,841","-19,053","-15,967","83,273","99,240","-3,086","31,616","-1,721"
,7月,,Jul,536,"-22,830","-17,591","83,582","101,173","-5,239","25,444","-2,077"
,8月,,Aug,-62,"-28,732","-19,034","85,737","104,772","-9,698","30,399","-1,729"
,9月,,Sep,"5,215","-23,610","-18,834","85,315","104,148","-4,777","30,613","-1,787"
,10月,,Oct,"-2,660","-25,008","-19,989","86,358","106,347","-5,019","25,184","-2,835"
,11月,,Nov,"16,178","-17,495","-13,352","88,734","102,086","-4,143","35,931","-2,258"
,12月,,Dec,"11,892","-20,093","-16,781","80,007","96,789","-3,312","34,953","-2,968"
令和5年,1月,2023,Jan,"3,669","-19,574","-15,591","79,745","95,336","-3,982","26,532","-3,289"
,2月,,Feb,"15,897","-13,818","-10,043","80,911","90,955","-3,775","33,987","-4,271"
,3月,,Mar,"13,753","-12,938","-9,446","80,649","90,096","-3,492","30,037","-3,346"
,4月,,Apr,"21,367","-4,872","-5,103","83,419","88,522",232,"30,400","-4,161"
,5月,,May,"17,746","-9,782","-5,220","79,932","85,152","-4,562","30,786","-3,258"
,6月,,Jun,"21,499","-5,911","-1,601","83,111","84,711","-4,310","30,391","-2,981"
,7月,,Jul,"24,878","-3,672","-1,342","84,725","86,067","-2,330","32,015","-3,464"
,8月,,Aug,"18,923","-8,972","-3,625","83,013","86,637","-5,348","31,015","-3,119"
,9月,,Sep,"23,537","-5,645","-1,542","86,701","88,243","-4,102","32,861","-3,680"
,10月,,Oct,"28,812","2,119","-3,299","87,350","90,649","5,418","29,982","-3,289"
,11月,,Nov,"20,746","-7,379","-3,821","85,544","89,365","-3,559","31,189","-3,064"
,12月,,Dec,"17,538","-8,828","-5,286","88,042","93,328","-3,542","30,410","-4,044"
令和6年,1月,2024,Jan,"26,641","-2,087","2,455","86,635","84,180","-4,542","33,737","-5,009"
,2月,,Feb,"18,168","-9,107","-5,964","84,259","90,223","-3,142","31,213","-3,938"
,3月,,Mar,"22,434","-7,302","-4,898","88,028","92,926","-2,403","33,287","-3,552"
,4月,,Apr,"25,576","-4,771","-3,213","87,181","90,394","-1,558","34,487","-4,139"
,5月,,May,"23,828","-7,247","-2,956","89,570","92,527","-4,290","34,446","-3,371"
,6月,,Jun,"21,426","-7,575","-4,026","90,920","94,946","-3,550","32,945","-3,944"
,7月,,Jul,"32,570","-5,682","-2,888","92,918","95,806","-2,795","41,129","-2,877"
,8月,,Aug,"30,636","-4,837","-1,567","89,586","91,153","-3,270","40,275","-4,802"
,9月,,Sep,"14,528","-6,749","-3,130","87,771","90,901","-3,619","26,628","-5,350"
,10月,,Oct,"22,462","-2,149",-553,"89,164","89,716","-1,596","30,048","-5,438"
,11月,,Nov,"28,515",-452,861,"87,869","87,008","-1,313","34,130","-5,162"
,12月,,Dec,"25,295",-713,413,"90,837","90,423","-1,127","30,430","-4,422"
令和7年,1月,2025,Jan,"20,661","-13,705","-12,277","87,121","99,398","-1,428","38,812","-4,446"
,2月,,Feb,"28,128",-787,"3,254","96,031","92,777","-4,042","33,015","-4,100"
,3月,,Mar,"27,011","-4,093",-930,"91,141","92,071","-3,163","35,860","-4,756"
,4月,,Apr,"25,826","-2,140",-876,"89,321","90,197","-1,263","32,942","-4,976"
,5月,,May,"25,985","-2,714","-1,040","88,188","89,229","-1,673","33,815","-5,116"
,6月,,Jun,"21,735","-1,405",555,"89,163","88,608","-1,960","29,350","-6,210"
,7月,,Jul,"20,849","-6,888","-2,267","87,030","89,297","-4,621","32,874","-5,137"
,8月,,Aug,"26,270","-2,569",506,"89,920","89,414","-3,075","33,422","-4,583"
,9月,,Sep,"41,979","-1,174","2,177","92,719","90,541","-3,351","47,573","-4,421"
,10月,,Oct,"25,348","-2,323",121,"90,633","90,511","-2,444","31,771","-4,100"
,11月,,Nov,"31,059",722,"3,605","94,145","90,540","-2,883","33,867","-3,530"
,12月,,Dec,"26,315","-4,023",44,"92,871","92,827","-4,067","34,682","-4,344"
令和8年,1月,2026,Jan,"31,919","6,050","9,233","102,004","92,771","-3,183","30,411","-4,542"
,2月,,Feb,"26,964","-7,117","-3,114","98,462","101,577","-4,002","37,342","-3,261"
,3月,,Mar,"39,897","-1,306","4,082","101,648","97,566","-5,389","43,075","-1,872"
,4月(P),,Apr(P),"42,111","7,413","4,696","101,907","97,211","2,716","36,892","-2,194"
,5月(P),,May(P),"30,645",-438,"2,045","103,741","101,696","-2,483","34,412","-3,329"
