,,,,Total（a+b+c+ｄ),,,中央銀行,,,預金取扱機関,,,,,,,,,一般政府,,,その他部門,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Central bank (a),,,"Deposit-taking corporations,",,,銀行等（銀行勘定）,,,信託銀行（銀行勘定）,,,General government (c),,,Other sectors （d),,,その他金融機関,,,,,,,,,,,,,,,,,,,,,その他,,
,,,,,,,,,,except the central bank(b),,,Banks（banking accounts),,,Trust banks(banking accounts）,,,,,,,,,Other financial corporations,,,銀行等（信託勘定）,,,信託銀行（信託勘定）,,,金融商品取引業者,,,生命保険会社,,,損害保険会社,,,投資信託委託会社等,,,Others,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banks（trust accounts）,,,Trust banks（trust accounts）,,,Financial instruments firms,,,Life insurance companies,,,Non-life insurance companies,,,Investment trust management companies,,,,,
,,,,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット,取得,処分,ネット
,,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Acquisition,Disposition,Net
,3月,,Mar,"52,035","39,160","12,875",          --,          --,          --,"3,091","4,503","-1,412","2,983","4,235","-1,253",108,268,-160,3,4,-1,"48,942","34,653","14,289","46,231","31,961","14,270",          --,          --,          --,"14,609","12,159","2,450","2,422","2,299",124,"7,855","7,042",813,295,190,104,"21,050","10,271","10,779","2,711","2,693",18
,4月,,Apr,"41,988","49,864","-7,876",          --,          --,          --,"2,649","5,284","-2,635","2,037","5,083","-3,045",611,201,410,0,          --,0,"39,339","44,580","-5,241","37,566","42,488","-4,922",          --,          --,          --,"11,129","10,206",923,"2,790","2,753",37,"6,777","6,812",-36,90,520,-430,"16,781","22,196","-5,415","1,773","2,092",-319
,5月,,May,"49,833","44,466","5,367",          --,          --,          --,"3,141","3,333",-192,"2,955","2,989",-35,186,344,-158,3,3,0,"46,688","41,130","5,558","44,755","39,059","5,696",          --,          --,          --,"18,785","16,487","2,298","2,882","2,224",657,"6,128","8,057","-1,929",297,95,202,"16,663","12,195","4,468","1,934","2,071",-137
,6月,,Jun,"48,496","37,543","10,953",          --,          --,          --,"3,368","3,547",-179,"3,350","2,896",454,18,650,-633,          --,1,-1,"45,128","33,996","11,132","41,323","31,320","10,003",          --,          --,          --,"11,212","9,519","1,693","3,218","2,250",968,"5,426","5,690",-264,141,85,56,"21,326","13,776","7,549","3,805","2,675","1,130"
,7月,,Jul,"45,268","32,302","12,966",          --,          --,          --,"6,347","1,816","4,531","5,111","1,307","3,803","1,237",509,728,0,1,-1,"38,920","30,485","8,436","35,270","27,421","7,850",          --,          --,          --,"7,612","7,447",165,"3,119","2,748",371,"3,897","4,669",-772,155,48,108,"20,486","12,508","7,978","3,650","3,064",586
,8月,,Aug,"44,576","33,206","11,370",          --,          --,          --,"3,727","2,053","1,674","3,122","2,027","1,095",605,26,579,          --,2,-2,"40,849","31,151","9,698","37,538","28,650","8,888",          --,          --,          --,"10,802","8,743","2,059","3,665","2,656","1,010","4,983","4,272",711,83,334,-251,"18,004","12,645","5,359","3,311","2,501",810
,9月,,Sep,"41,501","37,504","3,997",          --,          --,          --,"2,854","2,829",24,"2,409","2,395",14,445,434,10,0,10,-9,"38,647","34,665","3,982","36,335","32,389","3,946",          --,          --,          --,"8,655","9,396",-741,"2,875","2,044",831,"4,488","2,481","2,007",615,300,315,"19,703","18,168","1,534","2,312","2,276",35
,10月,,Oct,"39,505","35,135","4,370",          --,          --,          --,"3,575","2,461","1,114","3,084","2,194",890,491,267,224,11,          --,11,"35,919","32,674","3,245","33,857","29,035","4,822",          --,          --,          --,"7,920","9,951","-2,031","2,697","1,984",714,"4,081","3,296",786,216,78,138,"18,943","13,727","5,216","2,062","3,639","-1,576"
,11月,,Nov,"55,293","40,215","15,078",          --,          --,          --,"6,307","2,258","4,049","5,497","1,683","3,815",810,576,234,2,2,0,"48,984","37,955","11,029","45,590","34,675","10,915",          --,          --,          --,"11,584","10,294","1,290","4,905","3,567","1,338","7,533","4,479","3,055",557,254,303,"21,010","16,082","4,928","3,394","3,280",114
,12月,,Dec,"43,513","46,878","-3,365",          --,          --,          --,"3,209","3,497",-288,"2,559","3,204",-646,650,292,358,1,          --,1,"40,304","43,382","-3,078","34,898","39,852","-4,954",          --,          --,          --,"9,912","12,997","-3,086","3,319","2,841",478,"5,701","5,135",566,210,235,-25,"15,756","18,643","-2,888","5,406","3,530","1,876"
平成29年,1月,2017,Jan,"40,272","32,326","7,946",          --,          --,          --,"2,759","1,515","1,244","2,180",728,"1,452",579,787,-208,0,1,-1,"37,512","30,810","6,702","34,183","28,310","5,873",          --,          --,          --,"8,321","8,956",-635,"3,392","2,372","1,021","5,010","3,540","1,470",579,160,419,"16,881","13,283","3,599","3,329","2,500",829
,2月,,Feb,"48,380","41,711","6,670",          --,          --,          --,"4,151","2,660","1,492","3,198","2,292",906,953,368,585,          --,          --,          --,"44,229","39,051","5,178","41,865","34,643","7,222",          --,          --,          --,"10,784","12,464","-1,680","3,600","2,846",754,"4,847","3,622","1,226",502,254,248,"22,132","15,458","6,674","2,364","4,408","-2,044"
,3月,,Mar,"56,643","65,630","-8,987",          --,          --,          --,"7,869","3,389","4,480","7,530","2,434","5,096",339,955,-616,0,4,-4,"48,773","62,236","-13,463","45,691","59,298","-13,606",          --,          --,          --,"11,156","15,974","-4,817","3,669","3,398",271,"6,469","3,094","3,375",281,272,9,"24,116","36,560","-12,444","3,082","2,938",144
,4月,,Apr,"46,827","41,033","5,794",          --,          --,          --,"5,169","3,006","2,163","3,902","2,588","1,314","1,267",418,849,2,1,2,"41,657","38,026","3,630","39,498","35,620","3,878",          --,          --,          --,"11,140","8,802","2,339","3,264","2,639",625,"5,013","3,367","1,646",70,58,12,"20,011","20,755",-744,"2,158","2,406",-248
,5月,,May,"56,041","42,026","14,015",          --,          --,          --,"5,632","4,317","1,315","4,814","3,578","1,236",818,739,79,18,          --,18,"50,391","37,708","12,682","47,752","34,822","12,930",          --,          --,          --,"15,585","13,509","2,075","4,753","3,563","1,190","4,596","3,308","1,288",150,33,118,"22,668","14,409","8,258","2,639","2,886",-248
,6月,,Jun,"57,186","44,738","12,448",          --,          --,          --,"8,401","6,747","1,654","6,989","6,132",858,"1,411",615,796,2,0,2,"48,783","37,991","10,792","45,800","35,119","10,681",          --,          --,          --,"11,543","12,917","-1,374","4,632","3,014","1,618","5,626","4,232","1,394",246,111,134,"23,754","14,845","8,909","2,983","2,872",111
,7月,,Jul,"50,672","39,815","10,857",          --,          --,          --,"7,626","1,926","5,700","7,100","1,443","5,657",526,483,43,          --,          --,          --,"43,046","37,889","5,157","40,110","34,516","5,594",          --,          --,          --,"11,845","11,514",331,"3,821","2,771","1,050","5,255","3,874","1,382",574,19,555,"18,615","16,339","2,276","2,936","3,373",-437
,8月,,Aug,"54,913","39,469","15,444",          --,          --,          --,"5,366","5,050",316,"4,038","4,249",-211,"1,328",801,527,0,          --,0,"49,547","34,419","15,128","43,681","31,707","11,973",          --,          --,          --,"12,757","11,140","1,617","4,078","2,811","1,268","5,224","4,789",435,610,206,404,"21,011","12,761","8,249","5,867","2,712","3,155"
,9月,,Sep,"52,858","47,195","5,663",          --,          --,          --,"5,316","4,882",434,"4,283","4,564",-281,"1,033",318,714,4,4,0,"47,538","42,309","5,229","44,287","32,467","11,820",          --,          --,          --,"11,104","10,710",394,"3,660","3,297",362,"5,765","3,636","2,130",502,193,309,"23,256","14,631","8,625","3,251","9,842","-6,591"
,10月,,Oct,"53,877","41,559","12,318",          --,          --,          --,"7,916","4,674","3,242","6,726","2,304","4,422","1,191","2,370","-1,179",5,1,5,"45,955","36,884","9,071","42,825","33,146","9,680",          --,          --,          --,"10,389","9,137","1,252","4,711","3,693","1,018","5,146","5,183",-37,351,126,225,"22,228","15,006","7,222","3,130","3,738",-608
,11月,,Nov,"58,375","41,448","16,926",          --,          --,          --,"5,613","3,322","2,291","4,392","2,496","1,895","1,221",826,395,2,          --,2,"52,759","38,126","14,633","49,223","34,818","14,405",          --,          --,          --,"14,765","13,163","1,602","5,233","3,521","1,711","5,007","3,265","1,741",435,94,341,"23,784","14,774","9,009","3,536","3,308",228
,12月,,Dec,"49,086","35,115","13,971",          --,          --,          --,"3,688","2,964",723,"3,079","2,339",740,609,625,-17,1,1,0,"45,398","32,150","13,248","41,168","28,917","12,251",          --,          --,          --,"9,095","7,899","1,196","3,966","2,588","1,378","4,946","3,474","1,472",225,33,192,"22,937","14,923","8,014","4,230","3,233",997
平成30年,1月,2018,Jan,"61,041","43,874","17,167",          --,          --,          --,"5,417","5,398",20,"4,199","3,671",528,"1,219","1,726",-508,1,1,0,"55,623","38,476","17,148","51,850","34,605","17,245",          --,          --,          --,"10,809","10,807",2,"5,971","4,098","1,874","5,912","4,172","1,739",248,31,217,"28,910","15,496","13,413","3,773","3,871",-97
,2月,,Feb,"62,072","59,676","2,396",          --,          --,          --,"4,908","5,815",-907,"3,615","4,141",-526,"1,293","1,675",-381,0,0,0,"57,163","53,860","3,303","53,219","50,574","2,645",          --,          --,          --,"14,013","11,311","2,701","5,947","3,343","2,604","6,833","3,708","3,125",311,142,169,"26,115","32,070","-5,955","3,944","3,286",658
,3月,,Mar,"53,189","60,261","-7,072",          --,          --,          --,"3,919","3,713",205,"2,364","1,380",984,"1,555","2,333",-779,28,1,27,"49,243","56,546","-7,304","44,595","51,108","-6,513",          --,          --,          --,"12,556","11,254","1,302","4,725","3,752",973,"5,504","4,211","1,293",255,787,-531,"21,555","31,104","-9,549","4,648","5,439",-791
,4月,,Apr,"58,469","45,458","13,011",          --,          --,          --,"7,364","3,247","4,118","5,560","2,379","3,181","1,804",867,937,10,1,9,"51,095","42,210","8,885","46,169","39,528","6,640",          --,          --,          --,"18,690","12,963","5,727","4,112","3,094","1,019","5,432","4,140","1,292",772,93,679,"17,162","19,238","-2,076","4,926","2,682","2,244"
,5月,,May,"59,900","49,457","10,443",          --,          --,          --,"6,077","4,109","1,968","4,990","2,985","2,005","1,087","1,124",-37,          --,1,-1,"53,823","45,347","8,476","50,546","41,265","9,281",          --,          --,          --,"19,083","14,774","4,309","6,422","4,963","1,459","5,592","5,158",434,75,53,22,"19,373","16,316","3,057","3,278","4,083",-805
,6月,,Jun,"65,827","49,467","16,360",          --,          --,          --,"12,910","7,615","5,295","10,819","5,825","4,994","2,091","1,789",301,166,          --,166,"52,752","41,853","10,899","49,778","36,613","13,165",          --,          --,          --,"14,922","11,242","3,680","6,506","4,098","2,408","6,243","4,369","1,874",72,2,70,"22,034","16,902","5,132","2,974","5,240","-2,266"
,7月,,Jul,"56,608","43,619","12,989",          --,          --,          --,"9,510","4,157","5,353","5,436","1,433","4,003","4,074","2,724","1,350",10,1,8,"47,088","39,461","7,627","44,174","35,662","8,512",          --,          --,          --,"9,634","9,419",215,"4,732","3,708","1,024","7,535","6,074","1,460",553,170,383,"21,721","16,291","5,430","2,914","3,799",-885
,8月,,Aug,"58,039","46,976","11,064",          --,          --,          --,"5,956","3,883","2,073","4,154","1,878","2,276","1,802","2,005",-203,1,0,1,"52,083","43,092","8,990","49,302","39,384","9,918",          --,          --,          --,"13,170","10,904","2,266","5,137","4,013","1,124","7,168","6,021","1,147",324,94,231,"23,503","18,353","5,150","2,780","3,708",-928
,9月,,Sep,"55,122","43,289","11,833",          --,          --,          --,"5,645","4,616","1,029","3,260","3,263",-3,"2,384","1,353","1,032",175,1,174,"49,302","38,672","10,630","46,617","33,674","12,943",          --,          --,          --,"12,767","11,361","1,406","3,846","3,711",135,"8,461","5,106","3,355",269,1,268,"21,274","13,494","7,780","2,685","4,998","-2,313"
,10月,,Oct,"68,500","56,535","11,965",          --,          --,          --,"7,756","7,614",142,"4,713","3,270","1,443","3,043","4,344","-1,301",1,7,-6,"60,743","48,915","11,828","55,918","44,818","11,100",          --,          --,          --,"17,300","17,783",-482,"5,236","3,791","1,445","6,557","5,049","1,508",711,367,345,"26,114","17,829","8,285","4,825","4,097",728
,11月,,Nov,"51,492","46,769","4,722",          --,          --,          --,"5,659","7,085","-1,426","2,904","5,046","-2,142","2,755","2,039",716,4,1,3,"45,829","39,684","6,146","43,176","36,577","6,599",          --,          --,          --,"13,406","12,242","1,164","3,235","2,902",333,"6,263","4,765","1,498",168,88,80,"20,105","16,580","3,524","2,654","3,107",-453
,12月,,Dec,"44,447","48,196","-3,749",          --,          --,          --,"6,890","4,054","2,836","5,255","2,104","3,151","1,635","1,950",-315,16,1,15,"37,540","44,141","-6,601","34,651","41,242","-6,591",          --,          --,          --,"12,100","9,728","2,373","2,440","2,888",-448,"6,752","4,482","2,270",475,449,26,"12,884","23,696","-10,812","2,889","2,899",-9
平成31年,1月,2019,Jan,"37,766","49,184","-11,418",          --,          --,          --,"3,987","4,705",-718,"3,495","3,409",86,493,"1,297",-804,14,0,13,"33,765","44,479","-10,714","31,497","38,347","-6,850",          --,          --,          --,"10,001","9,002",999,"2,711","4,095","-1,383","6,568","5,656",913,67,101,-34,"12,149","19,494","-7,345","2,269","6,132","-3,864"
,2月,,Feb,"43,075","48,497","-5,422",          --,          --,          --,"1,814","5,006","-3,192","1,300","3,833","-2,533",514,"1,173",-659,1,1,0,"41,260","43,490","-2,230","38,759","40,059","-1,300",          --,          --,          --,"11,568","11,279",289,"3,707","3,097",610,"6,733","5,629","1,105",317,81,236,"16,434","19,974","-3,540","2,501","3,431",-929
,3月,,Mar,"62,405","54,463","7,941",          --,          --,          --,"4,006","6,380","-2,373","3,694","4,834","-1,140",312,"1,546","-1,234",5,          --,5,"58,394","48,084","10,310","55,223","44,373","10,850",          --,          --,          --,"12,721","12,979",-258,"3,843","4,853","-1,010","9,355","5,416","3,938",526,"1,605","-1,079","28,778","19,519","9,259","3,170","3,711",-540
,4月,,Apr,"46,185","52,367","-6,181",          --,          --,          --,"4,509","9,115","-4,607","3,106","8,980","-5,874","1,402",135,"1,268",5,          --,5,"41,672","43,251","-1,579","38,607","38,482",125,          --,          --,          --,"8,795","10,327","-1,532","4,331","4,360",-29,"6,212","5,624",587,471,461,11,"18,798","17,710","1,089","3,065","4,770","-1,705"
令和元年,5月,,May,"55,799","46,214","9,585",          --,          --,          --,"3,353","3,934",-581,"2,258","3,657","-1,399","1,095",277,818,          --,          --,          --,"52,446","42,280","10,166","48,950","39,082","9,869",          --,          --,          --,"17,286","14,424","2,862","4,330","2,806","1,525","7,419","6,165","1,254",649,129,520,"19,265","15,558","3,708","3,495","3,198",297
,6月,,Jun,"55,848","48,220","7,627",          --,          --,          --,"8,090","7,138",952,"6,684","6,360",323,"1,406",778,629,30,1,29,"47,728","41,082","6,646","43,166","37,836","5,330",          --,          --,          --,"13,139","10,741","2,398","3,632","2,441","1,191","7,652","6,829",823,114,41,74,"18,629","17,784",845,"4,562","3,246","1,316"
,7月,,Jul,"49,430","47,111","2,320",          --,          --,          --,"6,359","6,780",-421,"5,001","6,380","-1,379","1,358",401,958,158,104,54,"42,913","40,227","2,687","38,075","35,793","2,282",          --,          --,          --,"10,252","9,243","1,009","4,771","3,818",953,"8,487","7,383","1,104",385,365,20,"14,179","14,983",-804,"4,838","4,434",405
,8月,,Aug,"52,119","46,735","5,384",          --,          --,          --,"5,049","9,659","-4,610","3,795","6,848","-3,053","1,254","2,812","-1,557",3,1,2,"47,067","37,075","9,992","42,798","33,087","9,711",          --,          --,          --,"12,853","9,972","2,882","4,301","2,449","1,852","9,049","7,168","1,881",115,92,23,"16,480","13,407","3,073","4,269","3,988",281
,9月,,Sep,"52,104","47,719","4,385",          --,          --,          --,"5,322","7,523","-2,201","3,386","6,939","-3,553","1,936",584,"1,352",7,1,6,"46,774","40,195","6,579","42,280","36,379","5,901",          --,          --,          --,"8,800","9,015",-215,"3,569","3,054",514,"9,992","8,232","1,761",218,100,118,"19,701","15,979","3,723","4,495","3,816",679
,10月,,Oct,"54,560","47,486","7,074",          --,          --,          --,"8,065","5,980","2,085","6,177","5,577",600,"1,888",403,"1,485",4,0,4,"46,491","41,506","4,985","42,886","37,914","4,972",          --,          --,          --,"9,423","9,008",415,"3,627","3,250",377,"9,036","7,032","2,004",208,49,159,"20,592","18,575","2,017","3,604","3,592",12
,11月,,Nov,"60,127","56,740","3,387",          --,          --,          --,"6,766","10,044","-3,278","4,895","8,662","-3,767","1,871","1,382",489,16,          --,16,"53,345","46,696","6,649","50,047","42,192","7,855",          --,          --,          --,"17,256","15,573","1,683","3,710","3,296",414,"8,342","7,370",973,160,142,18,"20,578","15,811","4,767","3,298","4,504","-1,206"
,12月,,Dec,"53,180","48,824","4,357",          --,          --,          --,"6,318","5,621",697,"5,588","4,913",675,730,707,23,3,0,2,"46,860","43,203","3,657","42,855","37,787","5,067",          --,          --,          --,"9,912","8,526","1,386","4,309","3,281","1,028","9,275","8,890",385,489,683,-195,"18,870","16,407","2,463","4,005","5,416","-1,410"
令和2年,1月,2020,Jan,"56,981","50,622","6,359",          --,          --,          --,"7,765","7,643",123,"5,821","6,661",-841,"1,945",981,964,8,          --,8,"49,208","42,980","6,228","44,398","37,927","6,471",          --,          --,          --,"7,695","9,296","-1,602","5,326","4,332",994,"10,840","8,785","2,055",216,498,-283,"20,322","15,016","5,306","4,810","5,053",-242
,2月,,Feb,"64,614","61,784","2,830",          --,          --,          --,"7,195","7,680",-485,"4,886","5,901","-1,015","2,309","1,779",530,1,1,0,"57,418","54,103","3,315","52,604","48,706","3,898",5,          --,5,"14,664","15,754","-1,089","5,819","5,178",641,"8,894","7,176","1,718",120,35,85,"23,100","20,563","2,537","4,814","5,397",-583
,3月,,Mar,"95,734","72,958","22,777",          --,          --,          --,"7,321","10,143","-2,823","5,458","6,023",-565,"1,863","4,121","-2,258",159,1,158,"88,255","62,814","25,441","76,700","55,776","20,924",          --,          --,          --,"25,361","12,550","12,811","4,991","4,327",664,"14,259","10,780","3,480",887,374,513,"31,202","27,746","3,456","11,555","7,038","4,518"
,4月,,Apr,"62,653","49,110","13,543",          --,          --,          --,"2,623","3,964","-1,341","1,560","3,447","-1,888","1,063",516,547,12,0,12,"60,018","45,146","14,872","55,227","39,856","15,372",          --,          --,          --,"18,257","12,627","5,630","4,670","3,762",908,"14,126","10,022","4,104",324,65,259,"17,849","13,379","4,470","4,791","5,290",-500
,5月,,May,"69,255","55,999","13,256",          --,          --,          --,"4,146","8,441","-4,295","3,198","7,696","-4,499",948,744,204,1,5,-4,"65,108","47,553","17,555","50,031","42,178","7,854",          --,          --,          --,"16,552","15,240","1,312","5,994","5,104",890,"11,264","9,516","1,748",40,156,-116,"16,181","12,161","4,020","15,077","5,375","9,701"
,6月,,Jun,"77,268","78,798","-1,529",          --,          --,          --,"7,314","8,148",-834,"6,107","7,162","-1,055","1,207",986,221,1,          --,1,"69,954","70,650",-696,"59,051","50,820","8,231",          --,          --,          --,"16,902","16,913",-10,"6,704","4,836","1,868","11,847","9,702","2,145",241,153,88,"23,357","19,217","4,140","10,903","19,830","-8,927"
,7月,,Jul,"88,656","143,550","-54,893",          --,          --,          --,"3,885","51,806","-47,921","2,786","51,240","-48,454","1,099",567,532,36,4,33,"84,735","91,740","-7,005","52,333","58,651","-6,317",          --,          --,          --,"9,706","28,226","-18,520","7,809","6,237","1,572","10,123","7,674","2,449",977,74,903,"23,718","16,440","7,278","32,402","33,089",-687
,8月,,Aug,"68,176","64,898","3,277",          --,          --,          --,"5,214","5,449",-234,"4,036","4,657",-621,"1,178",792,386,0,7,-6,"62,961","59,443","3,518","55,554","52,273","3,281",20,          --,20,"12,364","17,663","-5,299","8,927","6,497","2,430","13,095","10,688","2,407",292,326,-33,"20,857","17,100","3,756","7,407","7,169",237
,9月,,Sep,"66,250","79,225","-12,975",          --,          --,          --,"4,696","4,716",-21,"3,828","3,364",463,868,"1,352",-484,0,0,0,"61,554","74,508","-12,954","53,188","61,110","-7,922",          --,          --,          --,"10,631","27,528","-16,897","9,194","6,491","2,703","10,536","10,781",-246,178,278,-99,"22,649","16,032","6,617","8,366","13,398","-5,032"
,10月,,Oct,"67,442","59,621","7,821",          --,          --,          --,"7,203","2,924","4,279","6,958","2,627","4,331",245,297,-52,1,0,1,"60,238","56,697","3,541","53,369","49,177","4,192",          --,          --,          --,"11,098","10,708",390,"9,689","7,580","2,109","11,492","10,093","1,399",111,30,81,"20,980","20,766",214,"6,869","7,520",-651
,11月,,Nov,"75,940","102,767","-26,827",          --,          --,          --,"6,564","7,280",-716,"5,820","4,668","1,152",744,"2,612","-1,869",0,0,0,"69,376","95,486","-26,110","62,432","85,836","-23,404",          --,          --,          --,"18,407","43,632","-25,225","10,085","9,121",964,"11,126","9,585","1,540",115,24,91,"22,700","23,474",-774,"6,944","9,650","-2,706"
,12月,,Dec,"75,582","91,777","-16,195",          --,          --,          --,"5,977","4,884","1,092","4,584","3,899",685,"1,393",986,407,9,3,6,"69,596","86,889","-17,294","60,584","76,908","-16,325",          --,          --,          --,"12,750","32,159","-19,409","11,615","10,214","1,401","11,305","10,240","1,064",334,61,274,"24,580","24,234",346,"9,012","9,981",-969
令和3年,1月,2021,Jan,"75,409","78,418","-3,009",          --,          --,          --,"7,840","6,513","1,327","6,828","5,051","1,777","1,013","1,462",-449,5,2,3,"67,564","71,903","-4,339","58,218","62,380","-4,162",          --,          --,          --,"12,428","24,531","-12,102","10,506","8,477","2,029","9,727","8,427","1,300",354,136,218,"25,202","20,809","4,394","9,346","9,523",-177
,2月,,Feb,"73,672","85,947","-12,275",          --,          --,          --,"8,025","8,871",-846,"4,626","7,335","-2,709","3,398","1,536","1,863",3,2,2,"65,643","77,074","-11,431","57,581","66,040","-8,459",          --,          --,          --,"11,567","28,200","-16,634","11,070","9,392","1,678","7,432","6,690",742,219,44,176,"27,293","21,714","5,579","8,062","11,034","-2,972"
,3月,,Mar,"93,777","96,164","-2,388",          --,          --,          --,"10,618","6,394","4,224","9,440","4,717","4,724","1,178","1,677",-499,3,64,-61,"83,156","89,707","-6,551","73,444","81,809","-8,366",          --,          --,          --,"22,568","36,064","-13,496","10,408","7,735","2,673","7,997","7,771",226,253,680,-427,"32,217","29,559","2,658","9,712","7,898","1,815"
,4月,,Apr,"68,092","94,482","-26,391",          --,          --,          --,"7,259","10,953","-3,694","6,174","9,754","-3,581","1,086","1,199",-113,2,2,0,"60,831","83,528","-22,697","55,685","76,358","-20,673",          --,          --,          --,"13,485","38,563","-25,078","7,937","6,934","1,003","8,465","5,641","2,824",152,178,-26,"25,645","25,042",603,"5,146","7,169","-2,023"
,5月,,May,"66,056","61,505","4,550",          --,          --,          --,"4,436","5,313",-878,"3,630","4,370",-739,806,944,-138,1,5,-4,"61,619","56,187","5,432","56,952","49,581","7,371",          --,          --,          --,"16,480","17,578","-1,097","7,605","5,918","1,687","6,015","4,099","1,917",130,1,129,"26,722","21,986","4,736","4,667","6,606","-1,939"
,6月,,Jun,"69,145","73,647","-4,502",          --,          --,          --,"5,810","4,182","1,629","4,532","3,375","1,156","1,279",806,472,1,0,1,"63,334","69,466","-6,132","56,638","58,689","-2,050",          --,          --,          --,"11,598","20,504","-8,906","9,020","8,027",993,"9,436","5,885","3,551",677,329,347,"25,908","23,943","1,965","6,696","10,777","-4,081"
,7月,,Jul,"63,284","65,653","-2,369",          --,          --,          --,"6,555","4,944","1,612","4,934","3,821","1,113","1,621","1,123",498,2,3,-1,"56,727","60,707","-3,980","50,704","53,945","-3,241",          --,          --,          --,"8,283","19,408","-11,126","9,358","7,999","1,359","8,008","5,300","2,708",305,581,-276,"24,751","20,656","4,095","6,024","6,762",-739
,8月,,Aug,"69,090","62,650","6,439",          --,          --,          --,"4,776","4,466",309,"3,905","4,070",-165,870,396,474,28,40,-12,"64,286","58,144","6,142","58,164","50,123","8,041",          --,          --,          --,"18,148","14,939","3,209","10,042","8,892","1,150","6,744","5,712","1,032",626,190,436,"22,604","20,390","2,214","6,122","8,021","-1,899"
,9月,,Sep,"76,482","74,607","1,875",          --,          --,          --,"7,095","4,868","2,227","5,188","2,948","2,240","1,907","1,920",-13,9,6,3,"69,378","69,732",-354,"62,406","62,268",139,          --,          --,          --,"16,478","21,160","-4,682","10,281","8,405","1,876","6,423","6,035",388,173,438,-266,"29,051","26,229","2,823","6,972","7,465",-493
,10月,,Oct,"70,335","65,675","4,660",          --,          --,          --,"6,459","4,864","1,596","4,552","3,255","1,297","1,908","1,608",299,3,5,-2,"63,873","60,807","3,066","57,167","53,449","3,717",          --,          --,          --,"10,044","16,025","-5,981","10,266","7,904","2,362","9,958","6,906","3,053",277,1,275,"26,621","22,613","4,008","6,706","7,358",-651
,11月,,Nov,"84,684","88,300","-3,616",          --,          --,          --,"9,385","6,381","3,004","7,583","4,591","2,992","1,802","1,790",12,25,26,-1,"75,274","81,893","-6,619","64,204","70,944","-6,740",          --,          --,          --,"20,914","35,683","-14,769","9,010","7,656","1,354","6,485","6,310",175,231,222,9,"27,564","21,073","6,492","11,070","10,949",121
,12月,,Dec,"83,703","68,236","15,466",          --,          --,          --,"6,471","4,384","2,087","5,586","3,512","2,075",885,873,12,13,4,9,"77,218","63,848","13,370","67,529","53,302","14,226",          --,          --,          --,"18,555","12,177","6,378","7,415","8,187",-771,"8,279","6,637","1,642",190,260,-70,"33,090","26,042","7,048","9,689","10,546",-856
令和4年,1月,2022,Jan,"89,956","91,006","-1,050",          --,          --,          --,"11,888","5,615","6,272","9,239","4,133","5,106","2,649","1,482","1,167",3,5,-3,"78,066","85,386","-7,320","67,597","76,223","-8,627",          --,29,-29,"27,497","40,265","-12,769","6,261","6,291",-30,"5,251","4,627",625,65,54,11,"28,523","24,957","3,566","10,469","9,162","1,307"
,2月,,Feb,"72,085","67,526","4,558",          --,          --,          --,"4,626","5,282",-656,"3,138","4,635","-1,497","1,487",647,841,1,1,0,"67,458","62,243","5,215","59,604","55,548","4,056",          --,          --,          --,"23,177","22,469",708,"6,224","5,964",260,"6,304","4,910","1,394",73,134,-61,"23,826","22,071","1,755","7,853","6,695","1,159"
,3月,,Mar,"84,710","89,447","-4,738",          --,          --,          --,"9,700","5,271","4,429","6,613","3,758","2,855","3,086","1,513","1,573",7,3,5,"75,003","84,174","-9,171","65,258","72,696","-7,438",          --,          --,          --,"19,248","25,544","-6,296","8,242","7,969",274,"8,165","9,203","-1,038",578,652,-74,"29,026","29,329",-303,"9,744","11,477","-1,733"
,4月,,Apr,"83,079","84,079","-1,000",          --,          --,          --,"13,052","18,593","-5,541","10,164","13,653","-3,489","2,888","4,940","-2,052",1,0,1,"70,026","65,486","4,541","61,799","56,783","5,016",          --,          --,          --,"22,295","24,588","-2,292","7,379","5,963","1,416","8,027","5,516","2,510",474,266,208,"23,624","20,450","3,174","8,228","8,703",-475
,5月,,May,"80,934","69,583","11,351",          --,          --,          --,"10,466","13,032","-2,566","7,359","8,917","-1,558","3,107","4,114","-1,008",1,1,0,"70,467","56,551","13,916","63,102","49,227","13,875",          --,          --,          --,"20,540","14,410","6,130","8,262","8,489",-226,"7,159","5,019","2,140",432,141,291,"26,709","21,168","5,541","7,365","7,324",41
