variable,horizon,response,lower,upper
risk_off,0,0.09808349916196508,0.09808349916196508,0.09808349916196508
risk_off,1,0.04958979647298508,0.046258699498571074,0.051785780993507925
risk_off,2,0.03545707575510833,0.03142583882475963,0.03780414852530567
risk_off,3,0.04506909815396406,0.04073354436863984,0.04729538254837937
risk_off,4,0.040418751600340946,0.03550682106052844,0.04264616768617058
risk_off,5,0.03472645927316584,0.029906415398215376,0.036964928979631974
risk_off,6,0.035558051002045704,0.03045855411747756,0.03781128481033062
risk_off,7,0.028797141361743564,0.0234689363524273,0.03087624058834061
risk_off,8,0.029320952126421763,0.024326396738615013,0.030655386885516035
risk_off,9,0.028120506936574075,0.022997042261184018,0.02946004036788707
risk_off,10,0.025022980174416693,0.019827022808486652,0.02642281982661147
risk_off,11,0.02365125886063289,0.01815215421580258,0.025018179784704827
risk_off,12,0.022488755032026114,0.016955600559707365,0.02402516859186734
risk_off,13,0.02062113624534458,0.015103685405467734,0.022129247832925376
risk_off,14,0.019510908775849725,0.01399142840102849,0.020989725900142885
risk_off,15,0.018159596671782987,0.012567503956990425,0.0196143416549903
risk_off,16,0.01689888981902758,0.01141214628595666,0.01842373437445643
risk_off,17,0.015880962263189264,0.01047050673414763,0.017458405968398694
risk_off,18,0.01482255749677943,0.009428998722928511,0.016340861191779868
risk_off,19,0.013815407214314832,0.008541495415053188,0.015331404249547917
risk_off,20,0.012945659173383098,0.007736358710885357,0.01446862117696546
risk_off,21,0.012083444154435123,0.007041034204808118,0.01359971626440373
risk_off,22,0.011289825208526822,0.0063935857214830515,0.012805252280125244
risk_off,23,0.010557600520666116,0.005817176073895503,0.012023889520580913
risk_off,24,0.009860245733877221,0.005177570297953518,0.01127608024871563
risk_off,25,0.009214347755371612,0.004712012883302626,0.010616215305902706
risk_off,26,0.008613660018555217,0.004254488623044553,0.009992996358915842
risk_off,27,0.008046563567673935,0.0038589260694871005,0.0094233911503217
risk_off,28,0.007519994152667671,0.0034349125183016226,0.008900007677665208
risk_off,29,0.007027792336395273,0.00307090090302528,0.008342344049112963
risk_off,30,0.006566576862943315,0.0027195864718625334,0.007863179578034172
risk_off,31,0.00613659808737638,0.0024224546051942637,0.007370282963868391
risk_off,32,0.005734587345129742,0.002155178207990171,0.00691669253945415
risk_off,33,0.005358556141869871,0.0018987068983264287,0.006493091662922228
