variable,horizon,response,lower,upper
risk_off,0,0.11078814726960766,0.11345054739837128,0.11345054739837128
risk_off,1,0.04571648659425923,0.03826727072791128,0.03826727072791128
risk_off,2,0.00419686231294827,-0.0003294014579000417,-0.0003294014579000417
risk_off,3,-0.006287594526422143,-0.01619255139827477,-0.01619255139827477
risk_off,4,-0.006916595041265309,-0.010027815208209175,-0.010027815208209175
risk_off,5,-0.004252640354889701,-0.006694574130442554,-0.006694574130442554
risk_off,6,-0.0018444067086630924,-0.004129723771549333,-0.004129723771549333
risk_off,7,9.185255606741075e-05,-0.002839968931977637,-0.002839968931977637
risk_off,8,0.000960161574695469,-0.0014585332351986177,-0.0014585332351986177
risk_off,9,0.0010183415566885168,-0.0011669372245266916,-0.0011669372245266916
risk_off,10,0.0007814884747255595,-0.0012069701101473334,-0.0012069701101473334
risk_off,11,0.0004138591180951009,-0.0014449704913985424,-0.0014449704913985424
risk_off,12,-3.905578390002861e-05,-0.0015138588874487882,-0.0015138588874487882
risk_off,13,-0.0004718110706988961,-0.0015957970842979782,-0.0015957970842979782
risk_off,14,-0.000762441547530665,-0.0016566278742276013,-0.0016566278742276013
risk_off,15,-0.0008451554478551625,-0.0017077230699602574,-0.0017077230699602574
risk_off,16,-0.0007223090396940491,-0.0016941306841308005,-0.0016941306841308005
risk_off,17,-0.0004469251064409802,-0.0016315642439030584,-0.0016315642439030584
risk_off,18,-0.00010137240617053119,-0.0015193048561051583,-0.0015193048561051583
risk_off,19,0.0002268320731051376,-0.0013765811346056478,-0.0013765811346056478
risk_off,20,0.0004678740284323579,-0.0012172975334986374,-0.0012172975334986374
risk_off,21,0.0005839093602377321,-0.0010626949123935029,-0.0010626949123935029
risk_off,22,0.0005724743319594346,-0.0009264713623973562,-0.0009264713623973562
risk_off,23,0.0004608906258458414,-0.0008178433395211202,-0.0008178433395211202
risk_off,24,0.00029476267119909024,-0.0007377989362645868,-0.0007377989362645868
risk_off,25,0.00012414203852660234,-0.0006827841244521383,-0.0006827841244521383
risk_off,26,-9.018254197803488e-06,-0.0006454482019137655,-0.0006454482019137655
risk_off,27,-7.933437516984805e-05,-0.0006176409165201544,-0.0006176409165201544
risk_off,28,-8.10710116912594e-05,-0.0005918104644879277,-0.0005918104644879277
risk_off,29,-2.603732282825588e-05,-0.0005626168523494183,-0.0005626168523494183
risk_off,30,6.230504370654791e-05,-0.0005272980829877145,-0.0005272980829877145
risk_off,31,0.0001564720403203773,-0.0004856534603454132,-0.0004856534603454132
risk_off,32,0.00023221498532835977,-0.0004393679650043968,-0.0004393679650043968
risk_off,33,0.0002737479988700156,-0.00039121422479657016,-0.00039121422479657016
risk_off,34,0.00027605662998972765,-0.0003441740716524845,-0.0003441740716524845
risk_off,35,0.0002442460175799283,-0.00030076403182114215,-0.00030076403182114215
risk_off,36,0.0001905965139180816,-0.00026259909979008974,-0.00026259909979008974
risk_off,37,0.00013042297786638508,-0.0002302588962809237,-0.0002302588962809237
risk_off,38,7.792803282409509e-05,-0.00020339005011251946,-0.00020339005011251946
risk_off,39,4.303488386711614e-05,-0.00018097921673857612,-0.00018097921673857612
risk_off,40,2.9782105085001204e-05,-0.0001616928503395488,-0.0001616928503395488
log_wui,0,0.008108331510749469,0.016778238315988805,0.016778238315988805
log_wui,1,0.014508847950296682,0.020876675507999386,0.020876675507999386
log_wui,2,0.02459377478159472,0.030191766383825185,0.030191766383825185
log_wui,3,0.04024507258421181,0.03808520741164551,0.03808520741164551
log_wui,4,0.053418325126239105,0.04804867828266551,0.04804867828266551
log_wui,5,0.057994173998200484,0.051971809625243136,0.051971809625243136
log_wui,6,0.054339845391069945,0.051663673420967005,0.051663673420967005
log_wui,7,0.04402845531658843,0.04614132897229581,0.04614132897229581
log_wui,8,0.03005414141510033,0.038723634254538765,0.038723634254538765
log_wui,9,0.01595930424731619,0.03102461167054624,0.03102461167054624
log_wui,10,0.004697137326137096,0.024435772800865063,0.024435772800865063
log_wui,11,-0.001950057007553863,0.01919626585464081,0.01919626585464081
log_wui,12,-0.0035549124893254932,0.01578454363878833,0.01578454363878833
