variable,horizon,response,lower,upper
risk_off,0,0.09867701379336197,0.10236877166273974,0.10236877166273974
risk_off,1,0.03393931411098153,0.038700467961956996,0.038700467961956996
risk_off,2,-0.0020103416640500447,0.00544243673502455,0.00544243673502455
risk_off,3,-0.004663413884673737,0.0017613946061013745,0.0017613946061013745
risk_off,4,0.003824550444663296,0.011303211450714562,0.011303211450714562
risk_off,5,0.003034647113019781,0.006914477389215993,0.006914477389215993
risk_off,6,0.0026277856083767033,-0.002298195949537685,-0.002298195949537685
risk_off,7,0.0029691326328283463,-0.0031779147315682517,-0.0031779147315682517
risk_off,8,0.0007711890087058366,-0.002120968556866548,-0.002120968556866548
risk_off,9,-0.0006323159590481841,-0.0031519794964500712,-0.0031519794964500712
risk_off,10,-0.0009085928958975592,-0.0043650413707737494,-0.0043650413707737494
risk_off,11,-0.00038212779612153584,-0.002756678101258072,-0.002756678101258072
risk_off,12,0.00040862131107841174,3.316624233241026e-05,3.316624233241026e-05
risk_off,13,0.001015112002146239,0.00132429038771638,0.00132429038771638
risk_off,14,0.0010004865646674448,0.0012307807847762682,0.0012307807847762682
risk_off,15,0.000621517647930829,0.0007067038225390647,0.0007067038225390647
risk_off,16,0.00010494735414767813,-0.00017213137792615742,-0.00017213137792615742
risk_off,17,-0.0003732400217220162,-0.0012635134186248398,-0.0012635134186248398
risk_off,18,-0.0005718284446402476,-0.0020431530960042608,-0.0020431530960042608
risk_off,19,-0.0004883548030825196,-0.0021532947205312814,-0.0021532947205312814
risk_off,20,-0.000259153387990811,-0.001705909979300174,-0.001705909979300174
risk_off,21,-1.1721381335208583e-05,-0.0010740870024712407,-0.0010740870024712407
risk_off,22,0.00013382569436178255,-0.0005535125773132215,-0.0005535125773132215
risk_off,23,0.00011908285509497673,-0.0002975082870977861,-0.0002975082870977861
risk_off,24,-1.3737179503723455e-05,-0.0003648393804418604,-0.0003648393804418604
risk_off,25,-0.00018361563115005256,-0.0006940649914545715,-0.0006940649914545715
risk_off,26,-0.00031564748335048416,-0.0011118264526750637,-0.0011118264526750637
risk_off,27,-0.0003624219257988547,-0.001437512417679358,-0.001437512417679358
risk_off,28,-0.00032571007769510767,-0.00157540801288691,-0.00157540801288691
risk_off,29,-0.0002454699569789019,-0.0015245742506337352,-0.0015245742506337352
risk_off,30,-0.00016965802656029676,-0.0013475477279933099,-0.0013475477279933099
risk_off,31,-0.00013334766810685749,-0.00113486899720333,-0.00113486899720333
risk_off,32,-0.00014679560873117137,-0.0009683175534788719,-0.0009683175534788719
risk_off,33,-0.0001949703567731568,-0.000891736763210105,-0.000891736763210105
risk_off,34,-0.0002506077945769125,-0.0009027079539405145,-0.0009027079539405145
risk_off,35,-0.00028942513052953147,-0.0009657368741972736,-0.0009657368741972736
risk_off,36,-0.00029964262365775746,-0.0010349149467576582,-0.0010349149467576582
risk_off,37,-0.0002845944493429754,-0.0010729703958268165,-0.0010729703958268165
risk_off,38,-0.0002580191120539363,-0.0010614702483969607,-0.0010614702483969607
risk_off,39,-0.00023541837942828704,-0.0010024132879474037,-0.0010024132879474037
risk_off,40,-0.000226850313909164,-0.0009127623335727752,-0.0009127623335727752
log_wui,0,0.0050736485172670435,0.012191147351564999,0.012191147351564999
log_wui,1,0.004282145332242521,0.01512520590915494,0.01512520590915494
log_wui,2,0.003316142762381726,0.01859718121637237,0.01859718121637237
log_wui,3,-0.001957955665358376,0.007633408694829111,0.007633408694829111
log_wui,4,-0.010406305806132915,-0.017027889863760134,-0.017027889863760134
log_wui,5,-0.014690350923576526,-0.039253979454893874,-0.039253979454893874
log_wui,6,-0.011062429502298132,-0.0485705754317973,-0.0485705754317973
log_wui,7,-0.0021740741999053768,-0.04531385346938411,-0.04531385346938411
log_wui,8,0.006824145112107189,-0.0346172903872511,-0.0346172903872511
log_wui,9,0.012081433554621483,-0.02308771415314796,-0.02308771415314796
log_wui,10,0.011963201062817298,-0.01750433073853433,-0.01750433073853433
log_wui,11,0.007639205548538587,-0.020991784722709433,-0.020991784722709433
log_wui,12,0.001978531492539648,-0.031145116342489204,-0.031145116342489204
log_wui,13,-0.002233290491277921,-0.04214023599822208,-0.04214023599822208
log_wui,14,-0.0035439472765238073,-0.04850704925907042,-0.04850704925907042
log_wui,15,-0.0021212590162830057,-0.04782547657928448,-0.04782547657928448
log_wui,16,0.0006606891574057753,-0.04115120255366889,-0.04115120255366889
log_wui,17,0.0031252388504120422,-0.03183551798716093,-0.03183551798716093
log_wui,18,0.00413159088290433,-0.023743802437216188,-0.023743802437216188
log_wui,19,0.0034410793701988933,-0.019440494291236444,-0.019440494291236444
log_wui,20,0.0016287105739198253,-0.01919904719921333,-0.01919904719921333
log_wui,21,-0.0003472767228654542,-0.021360146468881853,-0.021360146468881853
log_wui,22,-0.0016659771474473973,-0.023547970819878094,-0.023547970819878094
log_wui,23,-0.001977167207455124,-0.02391238202281029,-0.02391238202281029
log_wui,24,-0.0014480807711827047,-0.02184158565835028,-0.02184158565835028
log_wui,25,-0.0005757759186899671,-0.017959434455514862,-0.017959434455514862
log_wui,26,0.00010831291250586974,-0.013565087959370304,-0.013565087959370304
log_wui,27,0.00028399666383872077,-0.009894302155730639,-0.009894302155730639
log_wui,28,-6.383802915655416e-05,-0.007584774151264915,-0.007584774151264915
log_wui,29,-0.0007075901107896678,-0.006547897602654288,-0.006547897602654288
log_wui,30,-0.0013329279989261367,-0.006206104213863641,-0.006206104213863641
log_wui,31,-0.0016992037498220845,-0.005887382832329242,-0.005887382832329242
log_wui,32,-0.0017306518765731818,-0.005151417107984462,-0.005151417107984462
log_wui,33,-0.0015132544312396635,-0.003917646950189519,-0.003917646950189519
log_wui,34,-0.0012204838643457504,-0.002391738061778332,-0.002391738061778332
log_wui,35,-0.0010166865081639585,-0.0008818190478566257,-0.0008818190478566257
log_wui,36,-0.000986176895533792,0.000375948764345752,0.000375948764345752
log_wui,37,-0.001114093507689085,0.0013015886846601994,0.0013015886846601994
log_wui,38,-0.001315755094081422,0.0019530392216408794,0.0019530392216408794
log_wui,39,-0.0014904436379905288,0.002447694343458078,0.002447694343458078
log_wui,40,-0.001570203019326218,0.0028831358279205396,0.0028831358279205396
spread,0,0.010345896847603057,0.016706748510877334,0.016706748510877334
spread,1,0.048141292756525234,0.055089401590119755,0.055089401590119755
spread,2,0.0765223914038006,0.09747524860019924,0.09747524860019924
spread,3,0.06741993010610928,0.09202914844409932,0.09202914844409932
spread,4,0.05976482602004406,0.08375895809465432,0.08375895809465432
spread,5,0.066913478056826,0.09840565923811277,0.09840565923811277
spread,6,0.06991817053595666,0.11018320338820155,0.11018320338820155
spread,7,0.06979406357976527,0.10478265577237121,0.10478265577237121
spread,8,0.0659487222699214,0.09500409310805864,0.09500409310805864
spread,9,0.06320047186974549,0.09125883115015636,0.09125883115015636
spread,10,0.06134712164098552,0.08620921706659808,0.08620921706659808
spread,11,0.05915804100684842,0.07897998768615595,0.07897998768615595
spread,12,0.05742406068321962,0.07391200810059394,0.07391200810059394
spread,13,0.05642293416463418,0.07136003306101678,0.07136003306101678
spread,14,0.055186981325032046,0.06943062887676052,0.06943062887676052
spread,15,0.05359144749407848,0.06697301199081734,0.06697301199081734
spread,16,0.051816956389946135,0.06401716173407206,0.06401716173407206
spread,17,0.049751959231101754,0.0607485104121434,0.0607485104121434
spread,18,0.04762573745090247,0.057040830068368346,0.057040830068368346
spread,19,0.04569520785705626,0.0530684884430859,0.0530684884430859
spread,20,0.04399438532432683,0.04937864766865336,0.04937864766865336
spread,21,0.042506700764566134,0.046290762628687,0.046290762628687
spread,22,0.04116568275970966,0.04370772598214789,0.04370772598214789
spread,23,0.0398403048454984,0.04141038376436631,0.04141038376436631
spread,24,0.03845409373914786,0.03922362171220054,0.03922362171220054
spread,25,0.037005042516766146,0.036991900450867136,0.036991900450867136
spread,26,0.035526486800249946,0.03462130417330168,0.03462130417330168
