experiment,variable,horizon,response
e4_restricted,other_pct,0,1.074532744505937
e4_restricted,other_pct,1,0.1757633981886341
e4_restricted,other_pct,3,-0.0975246168351212
e4_restricted,other_pct,6,-0.1181258134215683
e4_restricted,other_pct,12,-0.085671154622237
e4_restricted,other_pct,24,-0.049367225022765
e4_restricted,other_pct,40,-0.0262518288152719
e4_restricted,direct_pct,0,-0.009515383500376
e4_restricted,direct_pct,1,7.065583638070224e-05
e4_restricted,direct_pct,3,0.0078970189779989
e4_restricted,direct_pct,6,0.0064862710027431
e4_restricted,direct_pct,12,0.0053977408050343
e4_restricted,direct_pct,24,0.0039529010437859
e4_restricted,direct_pct,40,0.0025622907392183
e4_unrestricted,log_rgdp,0,0.0002129345388464
e4_unrestricted,log_rgdp,1,-0.0026193635169505
e4_unrestricted,log_rgdp,3,-0.0040238008925852
e4_unrestricted,log_rgdp,6,-0.0034459425120147
e4_unrestricted,log_rgdp,12,-0.0023209301812513
e4_unrestricted,log_rgdp,24,-0.0012119381860421
e4_unrestricted,log_rgdp,40,-0.0005596669825455
e4_unrestricted,log_wui,0,0.0343596781886213
e4_unrestricted,log_wui,1,-0.0086693994755921
e4_unrestricted,log_wui,3,-0.0221622581327956
e4_unrestricted,log_wui,6,0.0079905910408581
e4_unrestricted,log_wui,12,0.0196501516323245
e4_unrestricted,log_wui,24,0.0120600420030415
e4_unrestricted,log_wui,40,0.006114246390237
e4_unrestricted,log_reer,0,0.0070063279528419
e4_unrestricted,log_reer,1,0.0123033619351822
e4_unrestricted,log_reer,3,0.0150803556441135
e4_unrestricted,log_reer,6,0.0128362902721537
e4_unrestricted,log_reer,12,0.0087107087215487
e4_unrestricted,log_reer,24,0.0047769571466835
e4_unrestricted,log_reer,40,0.0024215874372712
e4_unrestricted,spread,0,0.0328077472463736
e4_unrestricted,spread,1,0.0858821405405139
e4_unrestricted,spread,3,0.1025966189310488
e4_unrestricted,spread,6,0.0770024034074661
e4_unrestricted,spread,12,0.0416363655013872
e4_unrestricted,spread,24,0.0165047275157579
e4_unrestricted,spread,40,0.0063935459185423
e4_unrestricted,log_nikkei,0,-0.0272139624728222
e4_unrestricted,log_nikkei,1,-0.0278031576310841
e4_unrestricted,log_nikkei,3,-0.0265281214300006
e4_unrestricted,log_nikkei,6,-0.021322960595321
e4_unrestricted,log_nikkei,12,-0.0141253222316775
e4_unrestricted,log_nikkei,24,-0.0072341396580403
e4_unrestricted,log_nikkei,40,-0.0032916328619506
e4_unrestricted,debtsec_pct,0,0.0139691789636099
e4_unrestricted,debtsec_pct,1,-0.3319304789480103
e4_unrestricted,debtsec_pct,3,-0.0168770684587503
e4_unrestricted,debtsec_pct,6,0.0108353504067107
e4_unrestricted,debtsec_pct,12,-0.0034654879088358
e4_unrestricted,debtsec_pct,24,-0.004874227209677
e4_unrestricted,debtsec_pct,40,-0.0027527216991196
e4_unrestricted,equity_pct,0,-0.1928681129262639
e4_unrestricted,equity_pct,1,-0.185931414115977
e4_unrestricted,equity_pct,3,-0.0327253535166038
e4_unrestricted,equity_pct,6,0.009501747584461
e4_unrestricted,equity_pct,12,0.0053640168430108
e4_unrestricted,equity_pct,24,0.0013690395892886
e4_unrestricted,equity_pct,40,0.0005065925039985
e4_unrestricted,other_pct,0,1.0977955650521076
e4_unrestricted,other_pct,1,0.1740434145333652
e4_unrestricted,other_pct,3,-0.1047295413534198
e4_unrestricted,other_pct,6,-0.1065610649802291
e4_unrestricted,other_pct,12,-0.0532050369245136
e4_unrestricted,other_pct,24,-0.0215713815358085
e4_unrestricted,other_pct,40,-0.0088170164719815
e4_unrestricted,direct_pct,0,-0.0097213843504469
e4_unrestricted,direct_pct,1,-0.000394272111017
e4_unrestricted,direct_pct,3,0.0072451606454996
e4_unrestricted,direct_pct,6,0.0042680117956755
e4_unrestricted,direct_pct,12,0.0022037502194164
e4_unrestricted,direct_pct,24,0.0010062762660101
e4_unrestricted,direct_pct,40,0.0003992695479527
