variable,horizon,response,lower,upper
risk_off,0,0.10449055952279203,0.09448720489873902,0.1131475744307871
risk_off,1,0.03843957985266977,0.018286953089826138,0.049513981718634026
risk_off,3,-0.005329021445255404,-0.023463504335022478,0.008407631802261268
risk_off,6,-0.0017675608303760733,-0.012119166051206953,0.006887976806997369
risk_off,12,-3.9163586382605874e-05,-0.004966514707910908,0.003868025841596728
risk_off,24,-0.00011491693606809441,-0.0019440933018279529,0.0013903731417796365
risk_off,40,-4.971261556323249e-05,-0.0007668435403490184,0.0007068073234309243
log_wui,0,0.007669272738252209,-0.006608879635948547,0.021287438939238974
log_wui,1,0.006873489444566317,-0.02771767040184177,0.040688058579168684
log_wui,3,-0.005483170403644646,-0.06992909430671529,0.06278835853697698
log_wui,6,-0.014704818027254136,-0.06601582164891229,0.03620131657807158
log_wui,12,0.004966795175448702,-0.0390168519651919,0.034624676240365
log_wui,24,-0.002086396925229069,-0.024218820253465008,0.012411668670224025
log_wui,40,-0.0013594314778508922,-0.010340304417523762,0.007356986556726522
spread,0,0.019120300402167445,-0.000792807226666799,0.03794930967918139
spread,1,0.060008692795815506,0.028432397712775476,0.08748540548724117
spread,3,0.0835400020839391,0.03519810579495894,0.11984198107602058
spread,6,0.07632067977330473,0.0264959839603001,0.11043712177966322
spread,12,0.04610644316124925,-0.002623800576621784,0.0748461115388663
spread,24,0.02069973279525784,-0.014530962460597062,0.041696083738984084
spread,40,0.00634605365289807,-0.013442821993222167,0.02236036017298255
log_rgdp,0,-0.00014104856982514013,-0.0003852059633012474,0.00011193069495220613
log_rgdp,1,-0.0003987671305965656,-0.00106746279343927,0.00024265544968076925
log_rgdp,3,-0.0006085914436715532,-0.0020012557022221138,0.000953913205832888
log_rgdp,6,-0.0008357790176524258,-0.002592782085838235,0.0007423833514861634
log_rgdp,12,-0.00040194114698273675,-0.0018004481557487384,0.0009895557162767042
log_rgdp,24,-0.00016949774829426654,-0.001172324797987471,0.0008478812513210231
log_rgdp,40,1.8294066588028583e-05,-0.0005892468474268225,0.000557652217614448
log_reer,0,0.0034262838331924924,0.0005538186294180166,0.006133986242615393
log_reer,1,0.004448754057556074,0.00014915056291138162,0.008522052753920595
log_reer,3,0.003177411914859748,-0.0030178410911379855,0.008669277489269083
log_reer,6,0.001990833567691791,-0.00443002563920476,0.008076009299270395
log_reer,12,0.0003476294248342814,-0.005200114144987646,0.005146328416485657
log_reer,24,-0.00044393642864696626,-0.0040622124980473195,0.0031104786678361586
log_reer,40,-0.00043118349638443304,-0.002146531363683496,0.001927027955097221
log_nikkei,0,-0.017795740363896553,-0.02387362448021648,-0.0112242048272367
log_nikkei,1,-0.01994630689895394,-0.02921412508045566,-0.009307130717484412
log_nikkei,3,-0.021523665759189497,-0.034783870756101405,-0.00589201130868813
log_nikkei,6,-0.02189348453763738,-0.03662427046095516,-0.0020431141787447342
log_nikkei,12,-0.015117784522658759,-0.02841173033560646,0.005441730348475796
log_nikkei,24,-0.006994000314971956,-0.016934422287843264,0.008597184058053127
log_nikkei,40,-0.0026872254032033285,-0.009350459698836243,0.006762313703731231
debtsec_pct,0,-0.09566020303106781,-0.30872498878622257,0.09377885261610555
debtsec_pct,1,-0.09674058713348799,-0.30078576130503687,0.12661071547405528
debtsec_pct,3,0.3250602745467384,0.12024750314500911,0.5484805812870279
debtsec_pct,6,0.09762042330225157,-0.01653026786684094,0.21909370089089886
debtsec_pct,12,-0.0015795568999954627,-0.04076883394484765,0.042332834140386945
debtsec_pct,24,-0.000291215344666269,-0.015241961638147075,0.015361760186635683
debtsec_pct,40,-0.0008542865540982539,-0.008015498141031379,0.006891620231569307
equity_pct,0,-0.14902641016850812,-0.2457920330548383,-0.04682576619545411
equity_pct,1,-0.02751473925925472,-0.12200801127804474,0.08386132944745467
equity_pct,3,-0.08740656053801177,-0.1903087600379954,0.01579535104056683
equity_pct,6,-0.034162092871233285,-0.08141122765788712,0.024611333273760704
equity_pct,12,0.011324941549418216,-0.012978962654322955,0.04056669768822869
equity_pct,24,0.006340986441343811,-0.00811953113091077,0.018632747267562373
equity_pct,40,0.0024370063376545218,-0.0061959520476050295,0.007668603248504628
other_pct,0,0.030639975015003748,-0.36371818658529853,0.41621787441343816
other_pct,1,0.02173435459431534,-0.34972510526299827,0.40357283563131485
other_pct,3,-0.2354496303062115,-0.5937439398793652,0.1211896280188011
other_pct,6,-0.05247388142551852,-0.26014029836806446,0.13267102631263974
other_pct,12,-0.0003822569554145819,-0.06911172947435107,0.06470068031978093
other_pct,24,-0.008035448673814815,-0.0320411935617464,0.016055870206510527
other_pct,40,-0.0002122283542043858,-0.010253918001656648,0.009838462302927497
direct_pct,0,0.03067942644787014,-0.002910624165716352,0.06359676057905655
direct_pct,1,-0.03689170770046364,-0.073769428739545,-0.0023957987607670195
direct_pct,3,-0.004141954124050107,-0.03765590481783957,0.028995507121285964
direct_pct,6,-0.006503829279567149,-0.026567281595433444,0.016327461851945484
direct_pct,12,-0.006338839956934103,-0.013801398250875285,0.0014828022038668141
direct_pct,24,-0.0017095146026584113,-0.0045006772606767335,0.0020320309325422416
direct_pct,40,-0.0007872473030560553,-0.0022687088706078817,0.0013039463127668658
